source_id	source_type	target_id	target_type	source_name	target_name	relation_type	resource	ttd_target_id	ttd_source_id
	Compound	ICD-11:BD4Z	Disease	PLX-PAD cell therapy	Peripheral vascular disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BD4Z	D0LG3Q
	Compound	ICD-11:DD71	Disease	Pentasa Sachet	Ulcerative colitis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:DD71	D0LF8Z
	Compound	ICD-11:8B60.0	Disease	AQST-117	Amyotrophic lateral sclerosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8B60.0	D0LF1E
	Compound	ICD-11:CA24	Disease	ARD-3150	Bronchiectasis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA24	D0LC3C
	Compound	ICD-11:2A20	Disease	ABL 001	Chronic myeloid leukaemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A20	D0LB3Z
	Compound	ICD-11:2A82.1	Disease	ABL 001	Promyelocytic leukaemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A82.1	D0LB3Z
	Compound	ICD-11:2A60-2B33	Disease	ABL 001	leukaemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A60-2B33	D0LB3Z
	Compound	ICD-11:BB01.0	Disease	Beraprost 314d	Pulmonary arterial hypertension	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BB01.0	D0LA6Z
	Compound	ICD-11:ME05.1	Disease	Rotavirus vaccine I321	Rotavirus infection (Diarrhoea)	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:ME05.1	D0L9HG
	Compound	ICD-11:8A40	Disease	Biferonex	Multiple sclerosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8A40	D0L8PH
	Compound	ICD-11:1D6Y	Disease	Emtricitabine + tenofovir	Coronavirus Disease 2019 (COVID-19)	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1D6Y	D0L6GO
	Compound	ICD-11:5A11	Disease	NN9068	Type-2 diabetes	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A11	D0L6BH
	Compound	ICD-11:5A61.3	Disease	Somavaratan	Growth hormone deficiency	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A61.3	D0L5WF
	Compound	ICD-11:2C25	Disease	RG6058	Non-small-cell lung cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C25	D0L4VD
	Compound	ICD-11:CA23	Disease	Pumactant	Asthma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA23	D0L3VU
	Compound	ICD-11:1C82	Disease	Rabies VRVg	Rabies	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1C82	D0L3UI
	Compound	ICD-11:1D60.0	Disease	MVA-BN Filo	Ebola virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1D60.0	D0L3SP
	Compound	ICD-11:2C82.0	Disease	TroVax	Prostate cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C82.0	D0L1OT
	Compound	ICD-11:6A70.3	Disease	TGFK07AD	Major depressive disorder	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:6A70.3	D0L1LV
	Compound	ICD-11:5C56.31	Disease	Recombinant human iduronate-2-sulfatase	Hunter syndrome	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5C56.31	D0L1DR
	Compound	ICD-11:DA0C	Disease	Trafermin	Periodontitis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:DA0C	D0KV1Q
	Compound	ICD-11:5A11	Disease	Insulin long-acting iv	Type-2 diabetes	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A11	D0KN2C
	Compound	ICD-11:2C12.02	Disease	Pegargiminase	Hepatocellular carcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C12.02	D0KB0Y
	Compound	ICD-11:2C51.2	Disease	Pegargiminase	Mesothelioma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C51.2	D0KB0Y
	Compound	ICD-11:2C30	Disease	Pegargiminase	Melanoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C30	D0KB0Y
	Compound	ICD-11:2C11	Disease	Pegargiminase	Gastrointestinal cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C11	D0KB0Y
	Compound	ICD-11:2A00-2F9Z	Disease	Pegargiminase	Solid tumour/cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A00-2F9Z	D0KB0Y
	Compound	ICD-11:5C50.A3	Disease	Pegargiminase	Argininosuccinate synthase deficiency	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5C50.A3	D0KB0Y
	Compound	ICD-11:BD4Z	Disease	Vonapanitase	Peripheral arterial disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BD4Z	D0K9IB
	Compound	ICD-11:DB61-DD30	Disease	Vonapanitase	Arterial thrombosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:DB61-DD30	D0K9IB
	Compound	ICD-11:1C62	Disease	Dolutegravir + lamivudine	Human immunodeficiency virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1C62	D0K9FA
	Compound	ICD-11:5A2Y	Disease	Sf-1019	Diabetic complication	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A2Y	D0K8WJ
	Compound	ICD-11:CA20	Disease	AG-NPP709	Bronchitis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA20	D0K6PP
	Compound	ICD-11:2C73	Disease	PM1183	Ovarian cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C73	D0K6AL
	Compound	ICD-11:8A80	Disease	M207	Migraine	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8A80	D0K5ET
	Compound	ICD-11:BD54	Disease	INL-002	Diabetic foot ulcer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BD54	D0K4GW
	Compound	ICD-11:BB01.0	Disease	RemUnity	Pulmonary arterial hypertension	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BB01.0	D0K1XV
	Compound	ICD-11:EA90.0	Disease	MC2-01 PAD cream	Plaque psoriasis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:EA90.0	D0J9VL
	Compound	ICD-11:1E51.1	Disease	Single Tablet Regimen of sofosbuvir and ledipasvir	Chronic HCV-1 infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1E51.1	D0J9HO
	Compound	ICD-11:EB00.1	Disease	QGE-031	Chronic idiopathic urticaria	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:EB00.1	D0J7CH
	Compound	ICD-11:2D10	Disease	QGE-031	Thyroid cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2D10	D0J7CH
	Compound	ICD-11:2C60-2C65	Disease	Taxol/Paraplatin/Herceptin	Breast cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C60-2C65	D0J6PY
	Compound	ICD-11:4A80-4A85	Disease	Cat peptide allergy desensitization agent	Allergy	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:4A80-4A85	D0J4IT
	Compound	ICD-11:BD4Z	Disease	PRT-201	Peripheral arterial disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BD4Z	D0J3ZT
	Compound	ICD-11:6B04	Disease	PH94B NS	Social anxiety disorder	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:6B04	D0J1ZH
	Compound	ICD-11:2C90	Disease	Rocapuldencel-T	Renal cell carcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C90	D0J0GR
	Compound	ICD-11:2A60-2B33	Disease	MACI	leukaemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A60-2B33	D0J0FD
	Compound	ICD-11:FA34.Y	Disease	MACI	Articular cartilage disorder	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA34.Y	D0J0FD
	Compound	ICD-11:1D6Y	Disease	Bromhexine + hydroxychloroquine	Coronavirus Disease 2019 (COVID-19)	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1D6Y	D0IV4E
	Compound	ICD-11:BD54	Disease	Talactoferrin	Diabetic foot ulcer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BD54	D0IM6O
	Compound	ICD-11:GA10	Disease	TZTX-001	Endometriosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:GA10	D0IC7A
	Compound	ICD-11:8A60-8A68	Disease	NRL-1	Epilepsy	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8A60-8A68	D0IA0N
	Compound	ICD-11:8A67	Disease	NRL-1	Acute repetitive seizure	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8A67	D0IA0N
	Compound	ICD-11:2A85	Disease	Epratuzumab	Acute lymphoblastic leukaemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A85	D0I9VO
	Compound	ICD-11:4A40.0	Disease	Epratuzumab	Systemic lupus erythematosus	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:4A40.0	D0I9VO
	Compound	ICD-11:NE84	Disease	Epratuzumab	Graft rejection in heart transplantation	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:NE84	D0I9VO
	Compound	ICD-11:FA20	Disease	STI-002	Rheumatoid arthritis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA20	D0I6UE
	Compound	ICD-11:1E30-1E32	Disease	VaxiGrip QIV IM	Influenza	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1E30-1E32	D0I6PP
	Compound	ICD-11:1E30-1E32	Disease	VaxiGrip QIV IM	Influenza virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1E30-1E32	D0I6PP
	Compound	ICD-11:2A82.0	Disease	RG7601	Chronic lymphocytic leukaemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A82.0	D0I6OI
	Compound	ICD-11:4A40.0	Disease	Blisibimod	Systemic lupus erythematosus	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:4A40.0	D0I5WJ
	Compound	ICD-11:1A9Y	Disease	V-503	Human papillomavirus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1A9Y	D0I5RR
	Compound	ICD-11:1D6Y	Disease	Interferon alpha-1b	Coronavirus Disease 2019 (COVID-19)	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1D6Y	D0I5PQ
	Compound	ICD-11:2C30	Disease	RG7421+RG7204	Melanoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C30	D0I5EU
	Compound	ICD-11:1F00.1	Disease	ALT 005	Ophthalmic infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1F00.1	D0I4XF
	Compound	ICD-11:BA00-BA04	Disease	Human-cl rhFVIII	Hypertension	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BA00-BA04	D0I3NA
	Compound	ICD-11:1D2Z	Disease	TAK-003	Dengue fever	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1D2Z	D0I3GZ
	Compound	ICD-11:2C25.0	Disease	MK-7684	Lung cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C25.0	D0I2KE
	Compound	ICD-11:2A00-2F9Z	Disease	MK-7684	Solid tumour/cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A00-2F9Z	D0I2KE
	Compound	ICD-11:1D6Y	Disease	AZD1222 vaccine	Coronavirus Disease 2019 (COVID-19)	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1D6Y	D0I1ML
	Compound	ICD-11:EL8Y	Disease	ACT-2	Wound healing	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:EL8Y	D0I1KL
	Compound	ICD-11:2C60-2C65	Disease	PF-05280014	Breast cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C60-2C65	D0HR7Z
	Compound	ICD-11:2C60-2C65	Disease	Trastuzumab duocarmazine	Breast cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C60-2C65	D0HL5N
	Compound	ICD-11:5D00.20	Disease	ISIS-PKK	Amyloid cardiomyopathy	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5D00.20	D0HL1X
	Compound	ICD-11:ME64.0	Disease	ASF-1057	Erythema	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:ME64.0	D0HK3X
	Compound	ICD-11:1E30-1E32	Disease	H1N1 influenza vaccine	Influenza virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1E30-1E32	D0HE7I
	Compound	ICD-11:2C12.02	Disease	JX-594	Hepatocellular carcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C12.02	D0HB0V
	Compound	ICD-11:2B91.Z	Disease	JX-594	Colorectal cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B91.Z	D0HB0V
	Compound	ICD-11:2C12	Disease	JX-594	Liver cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C12	D0HB0V
	Compound	ICD-11:5C50-5D2Z	Disease	S-474474	Metabolic syndrome x	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5C50-5D2Z	D0H9QC
	Compound	ICD-11:2B72	Disease	RG3638	Gastric adenocarcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B72	D0H9PT
	Compound	ICD-11:2C25.Y	Disease	RG3638	Non-small-cell lung cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C25.Y	D0H9PT
	Compound	ICD-11:5A61.3	Disease	HGH-CTP	Growth hormone deficiency	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A61.3	D0H8MH
	Compound	ICD-11:2A60	Disease	Rydaptmidostaurin	Acute myeloid leukaemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A60	D0H6BS
	Compound	ICD-11:1E30-1E32	Disease	Afluria Quadrivalent	Influenza virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1E30-1E32	D0H4YL
	Compound	ICD-11:ME84.Z	Disease	Chondrocyte tissue grafts	Back pain	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:ME84.Z	D0H3NN
	Compound	ICD-11:6B00	Disease	EDG-004	Generalized anxiety disorder	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:6B00	D0H2AP
	Compound	ICD-11:5A10	Disease	LATIN T1D	Type-1 diabetes	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A10	D0H1UW
	Compound	ICD-11:EA90.0	Disease	ABT-874	Plaque psoriasis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:EA90.0	D0H1TL
	Compound	ICD-11:FA20	Disease	ABT-874	Rheumatoid arthritis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA20	D0H1TL
	Compound	ICD-11:DD70	Disease	ABT-874	Crohn disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:DD70	D0H1TL
	Compound	ICD-11:1D60.0	Disease	MVA-BN	Ebola virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1D60.0	D0H1PK
	Compound	ICD-11:8B60.0	Disease	AL-02	Amyotrophic lateral sclerosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8B60.0	D0H1FN
	Compound	ICD-11:BE2Z	Disease	Taberminogene vadenovec	Vascular restinosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BE2Z	D0GY4H
	Compound	ICD-11:6A60-6E23	Disease	ADX N05	Mood disorder	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:6A60-6E23	D0GW6K
	Compound	ICD-11:MG42	Disease	ADX N05	Excessive daytime sleepiness	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:MG42	D0GW6K
	Compound	ICD-11:1C12.0	Disease	Actacel	Bordetella pertussis infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1C12.0	D0GW1P
	Compound	ICD-11:2A80	Disease	MK-8808	Follicular lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A80	D0GP8N
	Compound	ICD-11:FA20	Disease	MK-8808	Rheumatoid arthritis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA20	D0GP8N
	Compound	ICD-11:2B72	Disease	G17DT	Gastric adenocarcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B72	D0G8ZQ
	Compound	ICD-11:BA40	Disease	Alferminogene tadenovec	Angina pectoris	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BA40	D0G8UL
	Compound	ICD-11:BA41-BA42	Disease	Alferminogene tadenovec	Heart disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BA41-BA42	D0G8UL
	Compound	ICD-11:DA61	Disease	Axanum	Peptic ulcer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:DA61	D0G8NK
	Compound	ICD-11:5C80	Disease	Premarin/Pravachol	Hyperlipidaemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5C80	D0G7IV
	Compound	ICD-11:1E51.0	Disease	DTwP-HepB prophylactic vaccine	Hepatitis B virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1E51.0	D0G6ZS
	Compound	ICD-11:2A00	Disease	Cintredekin besudotox	Brain cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A00	D0G6RB
	Compound	ICD-11:DD72	Disease	HMPL-004	Inflammatory bowel disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:DD72	D0G6DF
	Compound	ICD-11:1E51.0	Disease	DTaP-HepB prophylactic vaccine	Hepatitis B virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1E51.0	D0G4BF
	Compound	ICD-11:CA23.0	Disease	MK-8237	Allergic asthma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA23.0	D0G3OI
	Compound	ICD-11:BC81.3	Disease	Vernakalant IV	Atrial fibrillation	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BC81.3	D0G2ZX
	Compound	ICD-11:GA90	Disease	ProstaVac	Prostate hyperplasia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:GA90	D0G2MR
	Compound	ICD-11:5A61	Disease	MK-8962	Fertility problem	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5A61	D0FP5B
	Compound	ICD-11:2C30	Disease	IMO-2125	Melanoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C30	D0FM5M
	Compound	ICD-11:1E51.1	Disease	IMO-2125	Hepatitis C virus infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1E51.1	D0FM5M
	Compound	ICD-11:2A00-2F9Z	Disease	IMO-2125	Solid tumour/cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A00-2F9Z	D0FM5M
	Compound	ICD-11:5B81	Disease	ALS-L1023	Obesity	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5B81	D0FL0R
	Compound	ICD-11:2B72	Disease	DE-766	Gastric adenocarcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B72	D0FJ1W
	Compound	ICD-11:2C25.Y	Disease	DE-766	Non-small-cell lung cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C25.Y	D0FJ1W
	Compound	ICD-11:2B6B	Disease	DE-766	Nasopharyngeal carcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B6B	D0FJ1W
	Compound	ICD-11:8A05.00	Disease	Meningococcal vaccine groups A,C,Y,W-135 conjugate	Tourette syndrome	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8A05.00	D0F8VM
	Compound	ICD-11:2B91.Z	Disease	MGN-1703	Colorectal cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B91.Z	D0F7YW
	Compound	ICD-11:2A00-2F9Z	Disease	MGN-1703	Solid tumour/cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A00-2F9Z	D0F7YW
	Compound	ICD-11:2A90	Disease	Adcetris	T-cell leukaemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A90	D0F4IM
	Compound	ICD-11:2B01	Disease	Adcetris	Cutaneous T-cell lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B01	D0F4IM
	Compound	ICD-11:2B30	Disease	Adcetris	Hodgkin lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B30	D0F4IM
	Compound	ICD-11:2A81	Disease	Adcetris	Diffuse large B-cell lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A81	D0F4IM
	Compound	ICD-11:2B33.5	Disease	Adcetris	Non-hodgkin lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B33.5	D0F4IM
	Compound	ICD-11:BD10	Disease	WC-3049	Congestive heart failure	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BD10	D0ET9N
	Compound	ICD-11:BA40	Disease	Ad5FGF-4	Angina pectoris	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BA40	D0ER5F
	Compound	ICD-11:1F86	Disease	Sh-28-GST	Schistosomiasis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1F86	D0EQ5W
	Compound	ICD-11:6C43.2Z	Disease	ALKS 6428	Opioid dependence	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:6C43.2Z	D0EO5G
	Compound	ICD-11:1D01.10	Disease	PF-05212366	Adolescent meningitis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1D01.10	D0EH2Q
	Compound	ICD-11:2C82.0	Disease	FP-001	Prostate cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C82.0	D0EF2H
	Compound	ICD-11:5C63.22	Disease	KRN-23	X-linked hypophosphataemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5C63.22	D0E9NU
	Compound	ICD-11:5C64.3	Disease	KRN-23	Hypophosphatasia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:5C64.3	D0E9NU
	Compound	ICD-11:BC43	Disease	ALN-TTRsc	Cardiomyopathy	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BC43	D0E9AF
	Compound	ICD-11:2B33.5	Disease	ABP 798	B-cell non-hodgkin lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B33.5	D0E8NJ
	Compound	ICD-11:2B33.5	Disease	ABP 798	Non-hodgkin lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B33.5	D0E8NJ
	Compound	ICD-11:FA20	Disease	ABP 798	Rheumatoid arthritis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA20	D0E8NJ
	Compound	ICD-11:2B33.Y	Disease	Serelsa	Haematological malignancy	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B33.Y	D0E7OC
	Compound	ICD-11:CA08.0	Disease	Cedar pollen allergen extract	Allergic rhinitis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA08.0	D0E6XN
	Compound	ICD-11:BA00-BA04	Disease	AG-SCT101	Hypertension	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BA00-BA04	D0E6UU
	Compound	ICD-11:1A02	Disease	S. flexneri type 2a-rEPA Asucc	Shigella infection	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:1A02	D0E6ES
	Compound	ICD-11:CA23	Disease	Vinanterol/fluticasone furoate	Asthma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA23	D0E5VO
	Compound	ICD-11:2A00.0	Disease	Inno-LC-01	Glioblastoma multiforme	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A00.0	D0E4PQ
	Compound	ICD-11:3B64	Disease	UNI-rhIL-11	Thrombocytopenia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:3B64	D0E2YL
	Compound	ICD-11:CA02-CB40	Disease	GC5101B	Ulcer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA02-CB40	D0E1AW
	Compound	ICD-11:CA22	Disease	QMF149	Chronic obstructive pulmonary disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:CA22	D0E0XL
	Compound	ICD-11:3A00-3A9Z	Disease	Epoetin zeta	Anemia	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:3A00-3A9Z	D0DV3T
	Compound	ICD-11:BD10	Disease	RT-100	Congestive heart failure	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BD10	D0DU9I
	Compound	ICD-11:BD10-BD13	Disease	MyoCell SDF-1	Heart failure	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BD10-BD13	D0DR4W
	Compound	ICD-11:DB96.1	Disease	Autologous chondrocyte implantation	Primary biliary cirrhosis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:DB96.1	D0DP9O
	Compound	ICD-11:FA34	Disease	Autologous chondrocyte implantation	Cartilage disorder	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA34	D0DP9O
	Compound	ICD-11:2C82.0	Disease	HumaSPECT	Prostate cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C82.0	D0DD9F
	Compound	ICD-11:2C82.0	Disease	Prostate dendritic cell-based vaccine	Prostate cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2C82.0	D0DA3T
	Compound	ICD-11:FA20	Disease	PF-06438179	Rheumatoid arthritis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA20	D0D9HZ
	Compound	ICD-11:4A8Z	Disease	Quattro	Ragweed hypersensitivity allergic disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:4A8Z	D0D8RT
	Compound	ICD-11:4B07	Disease	Quattro	Grass pollen hypersensitivity	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:4B07	D0D8RT
	Compound	ICD-11:8E43.0	Disease	AXS-02	Neuropathic pain	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8E43.0	D0D8QV
	Compound	ICD-11:FA01	Disease	AXS-02	Knee osteoarthritis	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:FA01	D0D8QV
	Compound	ICD-11:MG30.02	Disease	AXS-02	Chronic low back pain	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:MG30.02	D0D8QV
	Compound	ICD-11:ED80	Disease	SNA-001	Acne vulgaris	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:ED80	D0D7KU
	Compound	ICD-11:8B11.5Z	Disease	MultiStem	Ischemic stroke	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:8B11.5Z	D0D7GS
	Compound	ICD-11:2B33.5	Disease	MultiStem	AIDS-related lymphoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B33.5	D0D7GS
	Compound	ICD-11:4B24	Disease	MultiStem	Graft-versus-host disease	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:4B24	D0D7GS
	Compound	ICD-11:BA41	Disease	MultiStem	Acute myocardial infarction	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:BA41	D0D7GS
	Compound	ICD-11:ND51.2	Disease	MultiStem	Spinal cord injury	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:ND51.2	D0D7GS
	Compound	ICD-11:2B72	Disease	Rivoceranib	Gastric adenocarcinoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2B72	D0D7BX
	Compound	ICD-11:2A60-2C35	Disease	Rivoceranib	Sarcoma	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A60-2C35	D0D7BX
	Compound	ICD-11:2A00-2F9Z	Disease	Rivoceranib	Solid tumour/cancer	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:2A00-2F9Z	D0D7BX
	Compound	ICD-11:NE84	Disease	QPI-1002	Renal transplantation	DRUGBANK::treats::Compound:Disease	TTD	ICD-11:NE84	D0D5ZU
