source_id	source_type	target_id	target_type	source_name	target_name	relation_type	resource	ttd_disease_id	ttd_biomarker_id
UNIPROT:P61626	Gene	ICD-11:DD72	Disease	Lysozyme	Inflammatory bowel disease	GNBR::Md::Gene:Disease	TTD	ICD-11:DD72	BM002043
UNIPROT:P49913	Gene	ICD-11:EA90	Disease	Cathelicidin antimicrobial peptide	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001404
UNIPROT:P00734	Gene	ICD-11:EA90	Disease	Coagulation factor IIa	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001526
UNIPROT:P02679	Gene	ICD-11:EA90	Disease	Fibrinogen	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001524
UNIPROT:P02671	Gene	ICD-11:EA90	Disease	Fibrinogen	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001524
UNIPROT:P02675	Gene	ICD-11:EA90	Disease	Fibrinogen	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001524
UNIPROT:Q9H1M3	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q9H1M4	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:P60022	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q8N687	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q4QY38	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q8N690	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q30KQ9	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q8N104	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:O15263	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q8IZN7	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q30KQ6	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q8NG35	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q30KQ8	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q30KQ7	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:A8MXU0	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:P59861	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q96PH6	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q8NES8	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q30KQ2	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q30KQ5	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q30KQ4	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q5J5C9	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q8N688	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q7Z7B8	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q7Z7B7	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q30KQ1	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q30KP9	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q30KP8	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:A6NDD2	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:P81534	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q8NET1	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q30KR1	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q9BYW3	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q8WTQ1	Gene	ICD-11:EA90	Disease	human I defensin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001403
UNIPROT:Q5TA77	Gene	ICD-11:EA90	Disease	LCE3B/3C	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001992
UNIPROT:Q5T5A8	Gene	ICD-11:EA90	Disease	LCE3B/3C	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001992
UNIPROT:P41159	Gene	ICD-11:EA90	Disease	Leptin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM000467
UNIPROT:P16109	Gene	ICD-11:EA90	Disease	P-selectin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001248
UNIPROT:P04271	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P23297	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P25815	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P31151	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:Q96FQ6	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:Q99584	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:Q86SG5	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P31949	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P29034	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P33764	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P33763	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:Q9HCY8	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:Q8WXG8	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P80511	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P06703	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P05109	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P26447	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:A6NMZ2	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P06702	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P60903	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P29377	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:Q5SY68	Gene	ICD-11:EA90	Disease	S100 family member	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001405
UNIPROT:P00738	Gene	ICD-11:EA90	Disease	Zonulin	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001242
UNIPROT:O43184	Gene	ICD-11:FA00-FA05	Disease	Disintegrin and metalloproteinase domain-containing protein 12 (ADAM12)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM000715
UNIPROT:O43184	Gene	ICD-11:FA00-FA05	Disease	Disintegrin and metalloproteinase domain-containing protein 12 (ADAM12)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM000716
UNIPROT:P50281	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:P45452	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:O75900	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:P51511	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:Q99542	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:P51512	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:P03956	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:Q8N119	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:Q9NRE1	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:O60882	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:Q9H239	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:Q9ULZ9	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:P08254	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:P22894	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:P39900	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:P08253	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:P14780	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:Q9H306	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:P09238	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:P24347	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:Q9NPA2	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:P09237	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:Q9Y5R2	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002064
UNIPROT:P50281	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:P45452	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:O75900	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:P51511	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:Q99542	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:P51512	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:P03956	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:Q8N119	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:Q9NRE1	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:O60882	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:Q9H239	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:Q9ULZ9	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:P08254	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:P22894	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:P39900	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:P08253	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:P14780	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:Q9H306	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:P09238	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:P24347	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:Q9NPA2	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:P09237	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:Q9Y5R2	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002065
UNIPROT:P50281	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:P45452	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:O75900	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:P51511	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:Q99542	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:P51512	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:P03956	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:Q8N119	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:Q9NRE1	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:O60882	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:Q9H239	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:Q9ULZ9	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:P08254	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:P22894	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:P39900	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:P08253	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:P14780	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:Q9H306	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:P09238	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:P24347	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:Q9NPA2	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:P09237	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:Q9Y5R2	Gene	ICD-11:FA00-FA05	Disease	Matrix metalloproteinase (MMP)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM002066
UNIPROT:P24666	Gene	ICD-11:FA20	Disease	Low molecular weight phosphotyrosine protein phosphatase (ACP1)	Rheumatoid arthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA20	BM000714
UNIPROT:P54802	Gene	ICD-11:GB4Z	Disease	Alpha-N-acetylglucosaminidase	Membranous nephropathy	GNBR::Md::Gene:Disease	TTD	ICD-11:GB4Z	BM002239
UNIPROT:P02765	Gene	ICD-11:GB60	Disease	Fetuin	Acute kidney injury	GNBR::Md::Gene:Disease	TTD	ICD-11:GB60	BM001510
UNIPROT:CID439454	Gene	ICD-11:GB60	Disease	N-ASETIL-I-GLUOSAMINIDASE (NAG)	Acute kidney injury	GNBR::Md::Gene:Disease	TTD	ICD-11:GB60	BM002245
UNIPROT:O95631	Gene	ICD-11:GB60	Disease	Netrin-1	Acute kidney injury	GNBR::Md::Gene:Disease	TTD	ICD-11:GB60	BM002260
UNIPROT:O95631	Gene	ICD-11:GB60	Disease	Netrin-1	Acute kidney injury	GNBR::Md::Gene:Disease	TTD	ICD-11:GB60	BM002261
UNIPROT:P80188	Gene	ICD-11:GB60	Disease	Neutrophil gelatinase-associated lipocalin	Acute kidney injury	GNBR::Md::Gene:Disease	TTD	ICD-11:GB60	BM002276
UNIPROT:P02753	Gene	ICD-11:GB60	Disease	Plasma retinol-binding protein	Acute kidney injury	GNBR::Md::Gene:Disease	TTD	ICD-11:GB60	BM002651
UNIPROT:P48764	Gene	ICD-11:GB60	Disease	Sodium/hydrogen exchanger 3	Acute kidney injury	GNBR::Md::Gene:Disease	TTD	ICD-11:GB60	BM002705
UNIPROT:P45379	Gene	ICD-11:GB61	Disease	Troponin T, cardiac muscle isoforms	Chronic kidney disease	GNBR::Md::Gene:Disease	TTD	ICD-11:GB61	BM001260
UNIPROT:CID5283731	Gene	ICD-11:GB61	Disease	25-OH vitamin D	Chronic kidney disease	GNBR::Md::Gene:Disease	TTD	ICD-11:GB61	BM000648
UNIPROT:CID5283731	Gene	ICD-11:GB61	Disease	25-OH vitamin D	Chronic kidney disease	GNBR::Md::Gene:Disease	TTD	ICD-11:GB61	BM000650
UNIPROT:Q9GZV9	Gene	ICD-11:GB61	Disease	fibroblast growth factor (FGF-23)	Chronic kidney disease	GNBR::Md::Gene:Disease	TTD	ICD-11:GB61	BM001528
