ttd_target_id	source_id	source_name	source_type	target_type	relation_type	ttd_source_id	resource	target_id	target_name
T46360		Benzamide derivative 7	Compound	Gene	DRUGBANK::target::Compound:Gene	D0RS2J	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T46360		Piperidine derivative 6	Compound	Gene	DRUGBANK::target::Compound:Gene	D0T5SO	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T46360		Piperidine derivative 5	Compound	Gene	DRUGBANK::target::Compound:Gene	D0X9RA	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T46360		Isoindoline derivative 4	Compound	Gene	DRUGBANK::target::Compound:Gene	D0EK3Z	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T46360		OxycoDex	Compound	Gene	DRUGBANK::target::Compound:Gene	D02JNX	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T46360		ANAVEX 1007	Compound	Gene	DRUGBANK::target::Compound:Gene	D0M6OW	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T46360		NE-033	Compound	Gene	DRUGBANK::target::Compound:Gene	D0L1YS	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T46360		LU-29252	Compound	Gene	DRUGBANK::target::Compound:Gene	D0T8HU	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T46360		CNS-1307	Compound	Gene	DRUGBANK::target::Compound:Gene	D0U7VO	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T46360		HydrocoDex	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Q7OA	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T46360		MC-116	Compound	Gene	DRUGBANK::target::Compound:Gene	D05BLG	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T46360		CNS-1169	Compound	Gene	DRUGBANK::target::Compound:Gene	D0A3XA	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T46360		C-10068	Compound	Gene	DRUGBANK::target::Compound:Gene	D0F1WD	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T46360		MC-113	Compound	Gene	DRUGBANK::target::Compound:Gene	D0G5RT	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T46360		CM-156	Compound	Gene	DRUGBANK::target::Compound:Gene	D0J9VK	TTD	SYMBOL:SIGMAR1	Opioid receptor sigma 1 (OPRS1)
T66505		PMID25726713-Compound-36	Compound	Gene	DRUGBANK::target::Compound:Gene	D00GMI	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-43	Compound	Gene	DRUGBANK::target::Compound:Gene	D00ITT	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Imidazo bicyclic iminium derivative 9	Compound	Gene	DRUGBANK::target::Compound:Gene	D01AJO	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-45	Compound	Gene	DRUGBANK::target::Compound:Gene	D01AWH	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-58	Compound	Gene	DRUGBANK::target::Compound:Gene	D02JSW	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Pyrimidine derivative 20	Compound	Gene	DRUGBANK::target::Compound:Gene	D03HMW	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-42	Compound	Gene	DRUGBANK::target::Compound:Gene	D03QAU	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-62	Compound	Gene	DRUGBANK::target::Compound:Gene	D03SCM	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-12	Compound	Gene	DRUGBANK::target::Compound:Gene	D05CWM	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-31	Compound	Gene	DRUGBANK::target::Compound:Gene	D05MIG	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-60	Compound	Gene	DRUGBANK::target::Compound:Gene	D05QCM	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-15	Compound	Gene	DRUGBANK::target::Compound:Gene	D05QYN	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-32	Compound	Gene	DRUGBANK::target::Compound:Gene	D06ELK	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-63	Compound	Gene	DRUGBANK::target::Compound:Gene	D06MXI	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-23	Compound	Gene	DRUGBANK::target::Compound:Gene	D06NBL	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-28	Compound	Gene	DRUGBANK::target::Compound:Gene	D07ZUO	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-56	Compound	Gene	DRUGBANK::target::Compound:Gene	D08LBZ	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Imidazo bicyclic iminium derivative 5	Compound	Gene	DRUGBANK::target::Compound:Gene	D0AB3D	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-35	Compound	Gene	DRUGBANK::target::Compound:Gene	D0B3FN	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Cyclic sulfonamide derivative 2	Compound	Gene	DRUGBANK::target::Compound:Gene	D0B3XW	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-37	Compound	Gene	DRUGBANK::target::Compound:Gene	D0B6GA	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-24	Compound	Gene	DRUGBANK::target::Compound:Gene	D0B9ML	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-16	Compound	Gene	DRUGBANK::target::Compound:Gene	D0C4VR	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-19	Compound	Gene	DRUGBANK::target::Compound:Gene	D0CD8G	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-30	Compound	Gene	DRUGBANK::target::Compound:Gene	D0DH0O	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-13	Compound	Gene	DRUGBANK::target::Compound:Gene	D0E4TO	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Imidazo bicyclic iminium derivative 4	Compound	Gene	DRUGBANK::target::Compound:Gene	D0FS1J	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-59	Compound	Gene	DRUGBANK::target::Compound:Gene	D0FT1X	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Bicyclic hexapeptide derivative 2	Compound	Gene	DRUGBANK::target::Compound:Gene	D0I8RK	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-33	Compound	Gene	DRUGBANK::target::Compound:Gene	D0IS8B	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Cyclic sulfonamide derivative 1	Compound	Gene	DRUGBANK::target::Compound:Gene	D0IW7A	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-25	Compound	Gene	DRUGBANK::target::Compound:Gene	D0J0AT	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Pyrimidine derivative 22	Compound	Gene	DRUGBANK::target::Compound:Gene	D0J9JS	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Pyrimidine derivative 21	Compound	Gene	DRUGBANK::target::Compound:Gene	D0K0IO	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Cyclic sulfonamide derivative 3	Compound	Gene	DRUGBANK::target::Compound:Gene	D0K2FK	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-29	Compound	Gene	DRUGBANK::target::Compound:Gene	D0K6XL	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-39	Compound	Gene	DRUGBANK::target::Compound:Gene	D0K8HU	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-21	Compound	Gene	DRUGBANK::target::Compound:Gene	D0KC6Y	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-64	Compound	Gene	DRUGBANK::target::Compound:Gene	D0KS3J	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Imidazo bicyclic iminium derivative 8	Compound	Gene	DRUGBANK::target::Compound:Gene	D0KX5G	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Imidazo bicyclic iminium derivative 6	Compound	Gene	DRUGBANK::target::Compound:Gene	D0LH6R	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-46	Compound	Gene	DRUGBANK::target::Compound:Gene	D0O7BH	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Bicyclic hexapeptide derivative 1	Compound	Gene	DRUGBANK::target::Compound:Gene	D0P8IR	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-57	Compound	Gene	DRUGBANK::target::Compound:Gene	D0PG1G	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-14	Compound	Gene	DRUGBANK::target::Compound:Gene	D0QA9Q	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-22	Compound	Gene	DRUGBANK::target::Compound:Gene	D0QO1Y	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-61	Compound	Gene	DRUGBANK::target::Compound:Gene	D0R3UI	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-26	Compound	Gene	DRUGBANK::target::Compound:Gene	D0R8UO	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-27	Compound	Gene	DRUGBANK::target::Compound:Gene	D0RH3O	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-44	Compound	Gene	DRUGBANK::target::Compound:Gene	D0SO6T	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-10	Compound	Gene	DRUGBANK::target::Compound:Gene	D0TK2O	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Cyclic sulfonamide derivative 4	Compound	Gene	DRUGBANK::target::Compound:Gene	D0V9AB	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Imidazo bicyclic iminium derivative 3	Compound	Gene	DRUGBANK::target::Compound:Gene	D0VR8N	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Pyrimidine derivative 19	Compound	Gene	DRUGBANK::target::Compound:Gene	D0WB2S	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Imidazo bicyclic iminium derivative 7	Compound	Gene	DRUGBANK::target::Compound:Gene	D0XH5O	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-18	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Y6EY	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-34	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Y8SC	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-11	Compound	Gene	DRUGBANK::target::Compound:Gene	D0ZF1N	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Isoflavone derivative 1	Compound	Gene	DRUGBANK::target::Compound:Gene	D00RRB	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Isoflavone derivative 5	Compound	Gene	DRUGBANK::target::Compound:Gene	D01BGG	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Isoflavone derivative 7	Compound	Gene	DRUGBANK::target::Compound:Gene	D04IFL	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Isoflavone derivative 8	Compound	Gene	DRUGBANK::target::Compound:Gene	D05NRG	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-17	Compound	Gene	DRUGBANK::target::Compound:Gene	D07BIQ	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Isoflavone derivative 9	Compound	Gene	DRUGBANK::target::Compound:Gene	D09VIE	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Isoflavone derivative 6	Compound	Gene	DRUGBANK::target::Compound:Gene	D0J1RB	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Isoflavone derivative 3	Compound	Gene	DRUGBANK::target::Compound:Gene	D0TP0S	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Isoflavone derivative 2	Compound	Gene	DRUGBANK::target::Compound:Gene	D0WI1G	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		Isoflavone derivative 4	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Z6IS	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-49	Compound	Gene	DRUGBANK::target::Compound:Gene	D07TVO	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-51	Compound	Gene	DRUGBANK::target::Compound:Gene	D0KH7Q	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-48	Compound	Gene	DRUGBANK::target::Compound:Gene	D0WJ3W	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-47	Compound	Gene	DRUGBANK::target::Compound:Gene	D0X5VI	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		PMID25726713-Compound-50	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Y8JF	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T66505		SMOi2-17	Compound	Gene	DRUGBANK::target::Compound:Gene	D06MUB	TTD	SYMBOL:SMO	Smoothened homolog (SMO)
T31992		PARABEN	Compound	Gene	DRUGBANK::target::Compound:Gene	D0A8JP	TTD	SYMBOL:CA14	Carbonic anhydrase XIV (CA-XIV)
T31992		4-(2-Hydroxy-ethyl)-benzenesulfonamide	Compound	Gene	DRUGBANK::target::Compound:Gene	D04VLI	TTD	SYMBOL:CA14	Carbonic anhydrase XIV (CA-XIV)
T31992		6-Hydroxy-benzothiazole-2-sulfonic acid amide	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Q2LL	TTD	SYMBOL:CA14	Carbonic anhydrase XIV (CA-XIV)
T56418		1,2,4-triazolo[1,5a]pyridine derivative 2	Compound	Gene	DRUGBANK::target::Compound:Gene	D0NP2W	TTD	SYMBOL:ALK	ALK tyrosine kinase receptor (ALK)
T56418		Carboxamide derivative 4	Compound	Gene	DRUGBANK::target::Compound:Gene	D0MX7B	TTD	SYMBOL:ALK	ALK tyrosine kinase receptor (ALK)
T56418		CEP-18050	Compound	Gene	DRUGBANK::target::Compound:Gene	D03IDK	TTD	SYMBOL:ALK	ALK tyrosine kinase receptor (ALK)
T56418		DLX-521	Compound	Gene	DRUGBANK::target::Compound:Gene	D0D2SU	TTD	SYMBOL:ALK	ALK tyrosine kinase receptor (ALK)
T56418		CRL-37212	Compound	Gene	DRUGBANK::target::Compound:Gene	D0I3TD	TTD	SYMBOL:ALK	ALK tyrosine kinase receptor (ALK)
T47623		Neutralase	Compound	Gene	DRUGBANK::target::Compound:Gene	D0G9LP	TTD	SYMBOL:HPSE	Heparanase (HPSE)
T80782		Sirna-027	Compound	Gene	DRUGBANK::target::Compound:Gene	D04WIE	TTD	SYMBOL:FLT1	VEGFR1 messenger RNA (VEGFR1 mRNA)
T89529		ISIS 113715	Compound	Gene	DRUGBANK::target::Compound:Gene	D0J1WO	TTD	SYMBOL:PTPN1	PTPN1 messenger RNA (PTPN1 mRNA)
T89529		ISIS-PTP1Brx	Compound	Gene	DRUGBANK::target::Compound:Gene	D0SM6N	TTD	SYMBOL:PTPN1	PTPN1 messenger RNA (PTPN1 mRNA)
T89529		ISIS 107792	Compound	Gene	DRUGBANK::target::Compound:Gene	D05WJI	TTD	SYMBOL:PTPN1	PTPN1 messenger RNA (PTPN1 mRNA)
T89529		ISIS 107772	Compound	Gene	DRUGBANK::target::Compound:Gene	D0AL8P	TTD	SYMBOL:PTPN1	PTPN1 messenger RNA (PTPN1 mRNA)
T89529		ISIS 107791	Compound	Gene	DRUGBANK::target::Compound:Gene	D0L1ZD	TTD	SYMBOL:PTPN1	PTPN1 messenger RNA (PTPN1 mRNA)
T89529		ISIS 107773	Compound	Gene	DRUGBANK::target::Compound:Gene	D0P2TB	TTD	SYMBOL:PTPN1	PTPN1 messenger RNA (PTPN1 mRNA)
T89529		ISIS 107774	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Q0XJ	TTD	SYMBOL:PTPN1	PTPN1 messenger RNA (PTPN1 mRNA)
T89529		ISIS 107776	Compound	Gene	DRUGBANK::target::Compound:Gene	D0QV8M	TTD	SYMBOL:PTPN1	PTPN1 messenger RNA (PTPN1 mRNA)
T89529		ISIS 107775	Compound	Gene	DRUGBANK::target::Compound:Gene	D0S0XV	TTD	SYMBOL:PTPN1	PTPN1 messenger RNA (PTPN1 mRNA)
T08922		Axokine	Compound	Gene	DRUGBANK::target::Compound:Gene	D01OKS	TTD	SYMBOL:ACACB	Acetyl-CoA carboxylase 2 (ACACB)
T08922		QLT-091382	Compound	Gene	DRUGBANK::target::Compound:Gene	D08FSR	TTD	SYMBOL:ACACB	Acetyl-CoA carboxylase 2 (ACACB)
T21334		Denosumab	Compound	Gene	DRUGBANK::target::Compound:Gene	D08WSY	TTD	SYMBOL:TNFSF11	Osteoclast differentiation factor (ODF)
T21334		CEP-37251	Compound	Gene	DRUGBANK::target::Compound:Gene	D09QWD	TTD	SYMBOL:TNFSF11	Osteoclast differentiation factor (ODF)
T21334		ALX-0141	Compound	Gene	DRUGBANK::target::Compound:Gene	D0MG2R	TTD	SYMBOL:TNFSF11	Osteoclast differentiation factor (ODF)
T92777		Rh-alphaglucosidase	Compound	Gene	DRUGBANK::target::Compound:Gene	D0M1CZ	TTD	SYMBOL:MGAM	Intestinal maltase-glucoamylase (MGAM)
T92777		Alpha-glucosidase	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Y2SE	TTD	SYMBOL:MGAM	Intestinal maltase-glucoamylase (MGAM)
T92777		PAZ-320	Compound	Gene	DRUGBANK::target::Compound:Gene	D0H9WY	TTD	SYMBOL:MGAM	Intestinal maltase-glucoamylase (MGAM)
T92777		A-76202M	Compound	Gene	DRUGBANK::target::Compound:Gene	D0H9SF	TTD	SYMBOL:MGAM	Intestinal maltase-glucoamylase (MGAM)
T92777		Imino sugars	Compound	Gene	DRUGBANK::target::Compound:Gene	D0T9YU	TTD	SYMBOL:MGAM	Intestinal maltase-glucoamylase (MGAM)
T92777		BMN-103	Compound	Gene	DRUGBANK::target::Compound:Gene	D0V3WN	TTD	SYMBOL:MGAM	Intestinal maltase-glucoamylase (MGAM)
T92777		GSC-1	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Z7LK	TTD	SYMBOL:MGAM	Intestinal maltase-glucoamylase (MGAM)
T00494		RG-7273	Compound	Gene	DRUGBANK::target::Compound:Gene	D03JQR	TTD	SYMBOL:ABCA1	ATP-binding cassette transporter A1 (ABCA1)
T00494		RG7232	Compound	Gene	DRUGBANK::target::Compound:Gene	D01WMW	TTD	SYMBOL:ABCA1	ATP-binding cassette transporter A1 (ABCA1)
T17345		MDAM (y-methylene-10-deazaaminopterin)	Compound	Gene	DRUGBANK::target::Compound:Gene	D0DO5J	TTD	SYMBOL:DHFR	Dihydrofolate reductase (DHFR)
T17345		VYR 006	Compound	Gene	DRUGBANK::target::Compound:Gene	D9ZQ7T	TTD	SYMBOL:DHFR	Dihydrofolate reductase (DHFR)
T03661		Elapegademase	Compound	Gene	DRUGBANK::target::Compound:Gene	D01VEJ	TTD	SYMBOL:ADA	Adenosine deaminase (ADA)
T03661		GSK2696273	Compound	Gene	DRUGBANK::target::Compound:Gene	D0F4QV	TTD	SYMBOL:ADA	Adenosine deaminase (ADA)
T03661		OTL-101	Compound	Gene	DRUGBANK::target::Compound:Gene	D47RIS	TTD	SYMBOL:ADA	Adenosine deaminase (ADA)
T03661		Ex vivo adenosine deaminase-transduced hematopoietic stem cell therapy	Compound	Gene	DRUGBANK::target::Compound:Gene	D05YUI	TTD	SYMBOL:ADA	Adenosine deaminase (ADA)
T20178		Enbrel	Compound	Gene	DRUGBANK::target::Compound:Gene	D05LTY	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		Golimumab	Compound	Gene	DRUGBANK::target::Compound:Gene	D09FSG	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		Certolizumab	Compound	Gene	DRUGBANK::target::Compound:Gene	D0CA0P	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		Etanercept	Compound	Gene	DRUGBANK::target::Compound:Gene	D0I5QX	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		Adalimumab	Compound	Gene	DRUGBANK::target::Compound:Gene	D0K5KS	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		Infliximab	Compound	Gene	DRUGBANK::target::Compound:Gene	D0PG5G	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		Golnerminogene pradenovac	Compound	Gene	DRUGBANK::target::Compound:Gene	D03QBT	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		ABP 501	Compound	Gene	DRUGBANK::target::Compound:Gene	D06FMO	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		PF-06438179	Compound	Gene	DRUGBANK::target::Compound:Gene	D0D9HZ	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		PF-06410293	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Y8TZ	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		AVT02	Compound	Gene	DRUGBANK::target::Compound:Gene	DI0CX8	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		Pegsunercept	Compound	Gene	DRUGBANK::target::Compound:Gene	D04GTA	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		TNF alpha kinoid	Compound	Gene	DRUGBANK::target::Compound:Gene	D04ZHJ	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		DLX-105	Compound	Gene	DRUGBANK::target::Compound:Gene	D05CJU	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		ESBA-105	Compound	Gene	DRUGBANK::target::Compound:Gene	D0G9ZU	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		AP-301-IH	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Q5CH	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		ABBV-154	Compound	Gene	DRUGBANK::target::Compound:Gene	D2AQW7	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		ABT-122	Compound	Gene	DRUGBANK::target::Compound:Gene	D0OX5H	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		COVA322	Compound	Gene	DRUGBANK::target::Compound:Gene	D00BPH	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		ART621	Compound	Gene	DRUGBANK::target::Compound:Gene	D08KCK	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		XTMAB-16	Compound	Gene	DRUGBANK::target::Compound:Gene	DU7G5P	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		AST-005	Compound	Gene	DRUGBANK::target::Compound:Gene	D02PTI	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		PMI-005	Compound	Gene	DRUGBANK::target::Compound:Gene	D04DUH	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		CYT-609	Compound	Gene	DRUGBANK::target::Compound:Gene	D0DC8J	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		PF-05230905	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Y0FZ	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		IA-14069	Compound	Gene	DRUGBANK::target::Compound:Gene	D1ROU2	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		SAR441566	Compound	Gene	DRUGBANK::target::Compound:Gene	DQA23T	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		INB03	Compound	Gene	DRUGBANK::target::Compound:Gene	DR5LW8	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		AVX-470	Compound	Gene	DRUGBANK::target::Compound:Gene	D03HIG	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		ABBV-257	Compound	Gene	DRUGBANK::target::Compound:Gene	D04DQO	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		SAR442970	Compound	Gene	DRUGBANK::target::Compound:Gene	D31CPE	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		SAR444419	Compound	Gene	DRUGBANK::target::Compound:Gene	DKX8W5	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		Segard	Compound	Gene	DRUGBANK::target::Compound:Gene	D07AWM	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		CDP571	Compound	Gene	DRUGBANK::target::Compound:Gene	D0S2GT	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		CRx-191	Compound	Gene	DRUGBANK::target::Compound:Gene	D0VA2I	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		CYT-007-TNFQb	Compound	Gene	DRUGBANK::target::Compound:Gene	D04VGY	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		AME-527	Compound	Gene	DRUGBANK::target::Compound:Gene	D05RTF	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		ALS-00T2-0501	Compound	Gene	DRUGBANK::target::Compound:Gene	D05NUT	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		ABX-0401	Compound	Gene	DRUGBANK::target::Compound:Gene	D0D1RF	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		TNFQb therapeutic vaccines	Compound	Gene	DRUGBANK::target::Compound:Gene	D06MJP	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		FR-133605	Compound	Gene	DRUGBANK::target::Compound:Gene	D04SVB	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T20178		DOM-0215	Compound	Gene	DRUGBANK::target::Compound:Gene	D06VXD	TTD	SYMBOL:TNF	Tumor necrosis factor (TNF)
T77664		Emapalumab	Compound	Gene	DRUGBANK::target::Compound:Gene	D0UI7K	TTD	SYMBOL:IFNG	Interferon-gamma (IFNG)
T77664		VIR-201	Compound	Gene	DRUGBANK::target::Compound:Gene	D0I5QV	TTD	SYMBOL:IFNG	Interferon-gamma (IFNG)
T77664		AMG 811	Compound	Gene	DRUGBANK::target::Compound:Gene	D06FLP	TTD	SYMBOL:IFNG	Interferon-gamma (IFNG)
T77664		CIGB-128	Compound	Gene	DRUGBANK::target::Compound:Gene	D06NDP	TTD	SYMBOL:IFNG	Interferon-gamma (IFNG)
T77664		Fontolizumab	Compound	Gene	DRUGBANK::target::Compound:Gene	D0N4ND	TTD	SYMBOL:IFNG	Interferon-gamma (IFNG)
