Fibrosis,UniprotID,entrezID,FullName,Alias,DrugID,DrugName,Action,Link
TNF,P01375,7124,tumor necrosis factor,DIF; TNFA; TNFSF2; TNLG1F; TNF-alpha,DB12140,Dilmapimod,not defined,https://go.drugbank.com/drugs/DB12140#BE0000704
TNF,P01375,7124,tumor necrosis factor,DIF; TNFA; TNFSF2; TNLG1F; TNF-alpha,DB09221,Polaprezinc,inhibitor,https://go.drugbank.com/drugs/DB09221#BE0000704
TNF,P01375,7124,tumor necrosis factor,DIF; TNFA; TNFSF2; TNLG1F; TNF-alpha,DB10770,Foreskin fibroblast (neonatal),agonist,https://go.drugbank.com/drugs/DB10770#BE0000704
TNF,P01375,7124,tumor necrosis factor,DIF; TNFA; TNFSF2; TNLG1F; TNF-alpha,DB10772,Foreskin keratinocyte (neonatal),agonist,https://go.drugbank.com/drugs/DB10772#BE0000704
TNF,P01375,7124,tumor necrosis factor,DIF; TNFA; TNFSF2; TNLG1F; TNF-alpha,DB13751,Glycyrrhizic acid,antagonist,https://go.drugbank.com/drugs/DB13751#BE0000704
TNF,P01375,7124,tumor necrosis factor,DIF; TNFA; TNFSF2; TNLG1F; TNF-alpha,DB11752,Bryostatin 1,inducer,https://go.drugbank.com/drugs/DB11752#BE0000704
MAPK9,P45984,5601,mitogen-activated protein kinase 9,JNK2; SAPK; p54a; JNK2A; JNK2B; PRKM9; JNK-55; SAPK1a; JNK2BETA; p54aSAPK; JNK2ALPHA,DB07020,"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide",not defined,https://go.drugbank.com/drugs/DB07020#BE0003772
MAPK9,P45984,5601,mitogen-activated protein kinase 9,JNK2; SAPK; p54a; JNK2A; JNK2B; PRKM9; JNK-55; SAPK1a; JNK2BETA; p54aSAPK; JNK2ALPHA,DB12010,Fostamatinib,inhibitor,https://go.drugbank.com/drugs/DB12010#BE0003772
HMGB1,P09429,3146,high mobility group box 1,HMG1; HMG3; HMG-1; SBP-1,DB05869,Ethyl pyruvate,not defined,https://go.drugbank.com/drugs/DB05869#BE0003428
HMGB1,P09429,3146,high mobility group box 1,HMG1; HMG3; HMG-1; SBP-1,DB00608,Chloroquine,inhibitor,https://go.drugbank.com/drugs/DB00608#BE0003428
PDCD1,Q15116,5133,programmed cell death 1,PD1; PD-1; CD279; SLEB2; hPD-1; hPD-l; hSLE1,DB05916,CT-011,not defined,https://go.drugbank.com/drugs/DB05916#BE0003436
PDCD1,Q15116,5133,programmed cell death 1,PD1; PD-1; CD279; SLEB2; hPD-1; hPD-l; hSLE1,DB09035,Nivolumab,"inhibitor,antibody",https://go.drugbank.com/drugs/DB09035#BE0003436
PDCD1,Q15116,5133,programmed cell death 1,PD1; PD-1; CD279; SLEB2; hPD-1; hPD-l; hSLE1,DB09037,Pembrolizumab,"inhibitor,antibody",https://go.drugbank.com/drugs/DB09037#BE0003436
PDCD1,Q15116,5133,programmed cell death 1,PD1; PD-1; CD279; SLEB2; hPD-1; hPD-l; hSLE1,DB14707,Cemiplimab,"inhibitor,antibody",https://go.drugbank.com/drugs/DB14707#BE0003436
PDCD1,Q15116,5133,programmed cell death 1,PD1; PD-1; CD279; SLEB2; hPD-1; hPD-l; hSLE1,DB14892,Spartalizumab,"inhibitor,antibody",https://go.drugbank.com/drugs/DB14892#BE0003436
PDCD1,Q15116,5133,programmed cell death 1,PD1; PD-1; CD279; SLEB2; hPD-1; hPD-l; hSLE1,DB14776,Camrelizumab,"inhibitor,antibody",https://go.drugbank.com/drugs/DB14776#BE0003436
PDCD1,Q15116,5133,programmed cell death 1,PD1; PD-1; CD279; SLEB2; hPD-1; hPD-l; hSLE1,DB15765,Sintilimab,"inhibitor,antibody",https://go.drugbank.com/drugs/DB15765#BE0003436
PDCD1,Q15116,5133,programmed cell death 1,PD1; PD-1; CD279; SLEB2; hPD-1; hPD-l; hSLE1,DB14922,Tislelizumab,"antagonist,inhibitor",https://go.drugbank.com/drugs/DB14922#BE0003436
PDCD1,Q15116,5133,programmed cell death 1,PD1; PD-1; CD279; SLEB2; hPD-1; hPD-l; hSLE1,DB15043,Toripalimab,"inhibitor,antibody",https://go.drugbank.com/drugs/DB15043#BE0003436
PDCD1,Q15116,5133,programmed cell death 1,PD1; PD-1; CD279; SLEB2; hPD-1; hPD-l; hSLE1,DB15627,Dostarlimab,inhibitor,https://go.drugbank.com/drugs/DB15627#BE0003436
PDCD1,Q15116,5133,programmed cell death 1,PD1; PD-1; CD279; SLEB2; hPD-1; hPD-l; hSLE1,DB15766,Retifanlimab,"inhibitor,antibody",https://go.drugbank.com/drugs/DB15766#BE0003436
PDCD1,Q15116,5133,programmed cell death 1,PD1; PD-1; CD279; SLEB2; hPD-1; hPD-l; hSLE1,DB15767,AMP-224,"inhibitor,antibody",https://go.drugbank.com/drugs/DB15767#BE0003436
PDCD1,Q15116,5133,programmed cell death 1,PD1; PD-1; CD279; SLEB2; hPD-1; hPD-l; hSLE1,DB15768,MEDI0680,"inhibitor,antibody",https://go.drugbank.com/drugs/DB15768#BE0003436
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB00790,Perindopril,inhibitor,https://go.drugbank.com/drugs/DB00790#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB01180,Rescinnamine,inhibitor,https://go.drugbank.com/drugs/DB01180#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB02032,Epicaptopril,not defined,https://go.drugbank.com/drugs/DB02032#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB03740,N-acetyl-alpha-D-glucosamine,not defined,https://go.drugbank.com/drugs/DB03740#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB00492,Fosinopril,inhibitor,https://go.drugbank.com/drugs/DB00492#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB00542,Benazepril,inhibitor,https://go.drugbank.com/drugs/DB00542#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB01197,Captopril,inhibitor,https://go.drugbank.com/drugs/DB01197#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB00584,Enalapril,inhibitor,https://go.drugbank.com/drugs/DB00584#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB00722,Lisinopril,inhibitor,https://go.drugbank.com/drugs/DB00722#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB00691,Moexipril,inhibitor,https://go.drugbank.com/drugs/DB00691#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB00881,Quinapril,inhibitor,https://go.drugbank.com/drugs/DB00881#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB00178,Ramipril,inhibitor,https://go.drugbank.com/drugs/DB00178#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB00519,Trandolapril,inhibitor,https://go.drugbank.com/drugs/DB00519#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB00886,Omapatrilat,not defined,https://go.drugbank.com/drugs/DB00886#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB01348,Spirapril,inhibitor,https://go.drugbank.com/drugs/DB01348#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB01340,Cilazapril,inhibitor,https://go.drugbank.com/drugs/DB01340#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB00616,Candoxatril,inhibitor,https://go.drugbank.com/drugs/DB00616#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB08836,Temocapril,inhibitor,https://go.drugbank.com/drugs/DB08836#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB09477,Enalaprilat,inhibitor,https://go.drugbank.com/drugs/DB09477#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB13166,Zofenopril,inhibitor,https://go.drugbank.com/drugs/DB13166#BE0000221
ACE,P12821,1636,angiotensin I converting enzyme,DCP; ACE1; DCP1; CD143,DB15565,Cilazaprilat,not defined,https://go.drugbank.com/drugs/DB15565#BE0000221
PLAT,P00750,5327,"plasminogen activator, tissue type",TPA; T-PA,DB00513,Aminocaproic acid,antagonist,https://go.drugbank.com/drugs/DB00513#BE0001088
PLAT,P00750,5327,"plasminogen activator, tissue type",TPA; T-PA,DB01088,Iloprost,other/unknown,https://go.drugbank.com/drugs/DB01088#BE0001088
PLAT,P00750,5327,"plasminogen activator, tissue type",TPA; T-PA,DB07684,5-(DIMETHYLAMINO)-2-NAPHTHALENESULFONIC ACID,not defined,https://go.drugbank.com/drugs/DB07684#BE0001088
PLAT,P00750,5327,"plasminogen activator, tissue type",TPA; T-PA,DB06404,Human C1-esterase inhibitor,inhibitor,https://go.drugbank.com/drugs/DB06404#BE0001088
PLAT,P00750,5327,"plasminogen activator, tissue type",TPA; T-PA,DB09228,Conestat alfa,inhibitor,https://go.drugbank.com/drugs/DB09228#BE0001088
PLAT,P00750,5327,"plasminogen activator, tissue type",TPA; T-PA,DB09213,Dexibuprofen,modulator,https://go.drugbank.com/drugs/DB09213#BE0001088
ABCB4,P21439,5244,ATP binding cassette subfamily B member 4,GBD1; ICP3; MDR2; MDR3; PGY3; ABC21; MDR2/3; PFIC-3,DB06207,Silodosin,substrate,https://go.drugbank.com/drugs/DB06207#BE0003641
ABCB4,P21439,5244,ATP binding cassette subfamily B member 4,GBD1; ICP3; MDR2; MDR3; PGY3; ABC21; MDR2/3; PFIC-3,DB06414,Etravirine,inhibitor,https://go.drugbank.com/drugs/DB06414#BE0003641
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB01017,Minocycline,modulator,https://go.drugbank.com/drugs/DB01017#BE0001051
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB05412,Talmapimod,not defined,https://go.drugbank.com/drugs/DB05412#BE0001051
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB05442,Etiprednol dicloacetate,not defined,https://go.drugbank.com/drugs/DB05442#BE0001051
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB05133,VP025,not defined,https://go.drugbank.com/drugs/DB05133#BE0001051
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB05470,VX-702,not defined,https://go.drugbank.com/drugs/DB05470#BE0001051
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB05767,Andrographolide,not defined,https://go.drugbank.com/drugs/DB05767#BE0001051
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB05507,VX-765,not defined,https://go.drugbank.com/drugs/DB05507#BE0001051
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB12119,Gevokizumab,not defined,https://go.drugbank.com/drugs/DB12119#BE0001051
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB11967,Binimetinib,not defined,https://go.drugbank.com/drugs/DB11967#BE0001051
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB06168,Canakinumab,binder,https://go.drugbank.com/drugs/DB06168#BE0001051
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB05260,Gallium nitrate,antagonist,https://go.drugbank.com/drugs/DB05260#BE0001051
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB06372,Rilonacept,binder,https://go.drugbank.com/drugs/DB06372#BE0001051
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB12140,Dilmapimod,not defined,https://go.drugbank.com/drugs/DB12140#BE0001051
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB10772,Foreskin keratinocyte (neonatal),agonist,https://go.drugbank.com/drugs/DB10772#BE0001051
IL1B,P01584,3553,interleukin 1 beta,IL-1; IL1F2; IL1beta; IL1-BETA,DB00843,Donepezil,"inhibitor,inducer",https://go.drugbank.com/drugs/DB00843#BE0001051
NFKB1,P19838,4790,nuclear factor kappa B subunit 1,KBF1; EBP-1; NF-kB; CVID12; NF-kB1; NFKB-p50; NFkappaB; NF-kappaB; NFKB-p105; NF-kappa-B1; NF-kappabeta,DB01041,Thalidomide,antagonist,https://go.drugbank.com/drugs/DB01041#BE0001086
NFKB1,P19838,4790,nuclear factor kappa B subunit 1,KBF1; EBP-1; NF-kB; CVID12; NF-kB1; NFKB-p50; NFkappaB; NF-kappaB; NFKB-p105; NF-kappa-B1; NF-kappabeta,DB01411,Pranlukast,other/unknown,https://go.drugbank.com/drugs/DB01411#BE0001086
NFKB1,P19838,4790,nuclear factor kappa B subunit 1,KBF1; EBP-1; NF-kB; CVID12; NF-kB1; NFKB-p50; NFkappaB; NF-kappaB; NFKB-p105; NF-kappa-B1; NF-kappabeta,DB05212,HE3286,not defined,https://go.drugbank.com/drugs/DB05212#BE0001086
NFKB1,P19838,4790,nuclear factor kappa B subunit 1,KBF1; EBP-1; NF-kB; CVID12; NF-kB1; NFKB-p50; NFkappaB; NF-kappaB; NFKB-p105; NF-kappa-B1; NF-kappabeta,DB05451,P54,not defined,https://go.drugbank.com/drugs/DB05451#BE0001086
NFKB1,P19838,4790,nuclear factor kappa B subunit 1,KBF1; EBP-1; NF-kB; CVID12; NF-kB1; NFKB-p50; NFkappaB; NF-kappaB; NFKB-p105; NF-kappa-B1; NF-kappabeta,DB05464,NOX-700,not defined,https://go.drugbank.com/drugs/DB05464#BE0001086
NFKB1,P19838,4790,nuclear factor kappa B subunit 1,KBF1; EBP-1; NF-kB; CVID12; NF-kB1; NFKB-p50; NFkappaB; NF-kappaB; NFKB-p105; NF-kappa-B1; NF-kappabeta,DB05471,SGN-30,not defined,https://go.drugbank.com/drugs/DB05471#BE0001086
NFKB1,P19838,4790,nuclear factor kappa B subunit 1,KBF1; EBP-1; NF-kB; CVID12; NF-kB1; NFKB-p50; NFkappaB; NF-kappaB; NFKB-p105; NF-kappa-B1; NF-kappabeta,DB05767,Andrographolide,not defined,https://go.drugbank.com/drugs/DB05767#BE0001086
NFKB1,P19838,4790,nuclear factor kappa B subunit 1,KBF1; EBP-1; NF-kB; CVID12; NF-kB1; NFKB-p50; NFkappaB; NF-kappaB; NFKB-p105; NF-kappa-B1; NF-kappabeta,DB05487,Custirsen,not defined,https://go.drugbank.com/drugs/DB05487#BE0001086
NFKB1,P19838,4790,nuclear factor kappa B subunit 1,KBF1; EBP-1; NF-kB; CVID12; NF-kB1; NFKB-p50; NFkappaB; NF-kappaB; NFKB-p105; NF-kappa-B1; NF-kappabeta,DB08814,Triflusal,antagonist,https://go.drugbank.com/drugs/DB08814#BE0001086
NFKB1,P19838,4790,nuclear factor kappa B subunit 1,KBF1; EBP-1; NF-kB; CVID12; NF-kB1; NFKB-p50; NFkappaB; NF-kappaB; NFKB-p105; NF-kappa-B1; NF-kappabeta,DB00852,Pseudoephedrine,inhibitor,https://go.drugbank.com/drugs/DB00852#BE0001086
PROC,P04070,5624,"protein C, inactivator of coagulation factors Va and VIIIa",PC; APC; PROC1; THPH3; THPH4,DB00464,Sodium tetradecyl sulfate,inhibitor,https://go.drugbank.com/drugs/DB00464#BE0000380
PROC,P04070,5624,"protein C, inactivator of coagulation factors Va and VIIIa",PC; APC; PROC1; THPH3; THPH4,DB00170,Menadione,activator,https://go.drugbank.com/drugs/DB00170#BE0000380
PROC,P04070,5624,"protein C, inactivator of coagulation factors Va and VIIIa",PC; APC; PROC1; THPH3; THPH4,DB00025,"Antihemophilic factor, human recombinant",inactivator,https://go.drugbank.com/drugs/DB00025#BE0000380
PROC,P04070,5624,"protein C, inactivator of coagulation factors Va and VIIIa",PC; APC; PROC1; THPH3; THPH4,DB13149,Protein S human,cofactor,https://go.drugbank.com/drugs/DB13149#BE0000380
PROC,P04070,5624,"protein C, inactivator of coagulation factors Va and VIIIa",PC; APC; PROC1; THPH3; THPH4,DB09131,Cupric Chloride,not defined,https://go.drugbank.com/drugs/DB09131#BE0000380
PROC,P04070,5624,"protein C, inactivator of coagulation factors Va and VIIIa",PC; APC; PROC1; THPH3; THPH4,DB13192,Antihemophilic factor human,substrate,https://go.drugbank.com/drugs/DB13192#BE0000380
PROC,P04070,5624,"protein C, inactivator of coagulation factors Va and VIIIa",PC; APC; PROC1; THPH3; THPH4,DB09332,Kappadione,agonist,https://go.drugbank.com/drugs/DB09332#BE0000380
PROC,P04070,5624,"protein C, inactivator of coagulation factors Va and VIIIa",PC; APC; PROC1; THPH3; THPH4,DB13998,Lonoctocog alfa,inactivator,https://go.drugbank.com/drugs/DB13998#BE0000380
PROC,P04070,5624,"protein C, inactivator of coagulation factors Va and VIIIa",PC; APC; PROC1; THPH3; THPH4,DB13999,Moroctocog alfa,inactivator,https://go.drugbank.com/drugs/DB13999#BE0000380
PROC,P04070,5624,"protein C, inactivator of coagulation factors Va and VIIIa",PC; APC; PROC1; THPH3; THPH4,DB14738,Turoctocog alfa pegol,substrate,https://go.drugbank.com/drugs/DB14738#BE0000380
SIRT3,Q9NTG7,23410,sirtuin 3,SIR2L3,DB02059,Adenosine-5-Diphosphoribose,not defined,https://go.drugbank.com/drugs/DB02059#BE0004547
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB00002,Cetuximab,binder,https://go.drugbank.com/drugs/DB00002#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB00317,Gefitinib,antagonist,https://go.drugbank.com/drugs/DB00317#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB00530,Erlotinib,antagonist,https://go.drugbank.com/drugs/DB00530#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB01259,Lapatinib,antagonist,https://go.drugbank.com/drugs/DB01259#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB01269,Panitumumab,suppressor,https://go.drugbank.com/drugs/DB01269#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB00281,Lidocaine,antagonist,https://go.drugbank.com/drugs/DB00281#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB03496,Alvocidib,not defined,https://go.drugbank.com/drugs/DB03496#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB04988,IGN311,not defined,https://go.drugbank.com/drugs/DB04988#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB05294,Vandetanib,inhibitor,https://go.drugbank.com/drugs/DB05294#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB05374,Rindopepimut,not defined,https://go.drugbank.com/drugs/DB05374#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB05101,Matuzumab,not defined,https://go.drugbank.com/drugs/DB05101#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB05424,Canertinib,not defined,https://go.drugbank.com/drugs/DB05424#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB05944,Varlitinib,not defined,https://go.drugbank.com/drugs/DB05944#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB06021,AV-412,not defined,https://go.drugbank.com/drugs/DB06021#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB05524,Pelitinib,not defined,https://go.drugbank.com/drugs/DB05524#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB07602,S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE,not defined,https://go.drugbank.com/drugs/DB07602#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB07662,PD-168393,not defined,https://go.drugbank.com/drugs/DB07662#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB08916,Afatinib,inhibitor,https://go.drugbank.com/drugs/DB08916#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB09559,Necitumumab,antagonist,https://go.drugbank.com/drugs/DB09559#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB09330,Osimertinib,inhibitor,https://go.drugbank.com/drugs/DB09330#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB11737,Icotinib,antagonist,https://go.drugbank.com/drugs/DB11737#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB13164,Olmutinib,inhibitor,https://go.drugbank.com/drugs/DB13164#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB12202,Zalutumumab,antagonist,https://go.drugbank.com/drugs/DB12202#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB11731,Depatuxizumab mafodotin,antibody,https://go.drugbank.com/drugs/DB11731#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB11828,Neratinib,inhibitor,https://go.drugbank.com/drugs/DB11828#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB12267,Brigatinib,inhibitor,https://go.drugbank.com/drugs/DB12267#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB10772,Foreskin keratinocyte (neonatal),agonist,https://go.drugbank.com/drugs/DB10772#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB12010,Fostamatinib,inhibitor,https://go.drugbank.com/drugs/DB12010#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB11963,Dacomitinib,inhibitor,https://go.drugbank.com/drugs/DB11963#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB15035,Zanubrutinib,inhibitor,https://go.drugbank.com/drugs/DB15035#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB15327,Abivertinib,inhibitor,https://go.drugbank.com/drugs/DB15327#BE0000767
EGFR,P00533,1956,epidermal growth factor receptor,ERBB; ERRP; HER1; mENA; ERBB1; PIG61; NISBD2,DB16695,Amivantamab,"antibody,downregulator",https://go.drugbank.com/drugs/DB16695#BE0000767
CSF2,P04141,1437,colony stimulating factor 2,CSF; GMCSF,DB05194,KB002,not defined,https://go.drugbank.com/drugs/DB05194#BE0002481
ITGAV,P06756,3685,integrin subunit alpha V,CD51; MSK8; VNRA; VTNR,DB00098,Antithymocyte immunoglobulin (rabbit),not defined,https://go.drugbank.com/drugs/DB00098#BE0003576
ITGAV,P06756,3685,integrin subunit alpha V,CD51; MSK8; VNRA; VTNR,DB00451,Levothyroxine,not defined,https://go.drugbank.com/drugs/DB00451#BE0003576
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB01169,Arsenic trioxide,inducer,https://go.drugbank.com/drugs/DB01169#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB02482,Phosphonothreonine,not defined,https://go.drugbank.com/drugs/DB02482#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB02733,Purvalanol,inhibitor,https://go.drugbank.com/drugs/DB02733#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB06195,Seliciclib,not defined,https://go.drugbank.com/drugs/DB06195#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB06641,Perifosine,not defined,https://go.drugbank.com/drugs/DB06641#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB06877,"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE",not defined,https://go.drugbank.com/drugs/DB06877#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB07010,N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE,not defined,https://go.drugbank.com/drugs/DB07010#BE0000923
