id,name,resource
MedDRA:10026191,Malignant neoplasm of other and unspecified female genital organs,MedDRA
MedDRA:10025840,Malignant neoplasm of clitoris,MedDRA
MedDRA:10026275,Malignant neoplasm of other specified sites of female genital organs,MedDRA
MedDRA:10025922,"Malignant neoplasm of female genital organ, site unspecified",MedDRA
MedDRA:10026527,Malignant neoplasm of testis,MedDRA
MedDRA:10026565,Malignant neoplasm of undescended testis,MedDRA
MedDRA:10026528,"Malignant neoplasm of testis, other and unspecified",MedDRA
MedDRA:10026338,Malignant neoplasm of penis and other male genital organs,MedDRA
MedDRA:10026388,Malignant neoplasm of prepuce,MedDRA
MedDRA:10025948,Malignant neoplasm of glans penis,MedDRA
MedDRA:10025767,Malignant neoplasm of body of penis,MedDRA
MedDRA:10034299,Penile cancer,MedDRA
MedDRA:10025898,Malignant neoplasm of epididymis,MedDRA
MedDRA:10026470,Malignant neoplasm of spermatic cord,MedDRA
MedDRA:10026453,Malignant neoplasm of scrotum,MedDRA
MedDRA:10026294,Malignant neoplasm of other specified sites of male genital organs,MedDRA
MedDRA:10026128,"Malignant neoplasm of male genital organ, site unspecified",MedDRA
MedDRA:10025710,Malignant neoplasm of anterior wall of urinary bladder,MedDRA
MedDRA:10026379,Malignant neoplasm of posterior wall of urinary bladder,MedDRA
MedDRA:10025736,Malignant neoplasm of bladder neck,MedDRA
MedDRA:10026601,Malignant neoplasm of ureteric orifice,MedDRA
MedDRA:10026587,Malignant neoplasm of urachus,MedDRA
MedDRA:10026256,Malignant neoplasm of other specified sites of bladder,MedDRA
MedDRA:10026007,Malignant neoplasm of kidney and other and unspecified urinary organs,MedDRA
MedDRA:10026426,Malignant neoplasm of renal pelvis,MedDRA
MedDRA:10026596,Malignant neoplasm of ureter,MedDRA
MedDRA:10026610,Malignant neoplasm of urethra,MedDRA
MedDRA:10026326,Malignant neoplasm of paraurethral glands,MedDRA
MedDRA:10026308,Malignant neoplasm of other specified sites of urinary organs,MedDRA
MedDRA:10025912,"Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid",MedDRA
MedDRA:10026183,Malignant neoplasm of orbit,MedDRA
MedDRA:10026031,Malignant neoplasm of lacrimal gland,MedDRA
MedDRA:10025861,Malignant neoplasm of conjunctiva,MedDRA
MedDRA:10025871,Malignant neoplasm of cornea,MedDRA
MedDRA:10025839,Malignant neoplasm of choroid,MedDRA
MedDRA:10026030,Malignant neoplasm of lacrimal duct,MedDRA
MedDRA:10026273,Malignant neoplasm of other specified sites of eye,MedDRA
MedDRA:10025783,Malignant neoplasm of brain,MedDRA
MedDRA:10025828,"Malignant neoplasm of cerebrum, except lobes and ventricles",MedDRA
MedDRA:10025937,Malignant neoplasm of frontal lobe,MedDRA
MedDRA:10026526,Malignant neoplasm of temporal lobe,MedDRA
MedDRA:10026327,Malignant neoplasm of parietal lobe,MedDRA
MedDRA:10026179,Malignant neoplasm of occipital lobe,MedDRA
MedDRA:10025825,Malignant neoplasm of cerebellum,MedDRA
MedDRA:10025784,Malignant neoplasm of brain stem,MedDRA
MedDRA:10026210,Malignant neoplasm of other parts of brain,MedDRA
MedDRA:10026175,"Malignant neoplasm of nervous system, part unspecified",MedDRA
MedDRA:10025873,Malignant neoplasm of cranial nerves,MedDRA
MedDRA:10025827,Malignant neoplasm of cerebral meninges,MedDRA
MedDRA:10026472,Malignant neoplasm of spinal cord,MedDRA
MedDRA:10026473,Malignant neoplasm of spinal meninges,MedDRA
MedDRA:10026302,Malignant neoplasm of other specified sites of nervous system,MedDRA
MedDRA:10026202,Malignant neoplasm of other endocrine glands and related structures,MedDRA
MedDRA:10026325,Malignant neoplasm of parathyroid gland,MedDRA
MedDRA:10026349,Malignant neoplasm of pituitary gland and craniopharyngeal duct,MedDRA
MedDRA:10026348,Malignant neoplasm of pineal gland,MedDRA
MedDRA:10025816,Malignant neoplasm of carotid body,MedDRA
MedDRA:10025897,"Malignant neoplasm of endocrine gland, site unspecified",MedDRA
MedDRA:10026187,Malignant neoplasm of other and ill-defined sites,MedDRA
MedDRA:10025959,"Malignant neoplasm of head, face, and neck",MedDRA
MedDRA:10026532,Malignant neoplasm of thorax,MedDRA
MedDRA:10025692,Malignant neoplasm of abdomen,MedDRA
MedDRA:10026337,Malignant neoplasm of pelvis,MedDRA
MedDRA:10026567,Malignant neoplasm of upper limb,MedDRA
MedDRA:10026089,Malignant neoplasm of lower limb,MedDRA
MedDRA:10026255,Malignant neoplasm of other specified sites,MedDRA
MedDRA:10039820,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck",MedDRA
MedDRA:10039819,Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb,MedDRA
MedDRA:10039866,Secondary malignant neoplasm of respiratory and digestive systems,MedDRA
MedDRA:10050017,Lung cancer metastatic,MedDRA
MedDRA:10027469,Metastases to the mediastinum,MedDRA
MedDRA:10027463,Metastases to pleura,MedDRA
MedDRA:10039853,Secondary malignant neoplasm of large intestine and rectum,MedDRA
MedDRA:10039857,Secondary malignant neoplasm of other digestive organs and spleen,MedDRA
MedDRA:10039862,Secondary malignant neoplasm of other specified sites,MedDRA
MedDRA:10027455,Metastases to kidney,MedDRA
MedDRA:10039868,Secondary malignant neoplasm of skin,MedDRA
MedDRA:10039849,Secondary malignant neoplasm of brain and spinal cord,MedDRA
MedDRA:10039858,Secondary malignant neoplasm of other parts of nervous system,MedDRA
MedDRA:10055101,Bone cancer metastatic,MedDRA
MedDRA:10039847,Secondary malignant neoplasm of adrenal gland,MedDRA
MedDRA:10039851,Secondary malignant neoplasm of genital organs,MedDRA
MedDRA:10025355,Lymphosarcoma and reticulosarcoma,MedDRA
MedDRA:10038809,"Reticulosarcoma involving lymph nodes of head, face, and neck",MedDRA
MedDRA:10038807,Reticulosarcoma involving intrathoracic lymph nodes,MedDRA
MedDRA:10038805,Reticulosarcoma involving intra-abdominal lymph nodes,MedDRA
MedDRA:10038808,Reticulosarcoma involving lymph nodes of axilla and upper limb,MedDRA
MedDRA:10038810,Reticulosarcoma involving lymph nodes of inguinal region and lower limb,MedDRA
MedDRA:10038806,Reticulosarcoma involving intrapelvic lymph nodes,MedDRA
MedDRA:10038812,Reticulosarcoma involving spleen,MedDRA
MedDRA:10038811,Reticulosarcoma involving lymph nodes of multiple sites,MedDRA
MedDRA:10025360,"Lymphosarcoma involving lymph nodes of head, face, and neck",MedDRA
MedDRA:10025358,Lymphosarcoma involving intrathoracic lymph nodes,MedDRA
MedDRA:10025356,Lymphosarcoma involving intra-abdominal lymph nodes,MedDRA
MedDRA:10025359,Lymphosarcoma involving lymph nodes of axilla and upper limb,MedDRA
MedDRA:10025361,Lymphosarcoma involving lymph nodes of inguinal region and lower limb,MedDRA
MedDRA:10025357,Lymphosarcoma involving intrapelvic lymph nodes,MedDRA
MedDRA:10025363,Lymphosarcoma involving spleen,MedDRA
MedDRA:10025362,Lymphosarcoma involving lymph nodes of multiple sites,MedDRA
MedDRA:10006610,"Burkitt's tumor or lymphoma involving lymph nodes of head, face, and neck",MedDRA
MedDRA:10006608,Burkitt's tumor or lymphoma involving intrathoracic lymph nodes,MedDRA
MedDRA:10006606,Burkitt's tumor or lymphoma involving intra-abdominal lymph nodes,MedDRA
MedDRA:10006609,Burkitt's tumor or lymphoma involving lymph nodes of axilla and upper limb,MedDRA
MedDRA:10006611,Burkitt's tumor or lymphoma involving lymph nodes of inguinal region and lower limb.,MedDRA
MedDRA:10006607,Burkitt's tumor or lymphoma involving intrapelvic lymph nodes,MedDRA
MedDRA:10006612,Burkitt's tumor or lymphoma involving lymph nodes of multiple sites,MedDRA
MedDRA:10032290,Other named variants of lymphosarcoma and reticulosarcoma involving intrathoracic lymph nodes,MedDRA
MedDRA:10032288,Other named variants of lymphosarcoma and reticulosarcoma involving intra-abdominal lymph nodes,MedDRA
MedDRA:10032289,Other named variants of lymphosarcoma and reticulosarcoma involving intrapelvic lymph nodes,MedDRA
MedDRA:10032292,Other named variants of lymphosarcoma and reticulosarcoma involving spleen,MedDRA
MedDRA:10032291,Other named variants of lymphosarcoma and reticulosarcoma involving lymph nodes of multiple sites,MedDRA
MedDRA:10020334,"Hodgkin's paragranuloma involving lymph nodes of head, face, and neck",MedDRA
MedDRA:10020332,Hodgkin's paragranuloma involving intrathoracic lymph nodes,MedDRA
MedDRA:10020330,Hodgkin's paragranuloma involving intra-abdominal lymph nodes,MedDRA
MedDRA:10020333,Hodgkin's paragranuloma involving lymph nodes of axilla and upper limb,MedDRA
MedDRA:10020335,Hodgkin's paragranuloma involving lymph nodes of inguinal region and lower limb.,MedDRA
MedDRA:10020331,Hodgkin's paragranuloma involving intrapelvic lymph nodes,MedDRA
MedDRA:10020337,Hodgkin's paragranuloma involving spleen,MedDRA
MedDRA:10020323,"Hodgkin's granuloma involving lymph nodes of head, face, and neck",MedDRA
MedDRA:10020321,Hodgkin's granuloma involving intrathoracic lymph nodes,MedDRA
MedDRA:10020319,Hodgkin's granuloma involving intra-abdominal lymph nodes,MedDRA
MedDRA:10020322,Hodgkin's granuloma involving lymph nodes of axilla and upper limb,MedDRA
MedDRA:10020324,Hodgkin's granuloma involving lymph nodes of inguinal region and lower limb,MedDRA
MedDRA:10020320,Hodgkin's granuloma involving intrapelvic lymph nodes,MedDRA
MedDRA:10020325,Hodgkin's granuloma involving lymph nodes of multiple sites,MedDRA
MedDRA:10020344,"Hodgkin's sarcoma involving lymph nodes of head, face, and neck",MedDRA
MedDRA:10020342,Hodgkin's sarcoma involving intrathoracic lymph nodes,MedDRA
MedDRA:10020340,Hodgkin's sarcoma involving intra-abdominal lymph nodes,MedDRA
MedDRA:10020343,Hodgkin's sarcoma involving lymph nodes of axilla and upper limb,MedDRA
MedDRA:10020345,Hodgkin's sarcoma involving lymph nodes of inguinal region and lower limb,MedDRA
MedDRA:10020341,Hodgkin's sarcoma involving intrapelvic lymph nodes,MedDRA
MedDRA:10020347,Hodgkin's sarcoma involving spleen,MedDRA
MedDRA:10020346,Hodgkin's sarcoma involving lymph nodes of multiple sites,MedDRA
MedDRA:10020287,"Hodgkin's disease, lymphocytic-histiocytic predominance involving intrathoracic lymph nodes",MedDRA
MedDRA:10020285,"Hodgkin's disease, lymphocytic-histiocytic predominance involving intra-abdominal lymph nodes.",MedDRA
MedDRA:10020286,"Hodgkin's disease, lymphocytic-histiocytic predominance involving intrapelvic lymph nodes.",MedDRA
MedDRA:10020289,"Hodgkin's disease, lymphocytic-histiocytic predominance involving spleen",MedDRA
MedDRA:10020288,"Hodgkin's disease, lymphocytic-histiocytic predominance involving lymph nodes of multiple sites.",MedDRA
MedDRA:10020304,"Hodgkin's disease, nodular sclerosis, involving lymph nodes of head, face, and neck.",MedDRA
MedDRA:10020302,"Hodgkin's disease, nodular sclerosis, involving intrathoracic lymph nodes",MedDRA
MedDRA:10020300,"Hodgkin's disease, nodular sclerosis, involving intra-abdominal lymph nodes",MedDRA
MedDRA:10020303,"Hodgkin's disease, nodular sclerosis, involving lymph nodes of axilla and upper limb.",MedDRA
MedDRA:10020305,"Hodgkin's disease, nodular sclerosis, involving lymph nodes of inguinal region and lower limb.",MedDRA
MedDRA:10020301,"Hodgkin's disease, nodular sclerosis, involving intrapelvic lymph nodes",MedDRA
MedDRA:10020307,"Hodgkin's disease, nodular sclerosis, involving spleen",MedDRA
MedDRA:10020252,Hodgkin's disease nodular sclerosis stage III,MedDRA
MedDRA:10020295,"Hodgkin's disease, mixed cellularity, involving lymph nodes of head, face, and neck.",MedDRA
MedDRA:10020293,"Hodgkin's disease, mixed cellularity, involving intrathoracic lymph nodes",MedDRA
MedDRA:10020291,"Hodgkin's disease, mixed cellularity, involving intra-abdominal lymph nodes",MedDRA
MedDRA:10020294,"Hodgkin's disease, mixed cellularity, involving lymph nodes of axilla and upper limb.",MedDRA
MedDRA:10020296,"Hodgkin's disease, mixed cellularity, involving lymph nodes of inguinal region and lower limb.",MedDRA
MedDRA:10020292,"Hodgkin's disease, mixed cellularity, involving intrapelvic lymph nodes",MedDRA
MedDRA:10020298,"Hodgkin's disease, mixed cellularity, involving spleen",MedDRA
MedDRA:10020240,Hodgkin's disease mixed cellularity stage III,MedDRA
MedDRA:10020277,"Hodgkin's disease, lymphocytic depletion, involving lymph nodes of head, face, and neck.",MedDRA
MedDRA:10020275,"Hodgkin's disease, lymphocytic depletion, involving intrathoracic lymph nodes",MedDRA
MedDRA:10020273,"Hodgkin's disease, lymphocytic depletion, involving intra-abdominal lymph nodes",MedDRA
MedDRA:10020276,"Hodgkin's disease, lymphocytic depletion, involving lymph nodes of axilla and upper limb.",MedDRA
MedDRA:10020278,"Hodgkin's disease, lymphocytic depletion, involving lymph nodes of inguinal region and lower limb",MedDRA
MedDRA:10020274,"Hodgkin's disease, lymphocytic depletion, involving intrapelvic lymph nodes",MedDRA
MedDRA:10020280,"Hodgkin's disease, lymphocytic depletion, involving spleen",MedDRA
MedDRA:10020217,Hodgkin's disease lymphocyte depletion type stage III,MedDRA
MedDRA:10020314,"Hodgkin's disease, unspecified type, involving lymph nodes of head, face, and neck.",MedDRA
MedDRA:10020312,"Hodgkin's disease, unspecified type, involving intrathoracic lymph nodes",MedDRA
MedDRA:10020313,"Hodgkin's disease, unspecified type, involving lymph nodes of axilla and upper limb.",MedDRA
MedDRA:10020262,Hodgkin's disease NOS stage II subdiaphragmatic presentation,MedDRA
MedDRA:10020311,"Hodgkin's disease, unspecified type, involving intrapelvic lymph nodes",MedDRA
MedDRA:10020317,"Hodgkin's disease, unspecified type, involving spleen",MedDRA
MedDRA:10020270,Hodgkin's disease stage III,MedDRA
MedDRA:10032249,Other malignant neoplasms of lymphoid and histiocytic tissue,MedDRA
MedDRA:10029483,"Nodular lymphoma involving lymph nodes of head, face, and neck",MedDRA
MedDRA:10029481,Nodular lymphoma involving intrathoracic lymph nodes,MedDRA
MedDRA:10029479,Nodular lymphoma involving intra-abdominal lymph nodes,MedDRA
MedDRA:10029482,Nodular lymphoma involving lymph nodes of axilla and upper limb,MedDRA
MedDRA:10029484,Nodular lymphoma involving lymph nodes of inguinal region and lower limb,MedDRA
MedDRA:10029480,Nodular lymphoma involving intrapelvic lymph nodes,MedDRA
MedDRA:10029486,Nodular lymphoma involving spleen,MedDRA
MedDRA:10029485,Nodular lymphoma involving lymph nodes of multiple sites,MedDRA
MedDRA:10028496,"Mycosis fungoides involving lymph nodes of head, face, and neck",MedDRA
MedDRA:10028494,Mycosis fungoides involving intrathoracic lymph nodes,MedDRA
MedDRA:10028492,Mycosis fungoides involving intra-abdominal lymph nodes,MedDRA
MedDRA:10028495,Mycosis fungoides involving lymph nodes of axilla and upper limb,MedDRA
MedDRA:10028497,Mycosis fungoides involving lymph nodes of inguinal region and lower limb,MedDRA
MedDRA:10028493,Mycosis fungoides involving intrapelvic lymph nodes,MedDRA
MedDRA:10028499,Mycosis fungoides involving spleen,MedDRA
MedDRA:10028498,Mycosis fungoides involving lymph nodes of multiple sites,MedDRA
MedDRA:10040505,"Sezary's disease involving lymph nodes of head, face, and neck",MedDRA
MedDRA:10040503,Sezary's disease involving intrathoracic lymph nodes,MedDRA
MedDRA:10040501,Sezary's disease involving intra-abdominal lymph nodes,MedDRA
MedDRA:10040504,Sezary's disease involving lymph nodes of axilla and upper limb,MedDRA
MedDRA:10040506,Sezary's disease involving lymph nodes of inguinal region and lower limb,MedDRA
MedDRA:10040502,Sezary's disease involving intrapelvic lymph nodes,MedDRA
MedDRA:10040508,Sezary's disease involving spleen,MedDRA
MedDRA:10040507,Sezary's disease involving lymph nodes of multiple sites,MedDRA
MedDRA:10058262,"Leukaemic reticuloendotheliosis involving lymph nodes of head, face, and neck",MedDRA
MedDRA:10058260,Leukaemic reticuloendotheliosis involving intrathoracic lymph nodes,MedDRA
MedDRA:10058258,Leukaemic reticuloendotheliosis involving intra-abdominal lymph nodes,MedDRA
MedDRA:10058261,Leukaemic reticuloendotheliosis involving lymph nodes of axilla and upper limb,MedDRA
MedDRA:10024368,Leukemic reticuloendotheliosis involving lymph nodes of inguinal region and lower limb,MedDRA
MedDRA:10058259,Leukaemic reticuloendotheliosis involving intrapelvic lymph nodes,MedDRA
MedDRA:10058264,Leukaemic reticuloendotheliosis involving spleen,MedDRA
MedDRA:10060396,Leukaemic reticuloendotheliosis involving lymph nodes of multiple sites,MedDRA
MedDRA:10025642,Malignant mast cell tumors involving intrathoracic lymph nodes,MedDRA
MedDRA:10025640,Malignant mast cell tumors involving intra-abdominal lymph nodes,MedDRA
MedDRA:10025643,Malignant mast cell tumors involving lymph nodes of axilla and upper limb,MedDRA
MedDRA:10025645,Malignant mast cell tumors involving lymph nodes of inguinal region and lower limb.,MedDRA
MedDRA:10025641,Malignant mast cell tumors involving intrapelvic lymph nodes,MedDRA
MedDRA:10025647,Malignant mast cell tumors involving spleen,MedDRA
MedDRA:10025646,Malignant mast cell tumors involving lymph nodes of multiple sites,MedDRA
MedDRA:10032230,"Other malignant lymphomas involving lymph nodes of head, face, and neck",MedDRA
MedDRA:10032228,Other malignant lymphomas involving intrathoracic lymph nodes,MedDRA
MedDRA:10032226,Other malignant lymphomas involving intra-abdominal lymph nodes,MedDRA
MedDRA:10032229,Other malignant lymphomas involving lymph nodes of axilla and upper limb,MedDRA
MedDRA:10032231,Other malignant lymphomas involving lymph nodes of inguinal region and lower limb,MedDRA
MedDRA:10032227,Other malignant lymphomas involving intrapelvic lymph nodes,MedDRA
MedDRA:10032233,Other malignant lymphomas involving spleen,MedDRA
MedDRA:10031593,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue,MedDRA
MedDRA:10031600,Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue involving spleen,MedDRA
MedDRA:10028230,Multiple myeloma and immunoproliferative neoplasms,MedDRA
MedDRA:10028233,Multiple myeloma without mention of remission,MedDRA
MedDRA:10028231,Multiple myeloma in remission,MedDRA
MedDRA:10035225,Plasma cell leukemia without mention of remission,MedDRA
MedDRA:10060406,Plasma cell leukaemia in remission,MedDRA
MedDRA:10032127,Other immunoproliferative neoplasms,MedDRA
MedDRA:10032129,Other immunoproliferative neoplasms without mention of remission,MedDRA
MedDRA:10032128,Other immunoproliferative neoplasms in remission,MedDRA
MedDRA:10000851,Acute lymphoid leukemia without mention of remission,MedDRA
MedDRA:10000847,Acute lymphocytic leukaemia (in remission),MedDRA
MedDRA:10008995,Chronic lymphoid leukemia without mention of remission,MedDRA
MedDRA:10008959,Chronic lymphocytic leukaemia (in remission),MedDRA
MedDRA:10042287,Subacute lymphoid leukemia without mention of remission,MedDRA
MedDRA:10042286,Subacute lymphoid leukemia in remission,MedDRA
MedDRA:10032221,Other lymphoid leukemia without mention of remission,MedDRA
MedDRA:10032220,Other lymphoid leukemia in remission,MedDRA
MedDRA:10000889,Acute myeloid leukemia without mention of remission,MedDRA
MedDRA:10000881,Acute myeloid leukaemia (in remission),MedDRA
MedDRA:10009017,Chronic myeloid leukemia without mention of remission,MedDRA
MedDRA:10009014,Chronic myeloid leukaemia (in remission),MedDRA
MedDRA:10042295,Subacute myeloid leukemia without mention of remission,MedDRA
MedDRA:10042294,Subacute myeloid leukemia in remission,MedDRA
MedDRA:10028565,Myeloid sarcoma without mention of remission,MedDRA
MedDRA:10008584,Chloroma (in remission),MedDRA
MedDRA:10032281,Other myeloid leukemia without mention of remission,MedDRA
MedDRA:10032280,Other myeloid leukemia in remission,MedDRA
MedDRA:10000875,Acute monocytic leukemia without mention of remission,MedDRA
MedDRA:10000872,Acute monocytic leukaemia (in remission),MedDRA
MedDRA:10009004,Chronic monocytic leukemia without mention of remission,MedDRA
MedDRA:10009003,Chronic monocytic leukemia in remission,MedDRA
MedDRA:10042291,Subacute monocytic leukemia without mention of remission,MedDRA
MedDRA:10042290,Subacute monocytic leukemia in remission,MedDRA
MedDRA:10032264,Other monocytic leukemia,MedDRA
MedDRA:10032266,Other monocytic leukemia without mention of remission,MedDRA
MedDRA:10032265,Other monocytic leukemia in remission,MedDRA
MedDRA:10000738,Acute erythremia and erythroleukemia without mention of remission,MedDRA
MedDRA:10000737,Acute erythremia and erythroleukemia in remission,MedDRA
MedDRA:10008870,Chronic erythremia without mention of remission,MedDRA
MedDRA:10008869,Chronic erythremia in remission,MedDRA
MedDRA:10027117,Megakaryocytic leukemia without mention of remission,MedDRA
MedDRA:10057194,Acute megakaryocytic leukaemia (in remission),MedDRA
MedDRA:10032797,Other specified leukemia without mention of remission,MedDRA
MedDRA:10032796,Other specified leukemia in remission,MedDRA
MedDRA:10054645,Subacute leukemia,MedDRA
MedDRA:10032209,Other leukemia of unspecified cell type without mention of remission,MedDRA
MedDRA:10032208,Other leukemia of unspecified cell type in remission,MedDRA
MedDRA:10004341,"Benign neoplasm of lip, oral cavity, and pharynx",MedDRA
MedDRA:10004340,Benign neoplasm of lip,MedDRA
MedDRA:10004414,Benign neoplasm of tongue,MedDRA
MedDRA:10004331,Benign neoplasm of floor of mouth,MedDRA
MedDRA:10004356,Benign neoplasm of other and unspecified parts of mouth,MedDRA
MedDRA:10004415,Benign neoplasm of tonsil,MedDRA
MedDRA:10004362,Benign neoplasm of other parts of oropharynx,MedDRA
MedDRA:10004352,Benign neoplasm of nasopharynx,MedDRA
MedDRA:10004333,Benign neoplasm of hypopharynx,MedDRA
MedDRA:10004379,"Benign neoplasm of pharynx, unspecified",MedDRA
MedDRA:10004324,Benign neoplasm of esophagus,MedDRA
MedDRA:10004408,Benign neoplasm of stomach,MedDRA
MedDRA:10061003,Benign small intestinal neoplasm,MedDRA
MedDRA:10004386,Benign neoplasm of rectum and anal canal,MedDRA
MedDRA:10004351,"Benign neoplasm of nasal cavities, middle ear, and accessory sinuses",MedDRA
MedDRA:10004339,Benign neoplasm of larynx,MedDRA
MedDRA:10004416,Benign neoplasm of trachea,MedDRA
MedDRA:10004309,Benign neoplasm of bronchus and lung,MedDRA
MedDRA:10004443,Benign pleural neoplasm,MedDRA
MedDRA:10004350,Benign neoplasm of mediastinum,MedDRA
MedDRA:10004332,Benign neoplasm of heart,MedDRA
MedDRA:10004371,Benign neoplasm of other specified sites of respiratory and intrathoracic organs,MedDRA
MedDRA:10004303,Benign neoplasm of bone and articular cartilage,MedDRA
MedDRA:10004305,Benign neoplasm of bones of skull and face,MedDRA
MedDRA:10004392,"Benign neoplasm of ribs, sternum, and clavicle",MedDRA
MedDRA:10004394,Benign neoplasm of scapula and long bones of upper limb,MedDRA
MedDRA:10004397,Benign neoplasm of short bones of upper limb,MedDRA
MedDRA:10004377,"Benign neoplasm of pelvic bones, sacrum, and coccyx",MedDRA
MedDRA:10004343,Benign neoplasm of long bones of lower limb,MedDRA
MedDRA:10004396,Benign neoplasm of short bones of lower limb,MedDRA
MedDRA:10024621,Lipoma of skin and subcutaneous tissue of face,MedDRA
MedDRA:10024619,Lipoma of other skin and subcutaneous tissue,MedDRA
MedDRA:10024618,Lipoma of intrathoracic organs,MedDRA
MedDRA:10024617,Lipoma of intra-abdominal organs,MedDRA
MedDRA:10024622,Lipoma of spermatic cord,MedDRA
MedDRA:10031682,"Other benign neoplasm of connective and other soft tissue of head, face, and neck",MedDRA
MedDRA:10031688,"Other benign neoplasm of connective and other soft tissue of upper limb, including shoulder",MedDRA
MedDRA:10031683,"Other benign neoplasm of connective and other soft tissue of lower limb, including hip",MedDRA
MedDRA:10031686,Other benign neoplasm of connective and other soft tissue of thorax,MedDRA
MedDRA:10031681,Other benign neoplasm of connective and other soft tissue of abdomen,MedDRA
MedDRA:10031685,Other benign neoplasm of connective and other soft tissue of pelvis,MedDRA
MedDRA:10031684,Other benign neoplasm of connective and other soft tissue of other specified sites,MedDRA
MedDRA:10004399,Benign neoplasm of skin of lip,MedDRA
MedDRA:10056757,"Benign neoplasm of eyelid, incl canthus",MedDRA
MedDRA:10004320,Benign neoplasm of ear and external auditory canal,MedDRA
MedDRA:10004401,Benign neoplasm of skin of other and unspecified parts of face,MedDRA
MedDRA:10004393,Benign neoplasm of scalp and skin of neck,MedDRA
MedDRA:10056782,"Benign neoplasm of skin of trunk, excluding scrotum",MedDRA
MedDRA:10004403,"Benign neoplasm of skin of upper limb, including shoulder",MedDRA
MedDRA:10004400,"Benign neoplasm of skin of lower limb, including hip",MedDRA
MedDRA:10004372,Benign neoplasm of other specified sites of skin,MedDRA
MedDRA:10042420,Submucous leiomyoma of uterus,MedDRA
MedDRA:10022794,Intramural leiomyoma of uterus,MedDRA
MedDRA:10042425,Subserous leiomyoma of uterus,MedDRA
MedDRA:10031690,Other benign neoplasm of uterus,MedDRA
MedDRA:10004312,Benign neoplasm of cervix uteri,MedDRA
MedDRA:10004317,Benign neoplasm of corpus uteri,MedDRA
MedDRA:10061007,Benign uterine neoplasm,MedDRA
MedDRA:10004360,Benign neoplasm of other female genital organs,MedDRA
MedDRA:10004422,Benign neoplasm of vagina,MedDRA
MedDRA:10004424,Benign neoplasm of vulva,MedDRA
MedDRA:10004367,Benign neoplasm of other specified sites of female genital organs,MedDRA
MedDRA:10004330,"Benign neoplasm of female genital organ, site unspecified",MedDRA
MedDRA:10004410,Benign neoplasm of testis,MedDRA
MedDRA:10004385,Benign neoplasm of prostate,MedDRA
MedDRA:10004323,Benign neoplasm of epididymis,MedDRA
MedDRA:10004395,Benign neoplasm of scrotum,MedDRA
MedDRA:10004369,Benign neoplasm of other specified sites of male genital organs,MedDRA
MedDRA:10004335,Benign neoplasm of kidney and other urinary organs,MedDRA
MedDRA:10004336,"Benign neoplasm of kidney, except pelvis",MedDRA
MedDRA:10004387,Benign neoplasm of renal pelvis,MedDRA
MedDRA:10004418,Benign neoplasm of ureter,MedDRA
MedDRA:10004302,Benign neoplasm of bladder,MedDRA
MedDRA:10004373,Benign neoplasm of other specified sites of urinary organs,MedDRA
MedDRA:10004419,Benign neoplasm of urethra,MedDRA
MedDRA:10004327,"Benign neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid",MedDRA
MedDRA:10004355,Benign neoplasm of orbit,MedDRA
MedDRA:10004338,Benign neoplasm of lacrimal gland,MedDRA
MedDRA:10004315,Benign neoplasm of conjunctiva,MedDRA
MedDRA:10004316,Benign neoplasm of cornea,MedDRA
MedDRA:10004390,Benign neoplasm of retina,MedDRA
MedDRA:10004313,Benign neoplasm of choroid,MedDRA
MedDRA:10004337,Benign neoplasm of lacrimal duct,MedDRA
MedDRA:10004364,Benign neoplasm of other specified parts of eye,MedDRA
MedDRA:10004311,Benign neoplasm of cerebral meninges,MedDRA
MedDRA:10004406,Benign neoplasm of spinal cord,MedDRA
MedDRA:10004407,Benign neoplasm of spinal meninges,MedDRA
MedDRA:10004370,Benign neoplasm of other specified sites of nervous system,MedDRA
MedDRA:10004412,Benign neoplasm of thyroid gland,MedDRA
MedDRA:10004359,Benign neoplasm of other endocrine glands and related structures,MedDRA
MedDRA:10004300,Benign neoplasm of adrenal gland,MedDRA
MedDRA:10004376,Benign neoplasm of parathyroid gland,MedDRA
MedDRA:10004380,Benign neoplasm of pineal gland,MedDRA
MedDRA:10004310,Benign neoplasm of carotid body,MedDRA
MedDRA:10004301,Benign neoplasm of aortic body and other paraganglia,MedDRA
MedDRA:10019400,Hemangioma of skin and subcutaneous tissue,MedDRA
MedDRA:10022759,Intracranial haemangioma,MedDRA
MedDRA:10018822,Haemangioma of retina,MedDRA
MedDRA:10022728,Intra-abdominal haemangioma,MedDRA
MedDRA:10004358,Benign neoplasm of other and unspecified sites,MedDRA
MedDRA:10004346,Benign neoplasm of lymph nodes,MedDRA
MedDRA:10004366,Benign neoplasm of other specified sites,MedDRA
MedDRA:10007366,Carcinoma in situ of digestive organs,MedDRA
MedDRA:10007371,"Carcinoma in situ of lip, oral cavity, and pharynx",MedDRA
MedDRA:10007367,Carcinoma in situ of esophagus,MedDRA
