source_name	source_type	source_id	target_name	target_type	target_id	relation_type	resource	pmid
EGFR	Gene	ENTREZ:1956	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	31676723.0
EGFR	Gene	ENTREZ:1956	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	32678881.0
EGFR	Gene	ENTREZ:1956	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	24677197.0
EGFR	Gene	ENTREZ:1956	Peritoneal Fibrosis	Disease	MESH:D056627	GNBR::G::Gene:Disease	FIBROAD	26677863.0
EFNB2	Gene	ENTREZ:1948	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	29058717.0
EFNB2	Gene	ENTREZ:1948	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	30268571.0
EFNB2	Gene	ENTREZ:1948	neurofibroma	Disease	MONDO:0016755	GNBR::G::Gene:Disease	FIBROAD	28834283.0
EFNB2	Gene	ENTREZ:1948	neurofibroma	Disease	MONDO:0016755	GNBR::G::Gene:Disease	FIBROAD	33794069.0
ENG	Gene	ENTREZ:2022	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	22592898.0
ENG	Gene	ENTREZ:2022	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	20156938.0
ENG	Gene	ENTREZ:2022	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	15539634.0
ENG	Gene	ENTREZ:2022	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	22941949.0
ENG	Gene	ENTREZ:2022	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	25245471.0
FAS	Gene	ENTREZ:355	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	10393694.0
FASLG	Gene	ENTREZ:356	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	10393694.0
FAS	Gene	ENTREZ:355	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	15148335.0
FASLG	Gene	ENTREZ:356	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	15148335.0
FAS	Gene	ENTREZ:355	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	12579197.0
FAS	Gene	ENTREZ:355	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	23074025.0
FASLG	Gene	ENTREZ:356	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	22850679.0
FASLG	Gene	ENTREZ:356	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	10791994.0
FGF1	Gene	ENTREZ:2246	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	28750927.0
FGF1	Gene	ENTREZ:2246	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	32965675.0
FGF1	Gene	ENTREZ:2246	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	26858440.0
FGF1	Gene	ENTREZ:2246	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	24200746.0
FGF1	Gene	ENTREZ:2246	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	17032753.0
FGF2	Gene	ENTREZ:2247	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	32979454.0
FGF2	Gene	ENTREZ:2247	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	29249393.0
FGF2	Gene	ENTREZ:2247	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	27080571.0
FGF2	Gene	ENTREZ:2247	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	11168939.0
FGFR1	Gene	ENTREZ:2260	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	33131311.0
FGFR1	Gene	ENTREZ:2260	primary myelofibrosis	Disease	MONDO:0009692	GNBR::G::Gene:Disease	FIBROAD	20554971.0
FGFR1	Gene	ENTREZ:2260	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	28771231.0
FGFR1	Gene	ENTREZ:2260	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	33135394.0
FGFR2	Gene	ENTREZ:2263	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	30067981.0
FGFR2	Gene	ENTREZ:2263	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	31860803.0
FGFR2	Gene	ENTREZ:2263	keloid	Disease	MONDO:0005348	GNBR::D::Gene:Disease	FIBROAD	31830366.0
FGFR2	Gene	ENTREZ:2263	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	28646122.0
FLT4	Gene	ENTREZ:2324	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	30833548.0
FLT4	Gene	ENTREZ:2324	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	33479195.0
FLT4	Gene	ENTREZ:2324	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	11175851.0
FN1	Gene	ENTREZ:2335	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	32173580.0
FN1	Gene	ENTREZ:2335	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	29653926.0
FN1	Gene	ENTREZ:2335	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	24946284.0
FN1	Gene	ENTREZ:2335	primary myelofibrosis	Disease	MONDO:0009692	GNBR::G::Gene:Disease	FIBROAD	8286747.0
FOS	Gene	ENTREZ:2353	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	32296036.0
FOS	Gene	ENTREZ:2353	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	9242432.0
FOS	Gene	ENTREZ:2353	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	19027749.0
FOXP1	Gene	ENTREZ:27086	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	31177814.0
FOXP1	Gene	ENTREZ:27086	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	32648149.0
FOXP1	Gene	ENTREZ:27086	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	33408770.0
FOXP1	Gene	ENTREZ:27086	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	21683954.0
GREM1	Gene	ENTREZ:26585	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	32173580.0
GREM1	Gene	ENTREZ:26585	chronic pancreatitis	Disease	MONDO:0005003	GNBR::G::Gene:Disease	FIBROAD	26141517.0
GREM1	Gene	ENTREZ:26585	Peritoneal Fibrosis	Disease	MESH:D056627	GNBR::G::Gene:Disease	FIBROAD	25194662.0
GREM1	Gene	ENTREZ:26585	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	25378054.0
HBEGF	Gene	ENTREZ:1839	Peritoneal Fibrosis	Disease	MESH:D056627	GNBR::G::Gene:Disease	FIBROAD	11168942.0
HBEGF	Gene	ENTREZ:1839	chronic pancreatitis	Disease	MONDO:0005003	GNBR::G::Gene:Disease	FIBROAD	12671899.0
HBEGF	Gene	ENTREZ:1839	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	30451982.0
HBEGF	Gene	ENTREZ:1839	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	15856048.0
HGF	Gene	ENTREZ:3082	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	18395096.0
HGF	Gene	ENTREZ:3082	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	29079780.0
HGF	Gene	ENTREZ:3082	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	24859116.0
HGF	Gene	ENTREZ:3082	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	25662495.0
HGF	Gene	ENTREZ:3082	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	16469408.0
HIF1A	Gene	ENTREZ:3091	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	27625023.0
HIF1A	Gene	ENTREZ:3091	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	21606594.0
HIF1A	Gene	ENTREZ:3091	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	22403061.0
HIF1A	Gene	ENTREZ:3091	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	33805152.0
HSPB1	Gene	ENTREZ:3315	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	31126962.0
HSPB1	Gene	ENTREZ:3315	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	26744531.0
HSPB1	Gene	ENTREZ:3315	primary myelofibrosis	Disease	MONDO:0009692	GNBR::G::Gene:Disease	FIBROAD	29650953.0
HSPB1	Gene	ENTREZ:3315	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	23262200.0
ICAM1	Gene	ENTREZ:3383	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	29222072.0
ICAM1	Gene	ENTREZ:3383	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	12011223.0
ICAM1	Gene	ENTREZ:3383	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	31729904.0
ICAM1	Gene	ENTREZ:3383	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	17167153.0
IFNG	Gene	ENTREZ:3458	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	8621153.0
IFNG	Gene	ENTREZ:3458	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	31173810.0
IFNG	Gene	ENTREZ:3458	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	15361241.0
IFNG	Gene	ENTREZ:3458	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	17923165.0
IGF1	Gene	ENTREZ:3479	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	10347117.0
IGF1	Gene	ENTREZ:3479	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	21723061.0
IGF1	Gene	ENTREZ:3479	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	23583271.0
IGF1	Gene	ENTREZ:3479	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	10325238.0
IL10	Gene	ENTREZ:3586	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	30852423.0
IL10	Gene	ENTREZ:3586	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	19096025.0
IL10	Gene	ENTREZ:3586	fibrotic liver disease	Disease	MONDO:0100430	GNBR::J::Gene:Disease	FIBROAD	30274824.0
IL10	Gene	ENTREZ:3586	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	21864478.0
IL11	Gene	ENTREZ:3589	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	31554736.0
IL11	Gene	ENTREZ:3589	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	29160304.0
IL11	Gene	ENTREZ:3589	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	11590369.0
IL11	Gene	ENTREZ:3589	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	8981933.0
IL13	Gene	ENTREZ:3596	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	16327802.0
IL13	Gene	ENTREZ:3596	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	27745702.0
IL13	Gene	ENTREZ:3596	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	26436920.0
IL13	Gene	ENTREZ:3596	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	15546394.0
IL13RA1	Gene	ENTREZ:3597	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	26153764.0
IL13RA1	Gene	ENTREZ:3597	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	32695877.0
IL13RA1	Gene	ENTREZ:3597	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	29094025.0
IL13RA1	Gene	ENTREZ:3597	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	18266877.0
IL13RA2	Gene	ENTREZ:3598	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	15546394.0
IL13RA2	Gene	ENTREZ:3598	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	16327802.0
IL13RA2	Gene	ENTREZ:3598	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	18938165.0
IL17A	Gene	ENTREZ:3605	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	28902427.0
IL17A	Gene	ENTREZ:3605	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	30257954.0
IL17A	Gene	ENTREZ:3605	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30366940.0
IL18	Gene	ENTREZ:3606	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	22383501.0
IL18	Gene	ENTREZ:3606	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	28549109.0
IL18	Gene	ENTREZ:3606	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	33181835.0
IL18	Gene	ENTREZ:3606	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	17766435.0
IL18	Gene	ENTREZ:3606	keloid	Disease	MONDO:0005348	GNBR::D::Gene:Disease	FIBROAD	19865096.0
IL1A	Gene	ENTREZ:3552	primary myelofibrosis	Disease	MONDO:0009692	GNBR::G::Gene:Disease	FIBROAD	8317461.0
IL1A	Gene	ENTREZ:3552	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	21354232.0
IL1A	Gene	ENTREZ:3552	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	23583823.0
IL1B	Gene	ENTREZ:3553	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	25388157.0
IL1B	Gene	ENTREZ:3553	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	8566579.0
IL1B	Gene	ENTREZ:3553	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	33831572.0
IL1B	Gene	ENTREZ:3553	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	21354232.0
IL21	Gene	ENTREZ:59067	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	18161745.0
IL21	Gene	ENTREZ:59067	systemic sclerosis	Disease	MONDO:0005100	GNBR::G::Gene:Disease	FIBROAD	30760472.0
IL21	Gene	ENTREZ:59067	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	28665299.0
IL22	Gene	ENTREZ:50616	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30366940.0
IL22	Gene	ENTREZ:50616	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	22687286.0
IL22	Gene	ENTREZ:50616	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	30765845.0
IL22	Gene	ENTREZ:50616	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	25476703.0
IL22	Gene	ENTREZ:50616	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	33443222.0
IL4	Gene	ENTREZ:3565	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	26195478.0
IL4	Gene	ENTREZ:3565	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	27745702.0
IL4	Gene	ENTREZ:3565	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	26436920.0
IL4	Gene	ENTREZ:3565	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	10377172.0
IL4	Gene	ENTREZ:3565	cystic fibrosis	Disease	MONDO:0009061	GNBR::D::Gene:Disease	FIBROAD	27760399.0
IL5	Gene	ENTREZ:3567	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	10377172.0
IL5	Gene	ENTREZ:3567	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	21435906.0
IL5	Gene	ENTREZ:3567	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	28853443.0
IL5	Gene	ENTREZ:3567	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	14975941.0
IL6	Gene	ENTREZ:3569	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	30765261.0
IL6	Gene	ENTREZ:3569	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	33236445.0
IL6	Gene	ENTREZ:3569	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	31965901.0
IL6	Gene	ENTREZ:3569	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	19234091.0
IL6	Gene	ENTREZ:3569	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	21321532.0
IL7	Gene	ENTREZ:3574	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	11927620.0
IL7	Gene	ENTREZ:3574	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	21393864.0
IL7	Gene	ENTREZ:3574	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	25352130.0
ILK	Gene	ENTREZ:3611	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	28522687.0
ILK	Gene	ENTREZ:3611	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	19541809.0
ILK	Gene	ENTREZ:3611	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	31653783.0
ILK	Gene	ENTREZ:3611	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	18037995.0
ILK	Gene	ENTREZ:3611	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	23612611.0
ILK	Gene	ENTREZ:3611	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	19687354.0
IRF7	Gene	ENTREZ:3665	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	31439591.0
IRF7	Gene	ENTREZ:3665	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	24396025.0
ITGA1	Gene	ENTREZ:3672	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	22698912.0
ITGA1	Gene	ENTREZ:3672	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	15451466.0
ITGA1	Gene	ENTREZ:3672	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	11447218.0
ITGA1	Gene	ENTREZ:3672	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	12512039.0
ITGA2	Gene	ENTREZ:3673	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	24480069.0
ITGA2	Gene	ENTREZ:3673	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	12512039.0
ITGA2	Gene	ENTREZ:3673	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::J::Gene:Disease	FIBROAD	32692932.0
ITGA2	Gene	ENTREZ:3673	Peritoneal Fibrosis	Disease	MESH:D056627	GNBR::G::Gene:Disease	FIBROAD	12556543.0
ITGA3	Gene	ENTREZ:3675	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	19041328.0
ITGA3	Gene	ENTREZ:3675	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	19411312.0
ITGAV	Gene	ENTREZ:3685	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	25995225.0
ITGAV	Gene	ENTREZ:3685	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	24216753.0
ITGAV	Gene	ENTREZ:3685	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	27039906.0
ITGAV	Gene	ENTREZ:3685	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	31932644.0
ITGB1	Gene	ENTREZ:3688	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	31433301.0
ITGB1	Gene	ENTREZ:3688	keloid	Disease	MONDO:0005348	GNBR::D::Gene:Disease	FIBROAD	10921880.0
ITGB1	Gene	ENTREZ:3688	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	8293568.0
ITGB1	Gene	ENTREZ:3688	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	29599141.0
ITGB2	Gene	ENTREZ:3689	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	33178179.0
ITGB2	Gene	ENTREZ:3689	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	33752236.0
ITGB3	Gene	ENTREZ:3690	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	31249375.0
ITGB3	Gene	ENTREZ:3690	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	15044441.0
ITGB3	Gene	ENTREZ:3690	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	31505128.0
ITGB5	Gene	ENTREZ:3693	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	27039906.0
ITGB5	Gene	ENTREZ:3693	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	26973018.0
ITGB5	Gene	ENTREZ:3693	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	20463011.0
ITGB6	Gene	ENTREZ:3694	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	26448099.0
ITGB6	Gene	ENTREZ:3694	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	10025398.0
ITGB6	Gene	ENTREZ:3694	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	17916808.0
ITGB6	Gene	ENTREZ:3694	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	24167080.0
ITGB8	Gene	ENTREZ:3696	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	24944194.0
ITGB8	Gene	ENTREZ:3696	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	12324452.0
ITGB8	Gene	ENTREZ:3696	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	21878622.0
ITGB8	Gene	ENTREZ:3696	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	27834568.0
JAK1	Gene	ENTREZ:3716	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	28478401.0
JAK1	Gene	ENTREZ:3716	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	30765261.0
JAK1	Gene	ENTREZ:3716	systemic sclerosis	Disease	MONDO:0005100	GNBR::G::Gene:Disease	FIBROAD	30760472.0
JAK2	Gene	ENTREZ:3717	primary myelofibrosis	Disease	MONDO:0009692	GNBR::G::Gene:Disease	FIBROAD	32647323.0
JAK2	Gene	ENTREZ:3717	primary myelofibrosis	Disease	MONDO:0009692	GNBR::G::Gene:Disease	FIBROAD	29650953.0
JAK2	Gene	ENTREZ:3717	primary myelofibrosis	Disease	MONDO:0009692	GNBR::G::Gene:Disease	FIBROAD	20154217.0
JAK3	Gene	ENTREZ:3718	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	26032813.0
JAK3	Gene	ENTREZ:3718	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	27745702.0
JAK3	Gene	ENTREZ:3718	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	25352130.0
JUN	Gene	ENTREZ:3725	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	32493933.0
JUN	Gene	ENTREZ:3725	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30778201.0
JUN	Gene	ENTREZ:3725	systemic sclerosis	Disease	MONDO:0005100	GNBR::G::Gene:Disease	FIBROAD	22258492.0
JUN	Gene	ENTREZ:3725	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	8981923.0
JUND	Gene	ENTREZ:3727	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	17133482.0
