Fibrosis,Interaction,scores
SDC1,CD5,726
SERPINA1,P4HB,929
SERPINA1,AGA,723
SERPINA1,AFP,983
SERPINA1,LMAN1L,902
SERPINA1,TGFB1,954
SERPINA1,CALU,907
SERPINA1,ANO8,901
SERPINA1,GLYAT,734
SERPINA1,SEC22A,903
SERPINA1,CHRDL1,901
SERPINA1,VEGFC,910
SERPINA1,SRGN,911
SERPINA1,AMBN,900
SERPINA1,GC,729
SERPINA1,SPP2,910
SERPINA1,IGFBP4,918
SERPINA1,ALB,983
SERPINA1,APOA2,960
SERPINA1,GORASP1,900
SERPINA1,RAB1B,904
SERPINA1,ENAM,900
SERPINA1,TMED10,901
SERPINA1,PLG,972
SERPINA1,KNG1,954
SERPINA1,SPP1,920
SERPINA1,GPC3,911
SERPINA1,MATN3,900
SERPINA1,HGF,936
SERPINA1,NAPB,901
SERPINA1,SEC22C,902
SERPINA1,GAA,745
SERPINA1,F13A1,920
SERPINA1,F5,945
SERPINA1,PDGFB,915
SERPINA1,CFD,922
SERPINA1,AMTN,900
SERPINA1,ORM2,965
SERPINA1,A2M,992
SERPINA1,TRAPPC6B,900
SERPINA1,GRIA1,910
SERPINA1,SPARCL1,904
SERPINA1,ADAM10,904
SERPINA1,SCFD1,900
SERPINA1,CSF1,913
SERPINA1,PNPLA2,904
SERPINA1,DNAJC3,905
SERPINA1,CYR61,900
SERPINA1,TIMP1,940
SERPINA1,LGALS1,902
SERPINA1,AHSG,974
SERPINA1,GOLM1,927
SERPINA1,LAMB2,901
SERPINA1,TMSB4X,920
SERPINA1,YKT6,904
SERPINA1,BMP15,900
SERPINA1,APOL1,934
SERPINA1,TRAPPC9,900
SERPINA1,TTR,771
SERPINA1,A1BG,950
SERPINA1,PPBP,923
SERPINA1,CLU,951
SERPINA1,NSF,902
SERPINA1,FIGF,901
SERPINA1,TRAPPC6A,900
SERPINA1,ELANE,945
SERPINA1,ISLR,900
SERPINA1,RAB1A,901
SERPINA1,FAM20C,906
SERPINA1,CST3,940
SERPINA1,SCG3,905
SERPINA1,FGB,951
SERPINA1,MFI2,902
SERPINA1,MEPE,905
SERPINA1,FSTL1,904
SERPINA1,CD59,918
SERPINA1,KTN1,900
SERPINA1,SEC16B,905
SERPINA1,LAMC1,903
SERPINA1,ITIH2,950
SERPINA1,FOLR1,903
SERPINA1,MIS12,890
SERPINA1,APOA5,952
SERPINA1,FAM20A,901
SERPINA1,IGFBP5,909
SERPINA1,APOE,950
SERPINA1,USO1,900
SERPINA1,AREG,907
SERPINA1,SCG2,900
SERPINA1,SERPINC1,940
SERPINA1,FGF23,900
SERPINA1,TRAPPC10,900
SERPINA1,DMP1,900
SERPINA1,APOA1,970
SERPINA1,PCSK9,912
SERPINA1,TMEM132A,903
SERPINA1,SERPIND1,933
SERPINA1,SEC24A,900
SERPINA1,IGFBP3,917
SERPINA1,CKAP4,901
SERPINA1,CTSC,927
SERPINA1,TEX264,900
SERPINA1,PCYOX1L,900
SERPINA1,ALDOA,917
SERPINA1,NAPA,900
SERPINA1,APOOL,903
SERPINA1,SHISA5,900
SERPINA1,HP,872
SERPINA1,FUCA2,902
SERPINA1,WFS1,907
SERPINA1,TGOLN2,909
SERPINA1,FN1,961
SERPINA1,CTSG,761
SERPINA1,BPIFB2,909
SERPINA1,HSP90B1,925
SERPINA1,LMAN2,912
SERPINA1,FSTL3,900
SERPINA1,VTI1B,901
SERPINA1,TNC,900
SERPINA1,SEC23IP,900
SERPINA1,MAGED2,901
SERPINA1,IGF2,916
SERPINA1,VEGFB,900
SERPINA1,AMELX,901
SERPINA1,GAS6,908
SERPINA1,CHGB,905
SERPINA1,TGFA,919
SERPINA1,MXRA8,900
SERPINA1,LMAN1,919
SERPINA1,STC2,903
SERPINA1,NOTUM,904
SERPINA1,C3,963
SERPINA1,HRC,900
SERPINA1,CRP,714
SERPINA1,HRG,951
SERPINA1,BMP4,915
SERPINA1,NAPG,902
SERPINA1,EVA1A,902
SERPINA1,MIA3,900
SERPINA1,IGF1,927
SERPINA1,SEC16A,900
SERPINA1,GTPBP2,900
SERPINA1,MGAT4A,902
SERPINA1,TF,966
SERPINA1,CDH2,915
SERPINA1,PROC,931
SERPINA1,SERPINE1,919
SERPINA1,TRAPPC4,900
SERPINA1,C4A,951
SERPINA1,MBTPS1,905
SERPINA1,TGFB3,905
SERPINA1,CNIH1,902
SERPINA1,CNIH2,902
SERPINA1,MCFD2,910
SERPINA1,THBS1,918
SERPINA1,PROS1,943
SERPINA1,LEFTY2,900
SERPINA1,QSOX1,906
SERPINA1,EGF,930
SERPINA1,BET1,904
SERPINA1,ORM1,976
SERPINA1,APLP2,900
SERPINA1,ACTN2,904
SERPINA1,CNIH3,902
SERPINA1,VCAN,917
SERPINA1,PRTN3,798
SERPINA1,FGG,955
SERPINA1,FGA,957
SERPINA1,SEC24C,900
SERPINA1,SEC23A,902
SERPINA1,GOLGA2,900
SERPINA1,PDIA6,908
SERPINA1,SEC13,901
SERPINA1,APOB,952
SERPINA1,NHLRC2,900
SERPINA1,CP,981
SERPINA1,VWF,937
SERPINA1,F8,932
SERPINA1,SERPINF2,949
SERPINA1,MSLN,903
SERPINA1,SEC24D,900
SERPINA1,CTSZ,925
SERPINA1,MFGE8,904
SERPINA1,SCCPDH,900
SERPINA1,TMED2,900
SERPINA1,RCN1,900
SERPINA1,SDC2,906
SERPINA1,PREB,900
SERPINA1,OLA1,900
SERPINA1,VGF,907
SERPINA1,FBN1,917
SERPINA1,TRAPPC2,900
SERPINA1,PRSS23,903
SERPINA1,VWA1,902
SERPINA1,APP,925
SERPINA1,STX5,901
SERPINA1,IGFBP1,924
SERPINA1,GOSR2,900
SERPINA1,IGFBP7,909
SERPINA1,ACTN1,907
SERPINA1,LMAN2L,904
SERPINA1,SERPINA10,924
SERPINA1,ACTN4,905
SERPINA1,PRKCSH,901
SERPINA1,NUCB1,905
SERPINA1,SPARC,905
SERPINA1,MEN1,901
SERPINA1,SEC31A,900
SERPINA1,CSNK1D,900
SERPINA1,TRAPPC1,900
SERPINA1,VEGFA,933
SERPINA1,GGCT,704
SERPINA1,SEC22B,903
SERPINA1,SEC24B,901
SERPINA1,IL6,971
SERPINA1,TRAPPC2L,900
SERPINA1,TSHZ1,710
SERPINA1,LAMB1,907
SERPINA1,SERPING1,934
SERPINA1,PENK,903
SERPINA1,TFG,900
SERPINA1,LTBP1,904
SERPINA1,TRAPPC5,902
SERPINA1,FERMT3,904
SERPINA1,TOR4A,902
SERPINA1,PF4,918
SERPINA1,TGFB2,906
SERPINA1,FAM49B,917
SERPINA1,SAR1B,900
SERPINA1,TRAPPC3,900
SERPINA1,MMRN1,903
SERPINA1,STX17,901
SERPINA1,COL7A1,902
SERPINE1,TGFB1,979
SERPINE1,VEGFC,945
SERPINE1,SRGN,940
SERPINE1,TNF,863
SERPINE1,ALB,979
SERPINE1,PLG,998
SERPINE1,EGFR,715
SERPINE1,KNG1,969
SERPINE1,PLAT,999
SERPINE1,VLDLR,929
SERPINE1,HGF,974
SERPINE1,FGF2,734
SERPINE1,PLAUR,990
SERPINE1,F13A1,926
SERPINE1,F5,940
SERPINE1,INS,916
SERPINE1,SNAI1,718
SERPINE1,PDGFB,937
SERPINE1,SMAD3,969
SERPINE1,CFD,956
SERPINE1,SMAD2,974
SERPINE1,ORM2,904
SERPINE1,A2M,940
SERPINE1,LPA,834
SERPINE1,TGIF2,902
SERPINE1,ITGB3,947
SERPINE1,TIMP1,974
SERPINE1,AHSG,932
SERPINE1,TGFBR1,760
SERPINE1,TMSB4X,916
SERPINE1,MMP2,728
SERPINE1,A1BG,902
SERPINE1,PPBP,951
SERPINE1,CLU,925
SERPINE1,FIGF,924
SERPINE1,ISLR,900
SERPINE1,FGB,940
SERPINE1,TGIF1,911
SERPINE1,WWTR1,921
SERPINE1,SERPINA1,919
SERPINE1,SERPINE2,916
SERPINE1,CCL2,752
SERPINE1,THBD,752
SERPINE1,F3,830
SERPINE1,HDAC1,916
SERPINE1,TEX264,900
SERPINE1,PCYOX1L,900
SERPINE1,ALDOA,903
SERPINE1,CLOCK,956
SERPINE1,ARNTL,932
SERPINE1,SMAD4,962
SERPINE1,APOOL,900
SERPINE1,MMP9,714
SERPINE1,PPARG,719
SERPINE1,LEP,879
SERPINE1,FN1,979
SERPINE1,ACE,854
SERPINE1,VTI1B,900
SERPINE1,PLAU,999
SERPINE1,MAPK8,720
SERPINE1,MAGED2,900
SERPINE1,IGF2,931
SERPINE1,VEGFB,919
SERPINE1,GAS6,915
SERPINE1,CRP,899
SERPINE1,HRG,950
SERPINE1,TP53,797
SERPINE1,IGF1,970
SERPINE1,ITGAV,930
SERPINE1,GTPBP2,900
SERPINE1,PROC,871
SERPINE1,F2,849
SERPINE1,TGFB3,962
SERPINE1,LRP1,965
SERPINE1,CDH1,726
SERPINE1,THBS1,969
SERPINE1,PROS1,928
SERPINE1,LEFTY2,902
SERPINE1,QSOX1,910
SERPINE1,SERBP1,860
SERPINE1,EGF,978
SERPINE1,ORM1,942
SERPINE1,ACTN2,902
SERPINE1,CXCL8,710
SERPINE1,FGG,929
SERPINE1,FGA,926
SERPINE1,SMAD7,964
SERPINE1,F7,807
SERPINE1,RETN,836
SERPINE1,NHLRC2,900
SERPINE1,VWF,978
SERPINE1,F8,954
SERPINE1,SERPINF2,936
SERPINE1,SCCPDH,900
SERPINE1,ARNTL2,927
SERPINE1,CTGF,766
SERPINE1,OLA1,900
SERPINE1,AKT1,761
SERPINE1,ADIPOQ,792
SERPINE1,APP,921
SERPINE1,MTHFR,701
SERPINE1,ACTN1,915
SERPINE1,ENSG00000264813,844
SERPINE1,ACTN4,945
SERPINE1,SPARC,934
SERPINE1,VEGFA,982
SERPINE1,SERPINB2,872
SERPINE1,IL6,815
SERPINE1,VTN,998
SERPINE1,NPAS2,913
SERPINE1,CPB2,734
SERPINE1,SERPING1,924
SERPINE1,FERMT3,900
SERPINE1,TOR4A,903
SERPINE1,PF4,946
SERPINE1,ITGB5,917
SERPINE1,MMP3,769
SERPINE1,TGFB2,946
SERPINE1,FAM49B,902
SERPINE1,MMRN1,902
SERPINH1,P4HB,700
SERPINH1,COL16A1,915
SERPINH1,COL9A3,906
SERPINH1,COL5A3,904
SERPINH1,COL6A5,902
SERPINH1,COL4A6,911
SERPINH1,COL4A5,924
SERPINH1,COL6A1,936
SERPINH1,COL8A1,918
SERPINH1,COL4A2,952
SERPINH1,MDH2,872
SERPINH1,COL4A4,916
SERPINH1,COL11A1,930
SERPINH1,COL23A1,905
SERPINH1,COL24A1,907
SERPINH1,COL5A1,952
SERPINH1,COL6A6,906
SERPINH1,COL9A1,908
SERPINH1,COL6A2,959
SERPINH1,COL13A1,916
SERPINH1,COL4A3,916
SERPINH1,COL2A1,932
SERPINH1,COL1A1,973
SERPINH1,COL14A1,926
SERPINH1,CRTAP,974
SERPINH1,COL6A3,934
SERPINH1,COL19A1,903
SERPINH1,COL22A1,902
SERPINH1,COL12A1,950
SERPINH1,COL26A1,992
SERPINH1,COL9A2,910
SERPINH1,COL8A2,905
SERPINH1,EMID1,800
SERPINH1,COL18A1,923
SERPINH1,SPARC,736
SERPINH1,COL28A1,904
SERPINH1,EDEM3,754
SERPINH1,COL11A2,904
SERPINH1,COL25A1,902
SERPINH1,MMP8,800
SERPINH1,COL5A2,951
SERPINH1,LEPRE1,973
SERPINH1,COL27A1,911
SERPINH1,FAF2,864
SERPINH1,SP2,718
SERPINH1,OS9,881
SERPINH1,COL17A1,906
SERPINH1,FKBP10,820
SERPINH1,COL15A1,920
SERPINH1,COL1A2,974
SERPINH1,COL10A1,910
SERPINH1,COL4A1,962
SERPINH1,COL20A1,902
SERPINH1,COL21A1,904
SERPINH1,PPIB,959
SERPINH1,FN1,790
SERPINH1,COL7A1,916
SERPINH1,COL3A1,959
SFTPC,SFTPD,985
SFTPC,NKX2-1,843
SFTPC,ADRA2A,900
SFTPC,SFTA3,947
SFTPC,GPR116,920
SFTPC,ABCA3,808
SFTPC,PGA4,900
SFTPC,CCDC59,900
SFTPC,ADRA2C,900
SFTPC,PGA5,900
SFTPC,SFTPA2,992
SFTPC,SFTPB,993
SFTPC,SFTPA1,992
SFTPC,CSF2RB,928
SFTPC,ADORA2B,903
SFTPC,CSF2RA,937
SFTPC,NAPSA,932
SFTPC,AQP5,773
SFTPC,P2RY2,902
SFTPC,PGA3,900
SFTPC,TTF1,905
SFTPC,SCGB1A1,886
SFTPC,CTSH,930
SIRT1,ARNT,919
SIRT1,HSF1,986
SIRT1,RUNX2,725
SIRT1,H2AFB1,913
SIRT1,CDK1,814
SIRT1,TAF1C,904
SIRT1,HMGB1,700
SIRT1,MAPT,765
SIRT1,PASD1,900
SIRT1,SETD1A,732
SIRT1,HIST2H2BE,978
SIRT1,DNAJB1,926
SIRT1,HIC1,910
SIRT1,H2BFS,919
SIRT1,GABARAPL2,726
SIRT1,XRCC5,707
SIRT1,HDAC3,870
SIRT1,H2AFZ,980
SIRT1,HIST1H2BJ,919
SIRT1,NMNAT1,849
SIRT1,NR1H4,843
SIRT1,HIST2H4A,862
SIRT1,RPS6KB1,798
SIRT1,INS,852
SIRT1,HIST1H4F,862
SIRT1,HDAC11,886
SIRT1,HDAC2,991
SIRT1,XPA,787
SIRT1,NCOR1,927
SIRT1,MECP2,820
SIRT1,ESR1,799
SIRT1,ADAM10,782
SIRT1,SUV39H1,992
SIRT1,SREBF1,937
SIRT1,NR1H3,731
SIRT1,EPAS1,958
SIRT1,NOS3,917
SIRT1,HDAC10,780
SIRT1,MMP2,700
SIRT1,DOT1L,868
SIRT1,CAT,793
SIRT1,MFN2,721
SIRT1,KAT8,878
SIRT1,MEF2D,924
SIRT1,TAF1B,938
SIRT1,FOXL2,752
SIRT1,HIST1H2AJ,909
SIRT1,BAHD1,902
SIRT1,RBBP4,928
SIRT1,BAZ2A,881
SIRT1,ATM,723
SIRT1,CSNK2A1,921
SIRT1,MTA2,924
SIRT1,FOXO1,995
SIRT1,HSPA1A,932
SIRT1,CHD4,929
SIRT1,UCP3,714
SIRT1,CHD5,765
SIRT1,DYRK3,757
SIRT1,CHEK1,782
SIRT1,SIRT2,948
SIRT1,MBD3,753
SIRT1,DNMT3B,797
SIRT1,CRTC2,718
SIRT1,KYNU,811
SIRT1,ELAVL1,719
SIRT1,KDM1A,784
SIRT1,CTNNB1,783
SIRT1,MYC,910
SIRT1,HDAC1,992
SIRT1,HSPA2,913
SIRT1,BCL6,710
SIRT1,APEX1,781
SIRT1,HIST1H4B,862
SIRT1,CLOCK,990
SIRT1,MCM10,837
SIRT1,ARNTL,994
SIRT1,SOD1,798
SIRT1,NCOR2,750
SIRT1,HIST1H2BL,924
SIRT1,MTA1,830
SIRT1,RPS19BP1,994
SIRT1,MMP9,724
SIRT1,PPARG,975
SIRT1,LEP,781
SIRT1,FHL2,945
SIRT1,FOXM1,736
SIRT1,JUN,851
SIRT1,DYRK1A,817
SIRT1,DICER1,849
SIRT1,WDTC1,823
SIRT1,MYCN,808
SIRT1,MAPK8,931
SIRT1,TAF1A,900
SIRT1,HIST1H2AC,912
SIRT1,POLR2G,737
SIRT1,SETD7,856
SIRT1,HIST1H2BD,924
SIRT1,H2AFX,951
SIRT1,MTA3,742
SIRT1,HIST1H2AD,909
SIRT1,STAC3,877
SIRT1,HIST1H2BM,919
SIRT1,HIST2H4B,862
SIRT1,HDAC5,720
SIRT1,FOXP3,798
SIRT1,IRS2,839
SIRT1,PARP2,762
SIRT1,BRD4,744
SIRT1,XRCC6,995
SIRT1,TP53,996
SIRT1,CREB1,845
SIRT1,TBP,940
SIRT1,RB1,953
SIRT1,IGF1,802
SIRT1,HIST1H2BN,932
SIRT1,HIST2H2AC,955
SIRT1,PTEN,833
SIRT1,NFKB1,915
SIRT1,H2AFJ,912
SIRT1,SMARCD2,851
SIRT1,HES1,874
SIRT1,GABARAPL1,811
SIRT1,TP73,965
SIRT1,HIST1H2BH,924
SIRT1,HNF4A,755
SIRT1,CDH1,727
SIRT1,NOTCH1,733
SIRT1,CREBBP,863
SIRT1,ASF1A,733
SIRT1,HIST1H4K,862
SIRT1,PARP1,918
SIRT1,HSP90AA1,729
SIRT1,CDK2,754
SIRT1,MYOD1,961
SIRT1,SUV39H2,757
SIRT1,HIST1H1E,914
SIRT1,HDAC6,826
SIRT1,TAF1D,904
SIRT1,BAX,930
SIRT1,PPARA,834
SIRT1,FOSB,843
SIRT1,PPARGC1A,993
SIRT1,HSPA8,931
SIRT1,GATAD2A,901
SIRT1,FOXO3,999
SIRT1,HIST1H2BK,919
SIRT1,KAT5,905
SIRT1,HIST1H4J,862
SIRT1,EHMT2,749
SIRT1,IRS1,862
SIRT1,STK11,913
SIRT1,MTOR,866
SIRT1,HIST4H4,862
SIRT1,TERT,817
SIRT1,HDAC7,780
SIRT1,EP300,994
SIRT1,ATG7,859
SIRT1,HIST1H4I,862
SIRT1,HSPA1L,913
SIRT1,SOD2,905
SIRT1,CCAR2,988
SIRT1,ATG5,865
SIRT1,RICTOR,768
SIRT1,CHEK2,804
SIRT1,AKT1,944
SIRT1,HIST1H4L,862
SIRT1,HIST1H2BA,967
SIRT1,ADIPOQ,863
SIRT1,GAPDH,847
SIRT1,MDM2,703
SIRT1,STAT3,860
SIRT1,NBN,899
SIRT1,DNMT1,849
SIRT1,BDNF,770
SIRT1,TSC2,837
SIRT1,CDK6,758
SIRT1,AKT2,776
SIRT1,NAMPT,899
SIRT1,HIST1H2BO,924
SIRT1,TFAM,758
SIRT1,HDAC9,802
SIRT1,RELA,969
SIRT1,KAT2A,887
SIRT1,AR,980
SIRT1,HDAC4,988
SIRT1,H2AFV,950
SIRT1,USP22,820
SIRT1,NCOA2,926
SIRT1,VEGFA,719
SIRT1,HSPA1B,913
SIRT1,RRP8,946
SIRT1,ZEB1,774
SIRT1,HIST1H4A,862
SIRT1,HIST1H4C,862
SIRT1,NR1H2,716
SIRT1,UCP2,867
SIRT1,IL6,784
SIRT1,HIST1H4E,862
SIRT1,ACSS2,955
SIRT1,KAT2B,989
SIRT1,HIST1H4D,862
SIRT1,HIST2H3PS2,867
SIRT1,EZH2,868
SIRT1,HDAC8,851
SIRT1,HIF1A,716
SIRT1,HIST1H2BB,932
SIRT1,PML,953
SIRT1,PRMT1,794
SIRT1,FOXO4,985
SIRT1,CHD3,862
SIRT1,FOXA2,756
SIRT1,FOXG1,848
SIRT1,CTTN,750
SIRT1,HIST1H4H,862
SIRT1,RBBP7,932
SIRT1,WRN,842
SIRT1,HCFC1,710
SIRT2,PASD1,900
SIRT2,HDAC3,810
SIRT2,HIST2H4A,828
SIRT2,HIST1H4F,828
SIRT2,HDAC11,832
SIRT2,HDAC2,982
SIRT2,SUV39H1,949
SIRT2,HOXA10,940
SIRT2,HDAC10,769
SIRT2,BAHD1,900
SIRT2,RBBP4,923
SIRT2,BAZ2A,792
SIRT2,CSNK2A1,768
SIRT2,MTA2,919
SIRT2,FOXO1,902
SIRT2,CHD4,920
SIRT2,CHD5,754
SIRT2,MBD3,734
SIRT2,SIRT1,948
SIRT2,HDAC1,982
SIRT2,HIST1H4B,828
SIRT2,MTA1,764
SIRT2,WDTC1,822
SIRT2,MTA3,726
SIRT2,STAC3,710
SIRT2,HIST2H4B,828
SIRT2,TUBB2A,906
SIRT2,TP53,826
SIRT2,HIST1H4K,828
SIRT2,G6PD,712
SIRT2,HDAC6,881
SIRT2,GATAD2A,900
SIRT2,FOXO3,863
SIRT2,HIST1H4J,828
SIRT2,HIST4H4,828
SIRT2,TUBA1B,906
SIRT2,HDAC7,715
SIRT2,EP300,813
SIRT2,HIST1H4I,828
SIRT2,POLI,702
SIRT2,AKT1,749
SIRT2,HIST1H4L,828
SIRT2,NAMPT,727
SIRT2,ATAT1,757
SIRT2,HDAC9,769
SIRT2,RELA,775
SIRT2,KAT2A,819
SIRT2,HDAC4,811
SIRT2,RRP8,906
SIRT2,HIST1H4A,888
SIRT2,HIST1H4C,828
SIRT2,HIST1H4E,828
SIRT2,KAT2B,819
SIRT2,HIST1H4D,828
SIRT2,HIST2H3PS2,710
SIRT2,HDAC8,815
SIRT2,CHD3,773
SIRT2,HIST1H4H,828
SIRT2,RBBP7,923
SIRT3,NDUFA9,804
SIRT3,HDAC3,715
SIRT3,PPIF,848
SIRT3,HDAC11,833
SIRT3,HDAC2,789
SIRT3,HDAC10,752
SIRT3,HMGCS2,735
SIRT3,FOXO1,854
SIRT3,SDHA,813
SIRT3,HDAC1,813
SIRT3,WDTC1,822
SIRT3,IDH2,978
SIRT3,STAC3,729
SIRT3,XRCC6,859
SIRT3,ACSS1,985
SIRT3,TP53,873
SIRT3,CREB1,965
SIRT3,PARP1,815
SIRT3,HDAC6,793
SIRT3,PPARGC1A,979
SIRT3,FOXO3,943
SIRT3,OPA1,828
SIRT3,HDAC7,708
SIRT3,PDHA1,726
SIRT3,SOD2,987
SIRT3,GLUD1,942
SIRT3,NAMPT,769
SIRT3,HDAC9,753
SIRT3,HDAC4,795
SIRT3,GLUD2,918
SIRT3,ACSS2,963
SIRT3,KAT2B,720
SIRT3,HDAC8,787
SIRT3,NMNAT2,765
SIRT6,H2AFB1,905
SIRT6,HIST2H2BE,952
SIRT6,RBBP8,970
SIRT6,H2BFS,915
SIRT6,HDAC3,727
SIRT6,H2AFZ,941
SIRT6,HIST1H2BJ,913
SIRT6,HDAC11,833
SIRT6,HDAC2,778
SIRT6,HDAC10,758
SIRT6,HIST1H2AJ,907
SIRT6,MYC,960
SIRT6,HDAC1,803
SIRT6,HIST1H2BL,913
SIRT6,WDTC1,817
SIRT6,MAPK8,713
SIRT6,HIST1H2AC,905
SIRT6,HIST1H2BD,913
SIRT6,H2AFX,939
SIRT6,HIST1H2AD,905
SIRT6,STAC3,708
SIRT6,HIST1H2BM,913
SIRT6,XRCC6,846
SIRT6,TP53,842
SIRT6,HIST1H2BN,913
SIRT6,HIST2H2AC,942
SIRT6,H2AFJ,905
SIRT6,HIST1H2BH,913
SIRT6,PARP1,821
SIRT6,HDAC6,780
SIRT6,FOXO3,895
SIRT6,HIST1H2BK,914
SIRT6,SOD2,708
SIRT6,AKT1,833
SIRT6,HIST1H2BA,919
SIRT6,NAMPT,731
SIRT6,HIST1H2BO,913
SIRT6,HDAC9,738
SIRT6,RELA,788
SIRT6,PRKDC,751
SIRT6,KAT2A,761
SIRT6,HDAC4,783
SIRT6,H2AFV,920
SIRT6,KAT2B,758
SIRT6,HIST2H3PS2,811
SIRT6,HDAC8,796
SIRT6,HIF1A,913
SIRT6,HIST1H2BB,913
SIRT7,HDAC3,701
SIRT7,HDAC11,835
SIRT7,HDAC2,797
SIRT7,POLR1E,767
SIRT7,HDAC10,761
SIRT7,FOXO1,760
SIRT7,HDAC1,811
SIRT7,MYBBP1A,707
SIRT7,WDTC1,816
SIRT7,STAC3,702
SIRT7,XRCC6,728
SIRT7,TP53,851
SIRT7,HDAC6,780
SIRT7,FOXO3,835
SIRT7,NAMPT,731
SIRT7,HDAC9,748
SIRT7,KAT2A,711
SIRT7,HDAC4,785
SIRT7,HIST1H4A,731
SIRT7,KAT2B,716
SIRT7,HDAC8,798
SIRT7,ANKRD52,781
SMAD1,ZFYVE16,968
SMAD1,ACVR1,977
SMAD1,CBFB,902
SMAD1,RUNX2,820
SMAD1,TGFB1,939
SMAD1,HFE2,928
SMAD1,UBE2D3,906
SMAD1,PPM1A,943
SMAD1,ATF2,901
SMAD1,PPP1CA,902
SMAD1,ACVR2B,965
SMAD1,BMP4,974
SMAD1,ENG,946
SMAD1,GSK3B,759
SMAD1,NKX2-5,917
SMAD1,CTDSP2,932
SMAD1,USP15,930
SMAD1,CAV1,909
SMAD1,BMP7,967
SMAD1,UBB,906
SMAD1,CTCF,912
SMAD1,SMAD3,931
SMAD1,TGFB3,923
SMAD1,SMAD2,935
SMAD1,RGMB,908
SMAD1,SMURF1,978
SMAD1,TGFBR2,941
SMAD1,AMHR2,928
SMAD1,AMH,922
SMAD1,RPS27A,909
SMAD1,ACVR2A,966
SMAD1,TGFBR1,975
SMAD1,GDF2,938
SMAD1,BMP2,975
SMAD1,HMGA2,834
SMAD1,SMAD7,954
SMAD1,BMP6,947
SMAD1,ACVRL1,970
SMAD1,UBC,932
SMAD1,CSNK2B,900
SMAD1,SMAD6,952
SMAD1,SKIL,728
SMAD1,PPP1R15A,905
SMAD1,SKI,983
SMAD1,SMAD9,917
SMAD1,YAP1,915
SMAD1,NEDD4L,765
SMAD1,BMPR2,964
SMAD1,SMAD5,908
SMAD1,NUP214,963
SMAD1,CTDSP1,932
SMAD1,KEAP1,902
SMAD1,MAPK3,938
SMAD1,ZFYVE9,858
SMAD1,UBA52,907
SMAD1,NEDD4,816
SMAD1,GATA4,935
SMAD1,SMURF2,984
SMAD1,SMAD4,984
SMAD1,CTDSPL,932
SMAD1,RGMA,906
SMAD1,UBE2D1,907
SMAD1,MAPK1,959
SMAD1,TGFB2,922
SMAD1,BMPR1A,982
SMAD1,BMPR1B,968
SMAD2,ERBB2IP,719
SMAD2,RUNX2,822
SMAD2,TGFB1,987
SMAD2,NUP153,948
SMAD2,WWP1,766
SMAD2,PPM1A,971
SMAD2,CDKN2B,951
SMAD2,MED15,972
SMAD2,FOXH1,991
SMAD2,HGF,700
SMAD2,CTDSP2,912
SMAD2,CCNC,913
SMAD2,SP1,956
SMAD2,SIN3A,923
SMAD2,FGF2,732
SMAD2,BMP7,734
SMAD2,INS,711
SMAD2,NANOG,956
SMAD2,SNAI1,787
SMAD2,RNF111,974
SMAD2,SMAD3,995
SMAD2,HDAC2,931
SMAD2,CFC1,933
SMAD2,NODAL,960
SMAD2,NCOR1,926
SMAD2,PBX1,933
SMAD2,SMURF1,985
SMAD2,TGFBR2,979
SMAD2,TGIF2,932
SMAD2,SIN3B,905
SMAD2,DYNLRB1,901
SMAD2,EPAS1,909
SMAD2,TGFBR1,997
SMAD2,KLF4,972
SMAD2,MMP2,767
SMAD2,UBC,945
SMAD2,SMAD6,910
SMAD2,RBBP4,909
SMAD2,CDK8,953
SMAD2,CAMK2A,950
SMAD2,TGIF1,977
SMAD2,WWTR1,954
SMAD2,FOXO1,953
SMAD2,SMAD9,749
SMAD2,NEDD4L,991
SMAD2,BMPR2,951
SMAD2,NUP214,951
SMAD2,CHRD,710
SMAD2,KEAP1,912
SMAD2,ZEB2,748
SMAD2,SNIP1,952
SMAD2,ZFYVE9,999
SMAD2,UBA52,906
SMAD2,CTNNB1,769
SMAD2,MYC,975
SMAD2,AXIN1,733
SMAD2,HDAC1,959
SMAD2,SALL4,918
SMAD2,SMAD4,997
SMAD2,CTDSPL,933
SMAD2,NCOR2,918
SMAD2,MAPK1,981
SMAD2,MMP9,712
SMAD2,BMPR1A,951
SMAD2,E2F4,949
SMAD2,FN1,771
SMAD2,TGFBRAP1,950
SMAD2,CTBP1,923
SMAD2,ZSCAN10,905
SMAD2,INHBA,943
SMAD2,ZFYVE16,983
SMAD2,JUN,750
SMAD2,ACVR1,957
SMAD2,CDK9,941
SMAD2,MAPK8,798
SMAD2,CCNT2,903
SMAD2,CITED1,924
SMAD2,MAP3K1,926
SMAD2,UBE2D3,910
SMAD2,SOX9,793
SMAD2,DAB2,971
SMAD2,SAP30,904
SMAD2,PIAS3,947
SMAD2,ACVR2B,989
SMAD2,BMP4,870
SMAD2,E2F5,927
SMAD2,TP53,817
SMAD2,LEMD3,792
SMAD2,DRAP1,940
SMAD2,TFAP2B,904
SMAD2,NKX2-5,933
SMAD2,USP15,951
SMAD2,TFDP1,904
SMAD2,INHBB,946
SMAD2,CAV1,958
SMAD2,PMEPA1,940
SMAD2,SERPINE1,974
SMAD2,UBB,929
SMAD2,JUNB,922
SMAD2,TGFB3,960
SMAD2,CUL1,829
