Interactor1,Category1,Interactor2,Category2,Methods,Databases_source,References,Score
CD274,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
CD274,mRNA,TFAP2A,protein,ChIP-seq,ChIPBase,None,0.5483
CD274,mRNA,STAT2,protein,ChIP-seq,ChIPBase,None,0.5483
CD274,mRNA,AR,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,ZNF263,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,CTCF,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,FXR2,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,RAD21,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,PPARG,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,RXRA,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,IGF2BP3,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,ETS1,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,U2AF2,protein,CLIP-seq,RAID//starBase,26641092,0.5483
CEBPB,mRNA,NR3C1,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,RTCB,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,NELFE,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,GTF2B,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,JUND,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,FMR1,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,NR2C2,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,CELF1,protein,EMSA (electrophoretic mobility shift assay)//Nucleic acid uv cross-linking assay,RAID,12242300,0.8808
CEBPB,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,TAF15,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,ESRRA,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,FOXP2,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,STAT1,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,IRF4,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,MED12,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,ELAVL1,protein,RIP (RNA Immunoprecipitation)//RT-PCR//Pull down Assay//EMSA (electrophoretic mobility shift assay)//Western Blot//CLIP-seq,RAID//starBase,17288991//21343335,0.997
CEBPB,mRNA,TIA1,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,SMARCA4,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,SREBF1,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,LIN28B,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,POU2F2,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,EP300,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,SMARCC2,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,HNRNPC,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,TNRC6A,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,EBF1,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,FOS,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,IGF2BP1,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,E2F1,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,PUM2,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,CEBPA,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,TFAP2A,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,REST,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,ZC3H7B,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,CALR,protein,EMSA (electrophoretic mobility shift assay)//Nucleic acid uv cross-linking assay,RAID,12242300,0.8808
CEBPB,mRNA,YY1,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,NRF1,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,AR,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,TCF12,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,HEY1,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,EWSR1,protein,CLIP-seq,starBase,None,0.5483
CEBPB,mRNA,FOSL2,protein,ChIP-seq,ChIPBase,None,0.5483
CEBPB,mRNA,SP1,protein,ChIP-seq,ChIPBase,None,0.5483
CFTR,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
CFTR,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
CFTR,mRNA,JUND,protein,ChIP-seq,ChIPBase,None,0.5483
CFTR,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
CFTR,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
CFTR,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
CFTR,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
CFTR,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
CFTR,mRNA,SUZ12,protein,ChIP-seq,ChIPBase,None,0.5483
CFTR,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
CFTR,mRNA,AR,protein,ChIP-seq,ChIPBase,None,0.5483
CFTR,mRNA,STAT1,protein,ChIP-seq,ChIPBase,None,0.5483
CFTR,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
CFTR,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,ZNF263,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,CEBPA,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,TIA1,protein,CLIP-seq,starBase,None,0.5483
COL18A1,mRNA,REST,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,NR3C1,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,BCL3,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,NR2C2,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
COL18A1,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,SETDB1,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,SPDEF,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
COL18A1,mRNA,FMR1,protein,CLIP-seq,starBase,None,0.5483
COL18A1,mRNA,PBX3,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
COL18A1,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
COL18A1,mRNA,ESRRA,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,CEBPB,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,AR,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,HEY1,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
COL18A1,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
COL18A1,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
COL18A1,mRNA,SRSF1,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,POU2F2,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,STAT1,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,IRF4,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,ELAVL1,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,JUND,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,FMR1,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,LARP6,protein,Western Blot//EMSA (electrophoretic mobility shift assay)//RT-PCR//Nucleic acid uv cross-linking assay,RAID,25692237//19917293,0.982
COL1A1,mRNA,IGF2BP2,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,PCBP1,protein,Western Blot,RAID,14973140,0.7311
COL1A1,mRNA,RAD21,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,EBF1,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,PCBP2,protein,EMSA (electrophoretic mobility shift assay)//Competition binding,RAID,11058131,0.8808
COL1A1,mRNA,IGF2BP3,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,IGF2BP1,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,HNRNPC,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,TNRC6A,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,U2AF2,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,NCBP3,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,TIA1,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,SP1,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,NFYB,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A1,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
COL1A1,mRNA,CTCF,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,STAT2,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,REST,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,LARP6,protein,Western Blot//EMSA (electrophoretic mobility shift assay),RAID,25692237,0.8808
COL1A2,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,RAD21,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
COL1A2,mRNA,NFE2,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
COL1A2,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,NFYB,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,CTCF,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,STAT1,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
COL1A2,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
COL3A1,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
COL3A1,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
COL3A1,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
COL3A1,mRNA,HNRNPC,protein,CLIP-seq,starBase,None,0.5483
COL3A1,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
COL3A1,mRNA,PPARG,protein,ChIP-seq,ChIPBase,None,0.5483
COL3A1,mRNA,TIA1,protein,CLIP-seq,starBase,None,0.5483
COL3A1,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
COL3A1,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
COL3A1,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
COL3A1,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
COMP,mRNA,SUZ12,protein,ChIP-seq,ChIPBase,None,0.5483
COMP,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
COMP,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
COMP,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
COMP,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
COMP,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
COMP,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
CXCL12,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
CXCL12,mRNA,EP300,protein,ChIP-seq,ChIPBase,None,0.5483
CXCL12,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
CXCL12,mRNA,CTCF,protein,ChIP-seq,ChIPBase,None,0.5483
CXCL12,mRNA,FOSL2,protein,ChIP-seq,ChIPBase,None,0.5483
CXCL12,mRNA,RAD21,protein,ChIP-seq,ChIPBase,None,0.5483
CXCL12,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
CXCL12,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
CXCL12,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
CXCL12,mRNA,REST,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR2,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR2,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR2,mRNA,NFYA,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR2,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR2,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR2,mRNA,NFYB,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,RAD21,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,SMARCA4,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,EBF1,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,NR2C2,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,POU2F2,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,PBX3,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,IGF2BP3,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,U2AF2,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,RTCB,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,BATF,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,SUZ12,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,ETS1,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,IGF2BP2,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,EP300,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,TCF12,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,NRF1,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,BCL11A,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,HNRNPC,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,ELAVL1,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,TIA1,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,REST,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,PUM2,protein,CLIP-seq,starBase,None,0.5483
CXCR4,mRNA,FOXH1,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,BCL3,protein,ChIP-seq,ChIPBase,None,0.5483
CXCR4,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
DCN,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
DCN,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
DCN,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
DCN,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
DCN,mRNA,IGF2BP2,protein,CLIP-seq,starBase,None,0.5483
DCN,mRNA,BDP1,protein,ChIP-seq,ChIPBase,None,0.5483
DCN,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
DCN,mRNA,RAD21,protein,ChIP-seq,ChIPBase,None,0.5483
DCN,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
DCN,mRNA,CEBPA,protein,ChIP-seq,ChIPBase,None,0.5483
DCN,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
DCN,mRNA,CTCF,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,POU5F1,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,NR3C1,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,SRSF1,protein,CLIP-seq,starBase,None,0.5483
EDN1,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,SMARCC2,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,JUND,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,U2AF2,protein,CLIP-seq,starBase,None,0.5483
EDN1,mRNA,IRF4,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
EDN1,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,CTCF,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
EDN1,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
EDN1,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,STAT1,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,POLR3A,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,POU2F2,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,TCF12,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,REST,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,BATF,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,RAD21,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,CEBPA,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,EBF1,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
EDN1,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
EGF,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
EGF,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
EGF,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
EGF,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
EGF,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
EGF,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
EGF,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
EGF,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
EGF,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
EGF,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
EGF,mRNA,U2AF2,protein,CLIP-seq,starBase,None,0.5483
EGF,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
EGF,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
EGFR,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,NR3C1,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,TFAP2A,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,SMARCC2,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,ZC3H7B,protein,CLIP-seq,starBase,None,0.5483
EGFR,mRNA,U2AF2,protein,CLIP-seq,starBase,None,0.5483
EGFR,mRNA,SMARCA4,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
EGFR,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
EGFR,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,ZNF263,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,IGF2BP3,protein,CLIP-seq,starBase,None,0.5483
EGFR,mRNA,TIA1,protein,CLIP-seq,starBase,None,0.5483
EGFR,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
EGFR,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
EGFR,mRNA,HEY1,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,EP300,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
EGFR,mRNA,FMR1,protein,CLIP-seq,starBase,None,0.5483
EGFR,mRNA,IGF2BP2,protein,CLIP-seq,starBase,None,0.5483
EGFR,mRNA,E2F1,protein,ChIP-seq,ChIPBase,None,0.5483
EGFR,mRNA,IGF2BP1,protein,CLIP-seq,starBase,None,0.5483
