relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmids	resource
GNBR::J::Gene:Disease	83 kDa RNase L	Gene	ENTREZ:6041	CFS	Disease	MONDO:0005404	"The 2-5A synthetase/RNase L pathway in CFS patients appears to be both up-regulated (i.e. increased levels of bioactive 2-5A synthetase and increased activity of the RNase L enzyme) and deregulated (elastase and calpain initiate 83 kDa RNase L proteolysis, generating two major fragments with molecular masses of 37 and 30 kDa, respectively)."	16277015	CustomKB
GNBR::Md::Gene:Disease	alpha-1-macroglobulin	Gene	ENTREZ:2	CFS	Disease	MONDO:0005404	"The proteins were alpha-1-macroglobulin, amyloid precursor-like protein 1, keratin 16, orosomucoid 2 and pigment epithelium-derived factor."	16321154	CustomKB
GNBR::Md::Gene:Disease	amyloid precursor-like protein 1	Gene	ENTREZ:333	CFS	Disease	MONDO:0005404	"The proteins were alpha-1-macroglobulin, amyloid precursor-like protein 1, keratin 16, orosomucoid 2 and pigment epithelium-derived factor."	16321154	CustomKB
GNBR::Md::Gene:Disease	keratin 16	Gene	ENTREZ:3868	CFS	Disease	MONDO:0005404	"The proteins were alpha-1-macroglobulin, amyloid precursor-like protein 1, keratin 16, orosomucoid 2 and pigment epithelium-derived factor."	16321154	CustomKB
GNBR::Md::Gene:Disease	orosomucoid 2	Gene	ENTREZ:5005	CFS	Disease	MONDO:0005404	"The proteins were alpha-1-macroglobulin, amyloid precursor-like protein 1, keratin 16, orosomucoid 2 and pigment epithelium-derived factor."	16321154	CustomKB
GNBR::Md::Gene:Disease	pigment epithelium-derived factor	Gene	ENTREZ:5176	CFS	Disease	MONDO:0005404	"The proteins were alpha-1-macroglobulin, amyloid precursor-like protein 1, keratin 16, orosomucoid 2 and pigment epithelium-derived factor."	16321154	CustomKB
GNBR::Md::Gene:Disease	WASF3	Gene	ENTREZ:10810	CFS	Disease	MONDO:0005404	"In particular, the gene WASF3 (aka WAVE3) possibly regulates brain cytokines involved in the mechanism of fatigue through the p38 MAPK regulatory pathway."	21584188	CustomKB
GNBR::Md::Gene:Disease	IL-1α	Gene	ENTREZ:3552	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"These preliminary results suggest that IL-1α, 6 and 8 adjusted for illness duration may serve as robust biomarkers, independent of age, in screening for ME/CFS."	26965484	CustomKB
GNBR::Md::Gene:Disease	IL-6	Gene	ENTREZ:3569	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"These preliminary results suggest that IL-1α, 6 and 8 adjusted for illness duration may serve as robust biomarkers, independent of age, in screening for ME/CFS."	26965484	CustomKB
GNBR::Md::Gene:Disease	IL-8	Gene	ENTREZ:3576	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"These preliminary results suggest that IL-1α, 6 and 8 adjusted for illness duration may serve as robust biomarkers, independent of age, in screening for ME/CFS."	26965484	CustomKB
GNBR::Md::Gene:Disease	LPS-binding protein (LBP)	Gene	ENTREZ:3929	ME/CFS	Disease	MONDO:0005404	"We observed elevated levels of some blood markers for microbial translocation in ME/CFS patients; levels of LPS, LBP, and sCD14 were elevated in ME/CFS subjects."	27338587	CustomKB
GNBR::Md::Gene:Disease	soluble CD14 (sCD14)	Gene	ENTREZ:929	ME/CFS	Disease	MONDO:0005404	"We observed elevated levels of some blood markers for microbial translocation in ME/CFS patients; levels of LPS, LBP, and sCD14 were elevated in ME/CFS subjects."	27338587	CustomKB
GNBR::Md::Gene:Disease	activin B	Gene	ENTREZ:90	CFS/ME	Disease	MONDO:0005404	"Elevated activin B levels together with normal activin A levels identified patients with the diagnostic symptoms of CFS/ME, thus providing a novel serum based test."	28302133	CustomKB
GNBR::Md::Gene:Disease	TGF-β	Gene	ENTREZ:7040	ME/CFS	Disease	MONDO:0005404	"On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls."	28760971	CustomKB
GNBR::Md::Gene:Disease	resistin	Gene	ENTREZ:56729	ME/CFS	Disease	MONDO:0005404	"On average, TGF-β was elevated (P = 0.0052) and resistin was lower (P = 0.0052) in patients compared with controls."	28760971	CustomKB
GNBR::Md::Gene:Disease	CCL11 (Eotaxin-1)	Gene	ENTREZ:6356	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	CXCL1 (GROα)	Gene	ENTREZ:2919	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	CXCL10 (IP-10)	Gene	ENTREZ:3627	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	IFN-γ	Gene	ENTREZ:3458	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	IL-5	Gene	ENTREZ:3567	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	IL-4	Gene	ENTREZ:3565	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	IL-7	Gene	ENTREZ:3574	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	IL-12p70	Gene	ENTREZ:3593	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	IL-13	Gene	ENTREZ:3596	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	IL-17F	Gene	ENTREZ:112744	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	leptin	Gene	ENTREZ:3952	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	G-CSF	Gene	ENTREZ:1440	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	GM-CSF	Gene	ENTREZ:1437	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	LIF	Gene	ENTREZ:3976	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	NGF	Gene	ENTREZ:4803	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	SCF	Gene	ENTREZ:4254	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	TGF-α	Gene	ENTREZ:7039	ME/CFS	Disease	MONDO:0005404	"Seventeen cytokines had a statistically significant upward linear trend that correlated with ME/CFS severity: CCL11 (Eotaxin-1), CXCL1 (GROα), CXCL10 (IP-10), IFN-γ, IL-4, IL-5, IL-7, IL-12p70, IL-13, IL-17F, leptin, G-CSF, GM-CSF, LIF, NGF, SCF, and TGF-α."	28760971	CustomKB
GNBR::Md::Gene:Disease	CD40L	Gene	ENTREZ:959	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	"The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1."	29426834	CustomKB
GNBR::Md::Gene:Disease	platelet activator inhibitor	Gene	ENTREZ:5196	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	"The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1."	29426834	CustomKB
GNBR::Md::Gene:Disease	interleukin 1-β	Gene	ENTREZ:3553	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	"The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1."	29426834	CustomKB
GNBR::Md::Gene:Disease	interferon-α	Gene	ENTREZ:111654	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	"The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1."	29426834	CustomKB
GNBR::Md::Gene:Disease	CXCL1	Gene	ENTREZ:2919	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	"The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1."	29426834	CustomKB
GNBR::Md::Gene:Disease	activin B	Gene	ENTREZ:3625	ME/CFS	Disease	MONDO:0005404	"On direct comparison of ME/CFS to study controls, only serum activin B was significantly elevated, with no significant variation observed for a broad range of serum and urine markers, or other serum cytokines."	29650052	CustomKB
GNBR::Md::Gene:Disease	phenylalanine	Gene	ENTREZ:5053	CFS	Disease	MONDO:0005404	"Interestingly, phenylalanine can be used as a potential biomarker for the diagnosis of CFS by SCRM."	30207334	CustomKB
GNBR::Md::Gene:Disease	creatine kinase (CK)	Gene	ENTREZ:5286	ME/CFS	Disease	MONDO:0005404	"Our results show that routine creatine kinase (CK) blood values, plasma EVs physical characteristics (including counts, size and zeta-potential), and a limited number of differentially expressed PBMC and EV miRNAs appear significantly associated with severe ME/CFS (p < 0.05)."	32034172	CustomKB
GNBR::Md::Gene:Disease	corticotropin-releasing factor receptor type 2 (CRFR2)	Gene	ENTREZ:1395	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"The trial supports the hypothesis that CRFR2 is upregulated in ME/CFS, and that acute CRFR2 agonism may be a viable treatment approach warranting further study."	34539356	CustomKB
GNBR::Md::Gene:Disease	non-coding RNA (ncRNA)	Gene	ENTREZ:552853	CFS	Disease	MONDO:0005404	"In this review, we discuss the infectious, genetic, and hormonal components that may be involved in CFS pathogenesis, we scrutinize the role of gut microbiota in disease progression, we highlight the potential of non-coding RNA (ncRNA) for the development of diagnostic tools and briefly mention the possibility of SARS-CoV-2 infection causing CFS."	34682909	CustomKB
GNBR::Md::Gene:Disease	nitric oxide synthase (eNOS)	Gene	ENTREZ:4846	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"In conclusion, this study in vitro shows a decreased NO production in HUVECs exposed to plasma from ME/CFS patients, suggesting an unreported role of eNOS in the pathophysiology of this disease."	35074481	CustomKB
GNBR::Md::Gene:Disease	transient receptor potential melastatin 3 (TRPM3)	Gene	ENTREZ:80036	ME/CFS	Disease	MONDO:0005404	"Collectively, these findings validate that TRPM3 loss of function results in altered Ca2+ influx supporting the growing evidence that ME/CFS is a TRP ion channel disorder and that NTX provides a potential therapeutic intervention for ME/CFS."	35172836	CustomKB
GNBR::Md::Gene:Disease	Endothelin-1 (ET-1)	Gene	ENTREZ:1906	Post-COVID Syndrome (PCS)	Disease	MONDO:0100233	The ET-1 concentration was significantly elevated in both ME/CFS and PCS patients compared to HCs and PCHCs.	35317812	CustomKB
GNBR::Md::Gene:Disease	Endothelin-1 (ET-1)	Gene	ENTREZ:1906	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	The ET-1 concentration was significantly elevated in both ME/CFS and PCS patients compared to HCs and PCHCs.	35317812	CustomKB
GNBR::Md::Gene:Disease	IL-13	Gene	ENTREZ:3596	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"From analyses using receiver operating characteristic statistics, the students who had had severe gastrointestinal symptoms of stomach pain, bloating, and an irritable bowel at baseline and who also had abnormally low levels of the immune markers IL-13 and/or IL-5 at baseline, as well as severe gastrointestinal symptoms when then contracted IM, were found to have a nearly 80% chance of having severe ME/CFS persisting six months following IM."	35350440	CustomKB
GNBR::Md::Gene:Disease	IL-5	Gene	ENTREZ:3567	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"From analyses using receiver operating characteristic statistics, the students who had had severe gastrointestinal symptoms of stomach pain, bloating, and an irritable bowel at baseline and who also had abnormally low levels of the immune markers IL-13 and/or IL-5 at baseline, as well as severe gastrointestinal symptoms when then contracted IM, were found to have a nearly 80% chance of having severe ME/CFS persisting six months following IM."	35350440	CustomKB
GNBR::Md::Gene:Disease	TGFB	Gene	ENTREZ:7040	ME/CFS	Disease	MONDO:0005404	"We propose that disrupted TGFB signaling in ME/CFS may play a role in disrupting physiological rhythms in sleep, activity, and cognition, leading to the insomnia, energy disturbances, cognition problems, depression, and autonomic dysfunction associated with ME/CFS."	35465246	CustomKB
GNBR::Md::Gene:Disease	fibronectin (FN1)	Gene	ENTREZ:2335	Myalgic Encephalomyelitis/ Chronic Fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	Finding of increased circulating FN1 and depletion of (n)IgM-FN1 as a biomarker for the severity of both ME/CFS and long COVID has an immediate implication in diagnostics and development of treatment modalities.	37425897	CustomKB
GNBR::Md::Gene:Disease	fibronectin (FN1)	Gene	ENTREZ:14268	long COVID	Disease	MONDO:0100233	Finding of increased circulating FN1 and depletion of (n)IgM-FN1 as a biomarker for the severity of both ME/CFS and long COVID has an immediate implication in diagnostics and development of treatment modalities.	37425897	CustomKB
GNBR::Md::Gene:Disease	IgM against fibronectin ((n)IgM-FN1)	Gene	ENTREZ:959	Myalgic Encephalomyelitis/ Chronic Fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	Finding of increased circulating FN1 and depletion of (n)IgM-FN1 as a biomarker for the severity of both ME/CFS and long COVID has an immediate implication in diagnostics and development of treatment modalities.	37425897	CustomKB
GNBR::Md::Gene:Disease	IgM against fibronectin ((n)IgM-FN1)	Gene	ENTREZ:959	long COVID	Disease	MONDO:0100233	Finding of increased circulating FN1 and depletion of (n)IgM-FN1 as a biomarker for the severity of both ME/CFS and long COVID has an immediate implication in diagnostics and development of treatment modalities.	37425897	CustomKB
GNBR::Md::Gene:Disease	ATG13	Gene	ENTREZ:9776	ME/CFS	Disease	MONDO:0005404	"Collectively, our results suggest that an impairment of autophagy following the release of ATG13 into serum could be a pathological signal in ME/CFS."	35487443	CustomKB
GNBR::Md::Gene:Disease	TNF-α	Gene	ENTREZ:7124	post-COVID-19	Disease	MONDO:0100233	TNF-α could be a promising biomarker for predicting pulmonary complications and may be a potential target for therapeutic intervention in patients with post-COVID-19 complications.	37445288	CustomKB
GNBR::Md::Gene:Disease	anti-M4 AchR	Gene	ENTREZ:1132	ME/CFS	Disease	MONDO:0005404	Elevated levels of antibodies against β2AdR and M4 receptors in ME/CFS patients support their usage as clinical biomarkers in the diagnostic algorithm of ME/CFS.	36300129	CustomKB
GNBR::Md::Gene:Disease	anti-β2AdR	Gene	ENTREZ:154	ME/CFS	Disease	MONDO:0005404	Elevated levels of antibodies against β2AdR and M4 receptors in ME/CFS patients support their usage as clinical biomarkers in the diagnostic algorithm of ME/CFS.	36300129	CustomKB
GNBR::Md::Gene:Disease	Interleukin 6	Gene	ENTREZ:3570	long COVID	Disease	MONDO:0100233	"Of these, up-regulated Interleukin 6, C-reactive protein, and tumor necrosis factor alpha might serve as the potential diagnostic biomarkers for long COVID."	36744129	CustomKB
GNBR::Md::Gene:Disease	C-reactive protein	Gene	ENTREZ:1401	long COVID	Disease	MONDO:0100233	"Of these, up-regulated Interleukin 6, C-reactive protein, and tumor necrosis factor alpha might serve as the potential diagnostic biomarkers for long COVID."	36744129	CustomKB
GNBR::Md::Gene:Disease	tumor necrosis factor alpha	Gene	ENTREZ:7124	long COVID	Disease	MONDO:0100233	"Of these, up-regulated Interleukin 6, C-reactive protein, and tumor necrosis factor alpha might serve as the potential diagnostic biomarkers for long COVID."	36744129	CustomKB
GNBR::Md::Gene:Disease	P-SEL	Gene	ENTREZ:6403	Long-COVID	Disease	MONDO:0100233	"Vascular transformation blood biomarkers were significantly elevated in Long-COVID, with angiogenesis markers (ANG-1/P-SEL) providing classification accuracy of 96%."	36217108	CustomKB
GNBR::Md::Gene:Disease	ANG-1	Gene	ENTREZ:284	Long-COVID	Disease	MONDO:0100233	"Vascular transformation blood biomarkers were significantly elevated in Long-COVID, with angiogenesis markers (ANG-1/P-SEL) providing classification accuracy of 96%."	36217108	CustomKB
GNBR::Md::Gene:Disease	long COVID	Disease	MONDO:0100233	B2M	Gene	ENTREZ:567	"The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	long COVID	Disease	MONDO:0100233	SOD1	Gene	ENTREZ:6647	"The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	long COVID	Disease	MONDO:0100233	BCL2	Gene	ENTREZ:596	"The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	long COVID	Disease	MONDO:0100233	EGF	Gene	ENTREZ:1950	" The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	long COVID	Disease	MONDO:0100233	SERPINE1	Gene	ENTREZ:5054	" The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	long COVID	Disease	MONDO:0100233	S100A8	Gene	ENTREZ:6279	"The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	long COVID	Disease	MONDO:0100233	S100A9	Gene	ENTREZ:6280	"The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	long COVID	Disease	MONDO:0100233	HMGB1	Gene	ENTREZ:3146	" The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	CXCL8	Gene	ENTREZ:3576	"The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	B2M	Gene	ENTREZ:567	"The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	SOD1	Gene	ENTREZ:6647	"The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	BCL2	Gene	ENTREZ:596	"The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	EGF	Gene	ENTREZ:1950	"The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	SERPINE1	Gene	ENTREZ:5054	"The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	S100A8	Gene	ENTREZ:6279	" The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	S100A9	Gene	ENTREZ:6280	"The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	HMGB1	Gene	ENTREZ:3146	" The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	long COVID	Disease	MONDO:0100233	CD8A	Gene	ENTREZ:925	"According to the degree in the PPI network, the top 5 hub proteins as IL-6, IL-1B, CD8A, TP53, and CXCL8 were listed through the cytoHubba plugin."	36189286	CustomKB
GNBR::Md::Gene:Disease	long COVID	Disease	MONDO:0100233	TP53	Gene	ENTREZ:7157	" According to the degree in the PPI network, the top 5 hub proteins as IL-6, IL-1B, CD8A, TP53, and CXCL8 were listed through the cytoHubba plugin."	36189286	CustomKB
GNBR::Md::Gene:Disease	long COVID	Disease	MONDO:0100233	CXCL8	Gene	ENTREZ:3576	"The gene ontology analysis of common genes (CXCL8, B2M, SOD1, BCL2, EGF, SERPINE1, S100A8, S100A9, and HMGB1)."	36189286	CustomKB
GNBR::Md::Gene:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	CD8A	Gene	ENTREZ:925	" According to the degree in the PPI network, the top 5 hub proteins as IL-6, IL-1B, CD8A, TP53, and CXCL8 were listed through the cytoHubba plugin."	36189286	CustomKB
GNBR::Md::Gene:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	TP53	Gene	ENTREZ:7157	"According to the degree in the PPI network, the top 5 hub proteins as IL-6, IL-1B, CD8A, TP53, and CXCL8 were listed through the cytoHubba plugin."	36189286	CustomKB
GNBR::Md::Gene:Disease	neuropeptide Y	Gene	ENTREZ:4852	Chronic fatigue syndrome	Disease	MONDO:0005404	"The significant correlations of NPY with stress, negative mood, general health, depression and cognitive function strongly suggest that this peptide be considered as a biomarker to distinguish subsets of CFS."	21190576	CustomKB
GNBR::Md::Gene:Disease	IgM	Gene	ENTREZ:959	long COVID	Disease	MONDO:0100233	"We discover an immunoglobulin (Ig) signature, based on total IgM and IgG3 levels, which - combined with age, history of asthma bronchiale, and five symptoms during primary infection - is able to predict the risk of PACS independently of timepoint of blood sampling."	35078982	CustomKB
GNBR::Md::Gene:Disease	IgG3	Gene	ENTREZ:3502	long COVID	Disease	MONDO:0100233	"We discover an immunoglobulin (Ig) signature, based on total IgM and IgG3 levels, which - combined with age, history of asthma bronchiale, and five symptoms during primary infection - is able to predict the risk of PACS independently of timepoint of blood sampling."	35078982	CustomKB
GNBR::Md::Gene:Disease	activin B	Gene	ENTREZ:11479	chronic fatigue syndrome/myalgic encephalomyelitis (CFS/ME)	Disease	MONDO:0005404	"Serum activin B levels for CFS/ME participants were significantly elevated when compared to the study controls, as well as the established reference interval. Serum activin A and follistatin were within their normal ranges."	28302133	CustomKB
