relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmids	resource
biomarker	pyruvate/isocitrate	Metabolite	HMDB:HMDB0011111	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomKB
biomarker	ornithine	Metabolite	HMDB:HMDB0000214	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomKB
biomarker	pyruvate	Metabolite	HMDB:HMDB0011111	CFS	Disease	MONDO:0005404	The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls	27725700	CustomKB
biomarker	interleukin 1-β	Gene	ENTREZ:3553	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	"The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1. In conclusion, cytokine profiling following exercise may help differentiate patients with ME/CFS from sedentary controls."	29426834	CustomKB
biomarker	interferon-α	Gene	ENTREZ:3454	Myalgic Encephalomyelitis or Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	"The most discriminatory cytokines post exercise were CD40L, platelet activator inhibitor, interleukin 1-β, interferon-α and CXCL1. In conclusion, cytokine profiling following exercise may help differentiate patients with ME/CFS from sedentary controls."	29426834	CustomKB
biomarker	POLR2I	Gene	ENTREZ:5438	cardiac disease	Disease	MONDO:0005267	PM2.5 exposure is strongly linked to cardiac disease. Subtle epigenetic or transcriptional alterations induced by PM2.5 might contribute to pathogenesis and disease susceptibility of cardiac disease.	30286548	CustomKB
biomarker	BRIX1	Gene	ENTREZ:55299	cardiac disease	Disease	MONDO:0005267	"PPI network analysis revealed 6 novel genes (POLR2I, LEP, BRIX1, ADCY6, INSL3, RARS). Those genes were then verified by qRT-PCR. Thus, in AC16, PM2.5 alters the methylome and transcriptome of genes might be relevant for PM2.5-/heart-associated diseases."	30286548	CustomKB
biomarker	INSL3	Gene	ENTREZ:3640	cardiac disease	Disease	MONDO:0005267	"PPI network analysis revealed 6 novel genes (POLR2I, LEP, BRIX1, ADCY6, INSL3, RARS). Those genes were then verified by qRT-PCR. Thus, in AC16, PM2.5 alters the methylome and transcriptome of genes might be relevant for PM2.5-/heart-associated diseases."	30286548	CustomKB
biomarker	LEP	Gene	ENTREZ:3952	cardiac disease	Disease	MONDO:0005267	PM2.5 exposure is strongly linked to cardiac disease. Subtle epigenetic or transcriptional alterations induced by PM2.5 might contribute to pathogenesis and disease susceptibility of cardiac disease.	30286548	CustomKB
biomarker	ADCY6	Gene	ENTREZ:112	cardiac disease	Disease	MONDO:0005267	"PPI network analysis revealed 6 novel genes (POLR2I, LEP, BRIX1, ADCY6, INSL3, RARS). Those genes were then verified by qRT-PCR. Thus, in AC16, PM2.5 alters the methylome and transcriptome of genes might be relevant for PM2.5-/heart-associated diseases."	30286548	CustomKB
biomarker	RARS	Gene	ENTREZ:5917	cardiac disease	Disease	MONDO:0005267	"PPI network analysis revealed 6 novel genes (POLR2I, LEP, BRIX1, ADCY6, INSL3, RARS). Those genes were then verified by qRT-PCR. Thus, in AC16, PM2.5 alters the methylome and transcriptome of genes might be relevant for PM2.5-/heart-associated diseases."	30286548	CustomKB
biomarker	hyperosmotic stress	BiologicalProcess	GO:0006972	ME/CFS	Disease	MONDO:0005404	We believe the observed robust impedance modulation difference of the samples in response to hyperosmotic stress can potentially provide us with a unique indicator of ME/CFS.	31036648	CustomKB
biomarker	sphingolipid	Pathway	REACT:R-MMU-428157	myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Patients with CFS showed abnormalities in 20 metabolic pathways. Eighty percent of the diagnostic metabolites were decreased, consistent with a hypometabolic syndrome. Pathway abnormalities included sphingolipid, phospholipid, purine, cholesterol, microbiome, pyrroline-5-carboxylate, riboflavin, branch chain amino acid, peroxisomal, and mitochondrial metabolism."	27573827	CustomKB
biomarker	TBARS	Compound	MESH:D017392	Myalgic encephalomyelitis chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"the LHS score was negatively correlated with the exercise-induced TBARS increase and positively correlated with CD26-expression while the pain component of SF-36 was negatively correlated with CD26-expression; (4) the TBARS increase and the M-wave decrease were the highest, and the CD26-expression level the lowest in patients who had been submitted to infectious stressors."	27580693	CustomKB
biomarker	pyruvate	Metabolite	HMDB:HMDB0254610	Chronic fatigue syndrome (CFS)	Disease	MONDO:0005404	"The combination of ornithine/citrulline and pyruvate/isocitrate ratios discriminated CFS patients from healthy controls, yielding area under the receiver operating characteristic curve values of 0.801 (95% confidential interval [CI]: 0.711-0.890, P < 0.0001) and 0.750 (95% CI: 0.584-0.916, P = 0.0069) for training (n = 93) and validation (n = 40) datasets, respectively."	27725700	CustomKB
biomarker	β-2-microglobulin	Gene	ENTREZ:12010	kidney	Anatomy	MESH:D007668	"Moreover, increases in the levels of early kidney damage markers were observed after subchronic PM2.5 exposure: the most sensitive markers, β-2-microglobulin and cystatin-C, increased during the first, second, sixth and eighth weeks of exposure."	27955691	CustomKB
biomarker	ADRB2	Gene	ENTREZ:11555	PM2.5	Compound	MESH:D052638	Our study suggested that the ADRB2 demethylation or ADRB2/β2AR activation may serve as a potential pathway to prevent cardiac dysfunction induced by PM2.5 exposure.	30986742	CustomKB
biomarker	cystatin-C	Gene	ENTREZ:13010	kidney	Anatomy	MESH:D007668	"Moreover, increases in the levels of early kidney damage markers were observed after subchronic PM2.5 exposure: the most sensitive markers, β-2-microglobulin and cystatin-C, increased during the first, second, sixth and eighth weeks of exposure."	27955691	CustomKB
biomarker	PRSS23	Gene	ENTREZ:11098	PM2.5	Compound	MESH:D052638	"Based on the identification of the selected DEPs, PRSS23 and SLC39A10 might be the potential biomarker of PM2.5-induced carcinogenesis, which provide the scientific basis for further research into the carcinogenic mechanisms of PM2.5."	33387776	CustomKB
biomarker	SLC39A10	Gene	ENTREZ:57181	PM2.5	Compound	MESH:D052638	"Based on the identification of the selected DEPs, PRSS23 and SLC39A10 might be the potential biomarker of PM2.5-induced carcinogenesis, which provide the scientific basis for further research into the carcinogenic mechanisms of PM2.5."	33387776	CustomKB
biomarker	tetrahydrobiopterin	Metabolite	HMDB:HMDB0000027	Myalgic encephalomyelitis or chronic fatigue syndrome	Disease	MONDO:0005404	These findings suggest that the regulation of BH4 metabolism could be a promising target for understanding the molecular mechanism of CFS and CFS with OI.	37240059	CustomKB
biomarker	cytotoxicity	BiologicalProcess	GO:0002370	ME/CFS	Disease	MONDO:0005404	"Reduced natural killer (NK) cell count and cytotoxicity has been investigated as a biomarker for ME/CFS, but few clinical laboratories offer the test and multi-site verification studies have not been conducted."	37013608	CustomKB
biomarker	THBS1	Gene	ENTREZ:7057	PM2.5	Compound	MESH:D052638	"HK-2 cells exposed to Shenzhen PM2.5 contained CYR61, CTGF, and THBS1 proteins, while HK-2 cells exposed to Taiyuan PM2.5 contained ALB, FN1, and CYR61 proteins."	33862201	CustomKB
biomarker	ALB	Gene	ENTREZ:213	PM2.5	Compound	MESH:D052638	"HK-2 cells exposed to Shenzhen PM2.5 contained CYR61, CTGF, and THBS1 proteins, while HK-2 cells exposed to Taiyuan PM2.5 contained ALB, FN1, and CYR61 proteins."	33862201	CustomKB
biomarker	CYR61	Gene	ENTREZ:3491	PM2.5	Compound	MESH:D052638	"HK-2 cells exposed to Shenzhen PM2.5 contained CYR61, CTGF, and THBS1 proteins, while HK-2 cells exposed to Taiyuan PM2.5 contained ALB, FN1, and CYR61 proteins."	33862201	CustomKB
biomarker	FN1	Gene	ENTREZ:2335	PM2.5	Compound	MESH:D052638	"HK-2 cells exposed to Shenzhen PM2.5 contained CYR61, CTGF, and THBS1 proteins, while HK-2 cells exposed to Taiyuan PM2.5 contained ALB, FN1, and CYR61 proteins."	33862201	CustomKB
biomarker	IL-6	Gene	ENTREZ:3569	Long COVID	Disease	MONDO:0100233	"Five hub proteins (IL-6, IL-1B, CD8A, TP53, and CXCL8) were collected by the PPI network."	36189286	CustomKB
biomarker	ATP1A2	Gene	ENTREZ:477	PM2.5	Compound	MESH:D052638	"In conclusion, ATP1A2, MT1M, SLC6A19 and TRPV6 may be contributing to absorption of metals in PM2.5 thereby inducing apoptosis mediated by ROS."	34307318	CustomKB
biomarker	MT1M	Gene	ENTREZ:4499	PM2.5	Compound	MESH:D052638	"In conclusion, ATP1A2, MT1M, SLC6A19 and TRPV6 may be contributing to absorption of metals in PM2.5 thereby inducing apoptosis mediated by ROS."	34307318	CustomKB
biomarker	SLC6A19	Gene	ENTREZ:340024	PM2.5	Compound	MESH:D052638	"In conclusion, ATP1A2, MT1M, SLC6A19 and TRPV6 may be contributing to absorption of metals in PM2.5 thereby inducing apoptosis mediated by ROS."	34307318	CustomKB
biomarker	TRPV6	Gene	ENTREZ:55503	PM2.5	Compound	MESH:D052638	"In conclusion, ATP1A2, MT1M, SLC6A19 and TRPV6 may be contributing to absorption of metals in PM2.5 thereby inducing apoptosis mediated by ROS."	34307318	CustomKB
biomarker	CD8A	Gene	ENTREZ:925	Long COVID	Disease	MONDO:0100233	"Five hub proteins (IL-6, IL-1B, CD8A, TP53, and CXCL8) were collected by the PPI network."	36189286	CustomKB
biomarker	arachidonic acid	Metabolite	HMDB:HMDB0001043	PM2.5	Compound	MESH:D052638	"Additionally, the key metabolites in the ileum mediated by PM2.5 identified by metabolomics included arachidonic acid, prostaglandin H2, prostaglandin F2α, 5(S)-HPETE, AMP, and deoxyadenosine."	35359108	CustomKB
biomarker	prostaglandin F2α	Metabolite	HMDB:HMDB0302209	PM2.5	Compound	MESH:D052638	"Additionally, the key metabolites in the ileum mediated by PM2.5 identified by metabolomics included arachidonic acid, prostaglandin H2, prostaglandin F2α, 5(S)-HPETE, AMP, and deoxyadenosine."	35359108	CustomKB
biomarker	AMP	Metabolite	HMDB:HMDB0000045	PM2.5	Compound	MESH:D052638	"Additionally, the key metabolites in the ileum mediated by PM2.5 identified by metabolomics included arachidonic acid, prostaglandin H2, prostaglandin F2α, 5(S)-HPETE, AMP, and deoxyadenosine."	35359108	CustomKB
biomarker	prostaglandin H2	Metabolite	HMDB:HMDB0001381	PM2.5	Compound	MESH:D052638	"Additionally, the key metabolites in the ileum mediated by PM2.5 identified by metabolomics included arachidonic acid, prostaglandin H2, prostaglandin F2α, 5(S)-HPETE, AMP, and deoxyadenosine."	35359108	CustomKB
biomarker	5(S)-HPETE	Metabolite	HMDB:HMDB0011135	PM2.5	Compound	MESH:D052638	"Additionally, the key metabolites in the ileum mediated by PM2.5 identified by metabolomics included arachidonic acid, prostaglandin H2, prostaglandin F2α, 5(S)-HPETE, AMP, and deoxyadenosine."	35359108	CustomKB
biomarker	deoxyadenosine	Metabolite	HMDB:HMDB0000101	PM2.5	Compound	MESH:D052638	"Additionally, the key metabolites in the ileum mediated by PM2.5 identified by metabolomics included arachidonic acid, prostaglandin H2, prostaglandin F2α, 5(S)-HPETE, AMP, and deoxyadenosine."	35359108	CustomKB
biomarker	PM2.5	Compound	MESH:D052638	glutamate	Metabolite	HMDB:HMDB0003339	"Five metabolites (glutamate, glutamine, formate, pyruvate and lactate) with excellent discriminatory power (AUC = 1, p < 0.001) were identified to predict PM2.5 exposure related toxicities."	33213950	CustomKB
biomarker	PM2.5	Compound	MESH:D052638	glutamine	Metabolite	HMDB:HMDB0028795	"Five metabolites (glutamate, glutamine, formate, pyruvate and lactate) with excellent discriminatory power (AUC = 1, p < 0.001) were identified to predict PM2.5 exposure related toxicities."	33213950	CustomKB
biomarker	PM2.5	Compound	MESH:D052638	pyruvate	Metabolite	HMDB:HMDB0000243	"Five metabolites (glutamate, glutamine, formate, pyruvate and lactate) with excellent discriminatory power (AUC = 1, p < 0.001) were identified to predict PM2.5 exposure related toxicities."	33213950	CustomKB
biomarker	atherosclerosis	Disease	MONDO:0005311	HIF-1α	Gene	ENTREZ:3091	Our data suggest HIF-1α in macrophages might be a potential target for PM2.5-related atherosclerosis.	35653618	CustomKB
biomarker	PM2.5	Compound	MESH:D052638	formate	Metabolite	HMDB:HMDB0304356	"Five metabolites (glutamate, glutamine, formate, pyruvate and lactate) with excellent discriminatory power (AUC = 1, p < 0.001) were identified to predict PM2.5 exposure related toxicities."	33213950	CustomKB
biomarker	PM2.5	Compound	MESH:D052638	lactate	Metabolite	HMDB:HMDB0001311	"Five metabolites (glutamate, glutamine, formate, pyruvate and lactate) with excellent discriminatory power (AUC = 1, p < 0.001) were identified to predict PM2.5 exposure related toxicities."	33213950	CustomKB
biomarker	right frontal operculum	Anatomy	UBERON:0002947	myalgic encephalomyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	The abnormalities of right frontal operculum may be a diagnostic marker for ME/CFS.	37243973	CustomKB
biomarker	plasma tryptophan	Metabolite	HMDB:HMDB0000929	Long COVID	Disease	MONDO:0100233	"Three Long COVID biomarkers (CRP, KYN/TRY, and IR) explained around 40% of the variance in the physio-affective phenome."	37333619	CustomKB
biomarker	kynurenine	Metabolite	HMDB:HMDB0000684	Long COVID	Disease	MONDO:0100233	"Three Long COVID biomarkers (CRP, KYN/TRY, and IR) explained around 40% of the variance in the physio-affective phenome."	37333619	CustomKB
biomarker	insulin resistance	BiologicalProcess	GO:0032868	Long COVID	Disease	MONDO:0100233	"Three Long COVID biomarkers (CRP, KYN/TRY, and IR) explained around 40% of the variance in the physio-affective phenome."	37333619	CustomKB
biomarker	COPD	Disease	MONDO:0011751	TRPC6	Gene	ENTREZ:7225	"The upregulation of TRPC6 was verified in PM-stimulated RAW264.7 cells, which mimicked COPD conditions, compared to untreated RAW264.7 cells by a quantitative reverse transcription polymerase chain reaction."	36833211	CustomKB
biomarker	TMEM51-AS1	Gene	ENTREZ:200197	chronic obstructive pulmonary disease (COPD)	Disease	MONDO:0011751	"In addition, we identified two cis-acting (TMEM51-AS1 and TTN-AS1) and several trans-acting lncRNAs (e.g. LINC01278, SNHG29, AC006064.4, TMEM51-AS1) only differentially expressed in COPD cells, which could potentially play a role in carcinogenesis and determine their susceptibility to DEP exposure."	36877189	CustomKB
biomarker	TTN-AS1	Gene	ENTREZ:100506866	chronic obstructive pulmonary disease (COPD)	Disease	MONDO:0011751	"In addition, we identified two cis-acting (TMEM51-AS1 and TTN-AS1) and several trans-acting lncRNAs (e.g. LINC01278, SNHG29, AC006064.4, TMEM51-AS1) only differentially expressed in COPD cells, which could potentially play a role in carcinogenesis and determine their susceptibility to DEP exposure."	36877189	CustomKB
biomarker	LINC01278	Gene	ENTREZ:92249	chronic obstructive pulmonary disease (COPD)	Disease	MONDO:0011751	"In addition, we identified two cis-acting (TMEM51-AS1 and TTN-AS1) and several trans-acting lncRNAs (e.g. LINC01278, SNHG29, AC006064.4, TMEM51-AS1) only differentially expressed in COPD cells, which could potentially play a role in carcinogenesis and determine their susceptibility to DEP exposure."	36877189	CustomKB
biomarker	SNHG29	Gene	ENTREZ:125144	chronic obstructive pulmonary disease (COPD)	Disease	MONDO:0011751	"In addition, we identified two cis-acting (TMEM51-AS1 and TTN-AS1) and several trans-acting lncRNAs (e.g. LINC01278, SNHG29, AC006064.4, TMEM51-AS1) only differentially expressed in COPD cells, which could potentially play a role in carcinogenesis and determine their susceptibility to DEP exposure."	36877189	CustomKB
BioMedGPS::AssociatedWith::Metabolite:Disease	nicotinamide adenine dinucleotide (NAD+)	Metabolite	HMDB:HMDB0002012	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Hyperactivation of the KP, whether compensatory or a driving mechanism of degeneration can limit the availability of NAD+ and exacerbate the symptoms of ME/CFS."	35656104	CustomKB
BioMedGPS::AssociatedWith::Metabolite:Symptom	butyrate	Metabolite	HMDB:HMDB0039620	inflammation	Symptom	SYMP:0000061	"In conclusion, APS could increase the SCFAs content by regulating the gut microbiota, and SCFAs (especially butyrate) can further regulate the oxidative stress and inflammation in the brain, thus alleviating CFS."	37167729	CustomKB
caused_by	airway inflammation	Disease	MONDO:0100470	PM2.5	Compound	MESH:D052638	"In summary, exposure to PM2.5 could trigger airway inflammation by activating the non-canonical NF-κB signaling pathway, which may be related to the negative feedback regulation mechanism of miR-6747-5p."	32171134	CustomKB
caused_by	pulmonary fibrosis	Disease	MONDO:0002771	PM2.5	Compound	MESH:D052638	"These results suggested that short-term PM2.5 exposure could lead to sustained post-exposure pulmonary fibrosis development, which was mediated by oxidative-stress-initiated NF-κB/inflammation/EMT pathway."	31761645	CustomKB
caused_by	lung disease	Disease	MONDO:0005275	PM2.5	Compound	MESH:D052638	"Therefore, our results support that industrial PM2.5 extracts-induced activation of the RhoA/ROCK-dependent NF-кB pathway induces pulmonary adverse effect."	28535594	CustomKB
caused_by	thyroid function impairment	Disease	MONDO:0003240	PM2.5	Compound	MESH:D052638	The results indicate that prenatal exposure to PM2.5 could lead to a thyroid function impairment in newborns.	33839121	CustomKB
caused_by	lung cancer	Disease	MONDO:0008903	PM2.5	Compound	MESH:D052638	"Increases in PM2.5 and Zn in the pleural effusion increased the risk of malignant pleural effusion in lung cancer patients (adjusted OR=1.517; 95% CI=1.082-2.127 for PM2.5; adjusted OR=1.002, 95% CI=1.000-1.005 for Zn)."	33396138	CustomKB
caused_by	PM2.5	Compound	MESH:D000393	IS	Compound	MESH:D000393	"Oxidative damage and inflammatory responses (i.e. DNA damage, 8-hydroxy-desoxyguanosine (8-OHdG), tumor necrosis factor-α (TNF-α) and interlukin-6 (IL-6)) of A549 cells was triggered by exposure to PM2.5 generated from ETS and IS."	33429274	CustomKB
caused_by	Insulin resistance (IR)	Disease	MESH:D007333	PM2.5	Compound	MESH:D052638	"Insulin resistance (IR) is a typical sign of metabolic dysregulation caused by fine particulate matter (PM2.5), but the underlying signaling has not been clearly determined."	34232631	CustomKB
caused_by	liver fibrosis	Disease	MONDO:0100430	PM2.5	Compound	MESH:D052638	Recent studies demonstrated that fine particulate matter (PM2.5) exposure is an important risk factor for the occurrence of liver fibrosis	34243068	CustomKB
caused_by	insulin resistance	Disease	MONDO:0012520	PM2.5	Compound	MESH:D052638	PM2.5-induced inflammation activation and insulin signaling inhibition in the rat liver contribute to the development of systemic insulin resistance.	34745386	CustomKB
caused_by	PLA2R	Gene	ENTREZ:22925	Membranous nephropathy (MN)	Disease	MONDO:0005376	"Membranous nephropathy (MN) is an organ-restricted autoimmune disease mainly caused by circulating autoantibodies against podocyte antigens, including the M-type phospholipase A2 receptor (PLA2R) and thrombospondin domain-containing 7A (THSD7A)."	34337081	CustomKB
caused_by	THSD7A	Gene	ENTREZ:221981	Membranous nephropathy (MN)	Disease	MONDO:0005376	"Membranous nephropathy (MN) is an organ-restricted autoimmune disease mainly caused by circulating autoantibodies against podocyte antigens, including the M-type phospholipase A2 receptor (PLA2R) and thrombospondin domain-containing 7A (THSD7A)."	34337081	CustomKB
caused_by	lung cancer	Disease	MONDO:0008903	PM2.5	Compound	MESH:D052638	PM2.5 has the ability to penetrate deep into the lungs and cause long term illnesses such as Chronic Obstructive Pulmonary Disease (COPD) and lung cancer.	36261990	CustomKB
caused_by	lung cancer	Disease	MONDO:0008903	PM2.5	Compound	MESH:D052638	"CircCDR1as also affected C-myc and cyclin D1 expression by regulating SRSF1 and affecting the wnt/β-catenin signalling pathway, ultimately promoting malignant behavior and inhibiting the apoptosis of lung cancer cells, thereby causing PM2.5-induced lung cancer development."	36508830	CustomKB
caused_by	lung cancer	Disease	MONDO:0008903	radon	Compound	MESH:D052638	radon is also used for therapeutic purposes to treat inflammatory diseases such as rheumatoid arthritis.	36767140	CustomKB
DGIDB::ALLOSTERIC MODULATOR::Gene:Compound	CXCL8	Gene	ENTREZ:3576	Dexamethasone	Compound	DrugBank:DB01234	The results showed that phorbol 12-myristate 13-acetate (CTD 00006852) and dexamethasone (CTD 00005779) are the two drug molecules that interacted with most genes.	36189286	CustomKB
downregulated_in	Cx43	Gene	ENTREZ:14609	PM2.5	Compound	MESH:D052638	"After PM2.5 exposure, the levels of Cx43 was significantly downregulated, and SOD was upregulated and downregulated significantly with different dose, respectively. Protein expression of PI3K and p-Akt dramatically enhanced, and the later one being located in Sertoli cells, the upward or declining trend was in dose dependent."	26115885	CustomKB
downregulated_in	FOXO1	Gene	ENTREZ:56458	PM2.5	Compound	MESH:D052638	"PM2.5 exposure significantly increased the expression of the major components of the NACHT, LRR and PYD domains-containing protein3 (NALP3) inflammasome, accompanied by the increased expression of miR-183/96/182 targeting FOXO1 in testes."	30476817	CustomKB
downregulated_in	PSD-95	Gene	ENTREZ:13385	O3	Compound	DrugBank:DB12510	"The results showed an aggravated risk of autism in mice offspring, which was embodied in decreased antioxidant contents, disturbed energy generation in mitochondria, as well as reduced expressions of protein kinase Mζ (PKMζ) and synaptic proteins [e.g., Synapsin 1 (SYN 1), postsynaptic density protein-95 (PSD-95)]."	37676697	CustomKB
downregulated_in	ZO-1	Gene	ENTREZ:21872	PM2.5	Compound	MESH:D052638	"The expressions of TJ (such as ZO-1 and occludin), gap junction (such as connexin43) were down-regulated significantly after PM2.5 treatment."	29179619	CustomKB
downregulated_in	connexin43	Gene	ENTREZ:14609	PM2.5	Compound	MESH:D052638	"The expressions of TJ (such as ZO-1 and occludin), gap junction (such as connexin43) were down-regulated significantly after PM2.5 treatment."	29179619	CustomKB
downregulated_in	occludin	Gene	ENTREZ:18260	PM2.5	Compound	MESH:D052638	"The expressions of TJ (such as ZO-1 and occludin), gap junction (such as connexin43) were down-regulated significantly after PM2.5 treatment."	29179619	CustomKB
downregulated_in	SYN 1	Gene	ENTREZ:20964	O3	Compound	DrugBank:DB12510	"The results showed an aggravated risk of autism in mice offspring, which was embodied in decreased antioxidant contents, disturbed energy generation in mitochondria, as well as reduced expressions of protein kinase Mζ (PKMζ) and synaptic proteins [e.g., Synapsin 1 (SYN 1), postsynaptic density protein-95 (PSD-95)]."	37676697	CustomKB
downregulated_in	PKMζ	Gene	ENTREZ:18746	O3	Compound	DrugBank:DB12510	"The results showed an aggravated risk of autism in mice offspring, which was embodied in decreased antioxidant contents, disturbed energy generation in mitochondria, as well as reduced expressions of protein kinase Mζ (PKMζ) and synaptic proteins [e.g., Synapsin 1 (SYN 1), postsynaptic density protein-95 (PSD-95)]."	37676697	CustomKB
downregulated_in	carboplatin	Compound	DrugBank:DB00958	JAK2/STAT3	Pathway	WikiPathways:WP2593	"These results showed that the thrombopoiesis might be interfered through the downregulation of JAK2/STAT3 pathway by carboplatin in CIT, and the fact that exogenous TPO supplement cannot reactivate this pathway"	35682967	CustomKB
downregulated_in	Occludin	Gene	ENTREZ:18260	PM2.5	Compound	MESH:D052638	"The results showed a decrease in sperm number, testosterone and luteinizing hormone levels and altered ultrastructure of BTB in testis of rat after exposure to PM2.5 . The protein levels of N-Cadherin, Occludin, Claudin-11, and Connexin-43 were significantly decreased in the testes."	29673083	CustomKB
downregulated_in	N-Cadherin	Gene	ENTREZ:12558	PM2.5	Compound	MESH:D052638	"The results showed a decrease in sperm number, testosterone and luteinizing hormone levels and altered ultrastructure of BTB in testis of rat after exposure to PM2.5 . The protein levels of N-Cadherin, Occludin, Claudin-11, and Connexin-43 were significantly decreased in the testes."	29673083	CustomKB
downregulated_in	Claudin-11	Gene	ENTREZ:18417	PM2.5	Compound	MESH:D052638	"The results showed a decrease in sperm number, testosterone and luteinizing hormone levels and altered ultrastructure of BTB in testis of rat after exposure to PM2.5 . The protein levels of N-Cadherin, Occludin, Claudin-11, and Connexin-43 were significantly decreased in the testes."	29673083	CustomKB
downregulated_in	Connexin-43	Gene	ENTREZ:14609	PM2.5	Compound	MESH:D052638	"The results showed a decrease in sperm number, testosterone and luteinizing hormone levels and altered ultrastructure of BTB in testis of rat after exposure to PM2.5 . The protein levels of N-Cadherin, Occludin, Claudin-11, and Connexin-43 were significantly decreased in the testes."	29673083	CustomKB
downregulated_in	hsa-miR-128-3p	Gene	ENTREZ:406915	PM2.5	Compound	MESH:D052638	"Further confirmation by RT-qPCR indicates that PM2.5 could induce the down-regulation of hsa-miR-128-3p, hsa-miR-96-5p, hsa-miR-28-5p, hsa-miR-4478 and hsa-miR-6808-5p, which are in accordance with the results of array data."	30597786	CustomKB
downregulated_in	hsa-miR-28-5p	Gene	ENTREZ:407020	PM2.5	Compound	MESH:D052638	"Further confirmation by RT-qPCR indicates that PM2.5 could induce the down-regulation of hsa-miR-128-3p, hsa-miR-96-5p, hsa-miR-28-5p, hsa-miR-4478 and hsa-miR-6808-5p, which are in accordance with the results of array data."	30597786	CustomKB
downregulated_in	hsa-miR-6808-5p	Gene	ENTREZ:102466740	PM2.5	Compound	MESH:D052638	"Further confirmation by RT-qPCR indicates that PM2.5 could induce the down-regulation of hsa-miR-128-3p, hsa-miR-96-5p, hsa-miR-28-5p, hsa-miR-4478 and hsa-miR-6808-5p, which are in accordance with the results of array data."	30597786	CustomKB
downregulated_in	hsa-miR-96-5p	Gene	ENTREZ:407053	PM2.5	Compound	MESH:D052638	"Further confirmation by RT-qPCR indicates that PM2.5 could induce the down-regulation of hsa-miR-128-3p, hsa-miR-96-5p, hsa-miR-28-5p, hsa-miR-4478 and hsa-miR-6808-5p, which are in accordance with the results of array data."	30597786	CustomKB
downregulated_in	hsa-miR-4478	Gene	ENTREZ:100616312	PM2.5	Compound	MESH:D052638	"Further confirmation by RT-qPCR indicates that PM2.5 could induce the down-regulation of hsa-miR-128-3p, hsa-miR-96-5p, hsa-miR-28-5p, hsa-miR-4478 and hsa-miR-6808-5p, which are in accordance with the results of array data."	30597786	CustomKB
downregulated_in	Nrf2	Gene	ENTREZ:18024	PM2.5	Compound	MESH:D052638	"The expression of the BTB related proteins including ZO-1, Occludin, N-cadherin and β-catenin were significantly decreased and the spatial arrangement of F-actin was completely disordered through Immunofluorescence and Western blots tests. The phosphorylation of Jun N-terminal kinase (JNK), extracellular signal regulatory kinase (ERK), p38 mitogen-activated protein kinase (MAPK) were upregulated and nuclear factor (erythroid-derived 2) -like 2-related factor (Nrf2) was downregulated respectively."	31862514	CustomKB
downregulated_in	PM10	Compound	MESH:D000393	Al	Compound	DrugBank:DB01370	"Increases in PM2.5 and Zn in the pleural effusion increased the risk of malignant pleural effusion in lung cancer patients (adjusted OR=1.517; 95% CI=1.082-2.127 for PM2.5; adjusted OR=1.002, 95% CI=1.000-1.005 for Zn)."	33396138	CustomKB
downregulated_in	MyD88	Gene	ENTREZ:4615	SalB	Compound	MESH:C076944	"Furthermore, SalB and the myeloid differentiation primary response 88 (MyD88) inhibitor ST2825 inhibited the expression levels of toll-like receptor 4 (TLR4), MyD88, tumor necrosis factor receptor associated factor 6 (TRAF-6), and NOD-like receptor protein 3 (NLRP3), as well as the phosphorylation of downstream Erk1/2 and P38 in lung tissue and epithelial cells."	35795853	CustomKB
downregulated_in	NLRP3	Gene	ENTREZ:114548	SalB	Compound	MESH:C076944	"Furthermore, SalB and the myeloid differentiation primary response 88 (MyD88) inhibitor ST2825 inhibited the expression levels of toll-like receptor 4 (TLR4), MyD88, tumor necrosis factor receptor associated factor 6 (TRAF-6), and NOD-like receptor protein 3 (NLRP3), as well as the phosphorylation of downstream Erk1/2 and P38 in lung tissue and epithelial cells."	35795853	CustomKB
downregulated_in	P38	Gene	ENTREZ:1432	SalB	Compound	MESH:C076944	"Furthermore, SalB and the myeloid differentiation primary response 88 (MyD88) inhibitor ST2825 inhibited the expression levels of toll-like receptor 4 (TLR4), MyD88, tumor necrosis factor receptor associated factor 6 (TRAF-6), and NOD-like receptor protein 3 (NLRP3), as well as the phosphorylation of downstream Erk1/2 and P38 in lung tissue and epithelial cells."	35795853	CustomKB
