id,name,label,resource,accession_numbers,cas_number,unii,synonyms,inchi_key
DrugBank:DB00857,Terbinafine,Compound,DrugBank,APRD00508,91161-71-6,G7RIW8S0XP,"(E)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalene methanamine|(E)-N-(6,6-Dimethyl-2-hepten-4-ynyl)-N-methyl-1-naphthalenemethylamine|Terbinafina|Terbinafine|Terbinafinum",DOMXUEMWDBAQBQ-WEVVVXLNSA-N
DrugBank:DB00858,Drostanolone,Compound,DrugBank,APRD00938,58-19-5,7DR7H00HDT,17beta-Hydroxy-2alpha-methyl-5alpha-androstan-3-one|2α-Methyldihydrotestosterone|Dihydro-2α-methyltestosterone|Dromostanolone|Drostanolona|Drostanolone|Drostanolonum|Medrosteron|Medrotestron|Metholone,IKXILDNPCZPPRV-RFMGOVQKSA-N
DrugBank:DB00859,Penicillamine,Compound,DrugBank,APRD01171,52-67-5,GNN1DV99GX,"(−)-penicillamine|(S)-2-amino-3-mercapto-3-methylbutanoic acid|(S)-3,3-dimethylcysteine|3-mercapto-D-valine|D-(−)-penicillamine|D-penicillamine|D-β,β-dimethylcysteine|penicilamina|Penicillamine",VVNCNSJFMMFHPL-VKHMYHEASA-N
DrugBank:DB00860,Prednisolone,Compound,DrugBank,APRD00197,50-24-8,9PHQ9Y1OLM,"(11β)-11,17,21-trihydroxypregna-1,4-diene-3,20-dione|1,4-pregnadiene-11β,17α,21-triol-3,20-dione|1,4-pregnadiene-3,20-dione-11β,17α,21-triol|3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene|delta-dehydrocortisol|delta-dehydrohydrocortisone|delta-hydrocortisone|delta(1)-Dehydrocortisol|delta(1)-Dehydrohydrocortisone|delta(1)-Hydrocortisone|Hydroretrocortine|Metacortandralone|PRDL|Prednisolona|Prednisolone|Prednisolonum",OIGNJSKKLXVSLS-VWUMJDOOSA-N
DrugBank:DB00861,Diflunisal,Compound,DrugBank,APRD00922|DB06895,22494-42-4,7C546U4DEN,"2-(hydroxy)-5-(2,4-difluorophenyl)benzoic acid|2',4'-difluoro-4-hydroxy-3-biphenylcarboxylic acid|5-(2,4-difluorophenyl)salicylic acid|Diflunisal|Diflunisalum",HUPFGZXOMWLGNK-UHFFFAOYSA-N
DrugBank:DB00862,Vardenafil,Compound,DrugBank,APRD00699,224785-90-4,UCE6F4125H,Vardénafil|Vardenafil|Vardenafilo|Vardenafilum,SECKRCOLJRRGGV-UHFFFAOYSA-N
DrugBank:DB00863,Ranitidine,Compound,DrugBank,APRD00254,66357-35-5,884KT10YB7,Ranitidina|Ranitidine|Ranitidinum,VMXUWOKSQNHOCA-UHFFFAOYSA-N
DrugBank:DB00864,Tacrolimus,Compound,DrugBank,APRD00276|EXPT01437,104987-11-3,Y5L2157C4J,"Anhydrous tacrolimus|Tacrolimus|Tacrolimus anhydrous|Tacrolimus, anhydrous",QJJXYPPXXYFBGM-LFZNUXCKSA-N
DrugBank:DB00865,Benzphetamine,Compound,DrugBank,APRD00759,156-08-1,0M3S43XK27,"(+)-benzphetamine|(+)-N-benzyl-N,α-dimethylphenethylamine|(+)-N,α-dimethyl-N-(phenylmethyl)-benzeneethanamine|(S)-(+)-benzphetamine|(S)-(+)-N-benzyl-N,α-dimethylphenethylamine|(S)-benzphetamine|(αS)-N,α-dimethylphenethylamine|Benzaphetamine|Benzfetamina|Benzfetamine|Benzfetaminum|Benzphetamine|Benzylamphetamine|d-N-methyl-N-benzyl-β-phenylisopropylamine|N-methyl-1-phenyl-N-(phenylmethyl)propan-2-amine",YXKTVDFXDRQTKV-HNNXBMFYSA-N
DrugBank:DB00866,Alprenolol,Compound,DrugBank,APRD00736,13655-52-2,877K5MQ27W,(RS)-1-(2-allylphenoxy)-3-(isopropylamino)propan-2-ol|1-(2-Allylphenoxy)-3-isopropylamino-2-propanol|1-(o-Allylphenoxy)-3-(isopropylamino)-2-propanol|Alfeprol|Alprenolol|Alprénolol|Alprenololum|Aprenololo,PAZJSJFMUHDSTF-UHFFFAOYSA-N
DrugBank:DB00867,Ritodrine,Compound,DrugBank,APRD00541,26652-09-5,I0Q6O6740J,p-Hydroxy-alpha-(1-((p-hydroxyphenethyl)amino)ethyl)benzyl alcohol|Ritodrina|Ritodrine|Ritodrinium,IOVGROKTTNBUGK-SJCJKPOMSA-N
DrugBank:DB00868,Benzonatate,Compound,DrugBank,APRD00629,104-31-4,5P4DHS6ENR,"2-[2-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl 4-butylaminobenzoate|2,5,8,11,14,17,20,23,26-nonaoxaoctacosan-28-yl p-(butylamino)benzoate|3,6,9,12,15,18,21,24,27-nonaoxaoctacosyl 4-butylaminobenzoate|4-(butylamino)benzoic acid 3,6,9,12,15,18,21,24,27-nonaoxaoctacos-1-yl ester|Benzonatat|Benzonatate|Benzonatato|Benzonatatum|Benzononatine|nonaethyleneglycol monomethyl ether p-n-butylaminobenzoate|p-butylaminobenzoic acid ω-O-methylnonaethyleneglycol ester",MAFMQEKGGFWBAB-UHFFFAOYSA-N
DrugBank:DB00869,Dorzolamide,Compound,DrugBank,APRD00577|DB04507,120279-96-1,9JDX055TW1,"(4S,6S)-4-ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda*6*-thieno[2,3-b]thiopyran-2-sulfonic acid amide|(4S,trans)-4-(ethylamino)-6-methyl-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide 7,7-dioxide|4-Ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda*6*-thieno[2,3-b]thiopyran-2-sulfonic acid amide|4-ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda6-thieno[2,3-b]thiopyran-2-sulfonic acid amide|4S,6S-dorzolamide|Dorzolamid|Dorzolamida|Dorzolamide|Dorzolamidum",IAVUPMFITXYVAF-XPUUQOCRSA-N
DrugBank:DB00870,Suprofen,Compound,DrugBank,APRD00230,40828-46-4,988GU2F9PE,(±)-2-(p-(2-thenoyl)phenyl)propionic acid|2-(4-(2-Thenoyl)phenyl)propionsäure|2-[4-(Thiophene-2-carbonyl)-phenyl]-propionic acid|4-(2-Thenoyl)hydratropsäure|p-2-thenoylhydratropic acid|Suprofen|Suprofene|Suprofeno|Suprofenum|Sutoprofen|α-methyl-4-(2-thienylcarbonyl)benzeneacetic acid,MDKGKXOCJGEUJW-UHFFFAOYSA-N
DrugBank:DB00871,Terbutaline,Compound,DrugBank,APRD00589,23031-25-6,N8ONU3L3PG,Terbutalin|Terbutalina|Terbutaline|Terbutalinum,XWTYSIMOBUGWOL-UHFFFAOYSA-N
DrugBank:DB00872,Conivaptan,Compound,DrugBank,APRD01302,210101-16-9,0NJ98Y462X,"4'-((4,5-dihydro-2-methylimidazo(4,5-d)(1)benzazepin-6(1H)-yl)carbonyl)-2-biphenylcarboxanilide|Conivaptan",IKENVDNFQMCRTR-UHFFFAOYSA-N
DrugBank:DB14596,Loteprednol etabonate,Compound,DrugBank,DBSALT000930,82034-46-6,YEH1EZ96K6,Loteprednol etabonate,DMKSVUSAATWOCU-HROMYWEYSA-N
DrugBank:DB00874,Guaifenesin,Compound,DrugBank,APRD01005,93-14-1,495W7451VQ,Glyceryl guaiacolate|Guaifenesin|Guaifenesina|guaiphenesin,HSRJKNPTNIJEKV-UHFFFAOYSA-N
DrugBank:DB00875,Flupentixol,Compound,DrugBank,APRD00388,2709-56-0,FA0UYH6QUO,Flupenthixol|Flupenthixole|Flupentixol|Flupentixolo|Flupentixolum,NJMYODHXAKYRHW-DVZOWYKESA-N
DrugBank:DB00876,Eprosartan,Compound,DrugBank,APRD00950,133040-01-4,2KH13Z0S0Y,(E)-2-butyl-1-(p-carboxybenzyl)-α-2-thenylimidazole-5-acrylic acid|(E)-3-[2-n-butyl-1-{(4-carboxyphenyl)methyl}-1H-imidazol-5-yl]-2-(2-thienyl)methyl-2-propenoic acid|(E)-α{[2-butyl-1-[(4-carboxyphenyl)methyl]-1H-imidazole-5-yl]methylene}-2-thiopheneproprionic acid|Éprosartan|Eprosartan|Eprosartanum,OROAFUQRIXKEMV-LDADJPATSA-N
DrugBank:DB00877,Sirolimus,Compound,DrugBank,APRD00178|DB02439,53123-88-9,W36ZG6FT64,(-)-Rapamycin|Rapamycin|Sirolimús|Sirolimus|Sirolimusum,QFJCIRLUMZQUOT-HPLJOQBZSA-N
DrugBank:DB00878,Chlorhexidine,Compound,DrugBank,APRD00545,55-56-1,R4KO0DY52L,"1,1'-Hexamethylene bis(5-(p-chlorophenyl)biguanide)|Chlorhexidin|Chlorhexidine|Chlorhexidinum|Cloresidina|Clorhexidina|N,N'-Bis(4-chlorophenyl)-3,12-diimino-2,4,11,13-tetraazatetradecanediimidamide",GHXZTYHSJHQHIJ-UHFFFAOYSA-N
DrugBank:DB00879,Emtricitabine,Compound,DrugBank,APRD00226,143491-57-0,G70B4ETF4S,"(−)-(2R,5S)-5-fluoro-1-[2-(hydroxymethyl)-1,3-oxathiolan-5-yl]cytosine|(−)-2'-deoxy-5-fluoro-3'-thiacytidine|(−)-cis-4-amino-5-fluoro-1-(2-hydroxymethyl-1,3-oxathiolan-5-yl)-(1H)-pyrimidin-2-one|(−)-FTC|(−)-β-2',3'-dideoxy-5-fluoro-3'-thiacytidine|(2R-cis)-4-amino-5-fluoro-1-(2-(hydroxymethyl)-1,3-oxathiolan-5-yl)-2(1H)-pyrimidinone|4-amino-5-fluoro-1-((2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)pyrimidin-2(1H)-one|4-Amino-5-fluoro-1-((2R,5S)-2-hydroxymethyl-[1,3]oxathiolan-5-yl)-1H-pyrimidin-2-one|5-fluoro-1-((2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)cytosine|Emtricitabin|Emtricitabina|Emtricitabine|Emtricitabinum",XQSPYNMVSIKCOC-NTSWFWBYSA-N
DrugBank:DB00880,Chlorothiazide,Compound,DrugBank,APRD00721,58-94-6,77W477J15H,"6-Chloro-1,1-dioxo-1,2-dihydro-1lambda*6*-benzo[1,2,4]thiadiazine-7-sulfonic acid amide|6-chloro-7-sulfamoyl-2H-1,2,4-benzothiadiazine 1,1-dioxide|Chlorothiazid|Chlorothiazide|Chlorothiazidum|Chlorthiazide|Clorotiazida",JBMKAUGHUNFTOL-UHFFFAOYSA-N
DrugBank:DB00881,Quinapril,Compound,DrugBank,APRD00523,85441-61-8,RJ84Y44811,Quinapril|Quinaprilum,JSDRRTOADPPCHY-HSQYWUDLSA-N
DrugBank:DB00882,Clomifene,Compound,DrugBank,APRD00880,911-45-5,1HRS458QU2,"2-(4-(2-chloro-1,2-diphenylethenyl)phenoxy)-N,N-diethylethanamine|2-(p-(2-chloro-1,2-diphenylvinyl)phenoxy)triethylamine|2-(p-(β-chloro-α-phenylstyryl)phenoxy)triethylamine|Clomifene|Clomifeno|Clomifenum|Clomiphene",GKIRPKYJQBWNGO-UHFFFAOYSA-N
DrugBank:DB00883,Isosorbide dinitrate,Compound,DrugBank,APRD00455,87-33-2,IA7306519N,"1,4:3,6-Dianhydrosorbitol 2,5-dinitrate|D-Isosorbide dinitrate|Dianhydrosorbitol 2,5-dinitrate|Dinitrate d'isosorbide|Dinitrato de isosorbida|Dinitroisosorbide|Dinitrosorbide|ISDN|Isosorbide 2,5-dinitrate|Isosorbide dinitrate|Isosorbidi dinitras|Sorbide nitrate|Sorbidnitrate",MOYKHGMNXAOIAT-JGWLITMVSA-N
DrugBank:DB00884,Risedronic acid,Compound,DrugBank,APRD00410|DB02782,105462-24-6,KM2Z91756Z,Acide risédroniqe|Acido risedronico|Acidum risedronicum|Risedronate|Risedronic acid|Risedronsäure,IIDJRNMFWXDHID-UHFFFAOYSA-N
DrugBank:DB00885,Pemirolast,Compound,DrugBank,APRD00394,69372-19-6,2C09NV773M,Pemirolast|Pemirolastum,HIANJWSAHKJQTH-UHFFFAOYSA-N
DrugBank:DB00886,Omapatrilat,Compound,DrugBank,APRD00443,167305-00-2,36NLI90E7T,Omapatrilate,LVRLSYPNFFBYCZ-VGWMRTNUSA-N
DrugBank:DB00887,Bumetanide,Compound,DrugBank,APRD00294,28395-03-1,0Y2S3XUQ5H,3-(aminosulfonyl)-5-(butylamino)-4-phenoxybenzoic acid|3-butylamino-4-(phenoxy)-5-sulfamoylbenzoic acid|3-butylamino-4-phenoxy-5-sulfamoyl-benzoic acid|3-butylamino-4-phenoxy-5-sulfamoylbenzoic acid|Bumetanida|Bumetanide|Bumetanidum,MAEIEVLCKWDQJH-UHFFFAOYSA-N
DrugBank:DB00888,Mechlorethamine,Compound,DrugBank,APRD00249,51-75-2,50D9XSG0VR,"2,2'-dichloro-N-methyldiethylamine|bis(2-chloroethyl)methylamine|bis(β-chloroethyl)methylamine|Chlormethine|Chlormethinum|Clormetina|Mechlorethamine|methylbis(2-chloroethyl)amine|methylbis(β-chloroethyl)amine|Mustine|N-methyl-bis(2-chloroethyl)amine|N-methyl-bis(β-chloroethyl)amine|Nitrogen mustard|β,β'-dichlorodiethyl-N-methylamine",HAWPXGHAZFHHAD-UHFFFAOYSA-N
DrugBank:DB00889,Granisetron,Compound,DrugBank,APRD01002,109889-09-0,WZG3J2MCOL,Granisétron|Granisetrón|Granisetron|Granisetronum,MFWNKCLOYSRHCJ-BTTYYORXSA-N
DrugBank:DB00890,Dienestrol,Compound,DrugBank,APRD00917,13029-44-2,RRW32X4U1F,"4,4'-Hydroxy-γ,δ-diphenyl-β,δ-hexadiene|alpha-dienestrol diacetate|Cycladiene|Dehydrostilbestrol|Dienestrol|Diènestrol|Dienestrolum|p,p'-(Diethylideneethylene)diphenol",NFDFQCUYFHCNBW-SCGPFSFSSA-N
DrugBank:DB00891,Sulfapyridine,Compound,DrugBank,APRD00491,144-83-2,Y5V2N1KE8U,"2-(p-Aminobenzenesulphonamido)pyridine|2-Sulfanilamidopyridin|2-Sulfanilamidopyridine|2-Sulfanilylaminopyridine|2-Sulfapyridine|4-(2-Pyridinylsulfonyl)aniline|4-[(2-Pyridylamino)sulfonyl]aniline|4-Amino-N-pyridin-2-yl-benzenesulfonamide|4-Amino-N,2-pyridinylbenzenesulfonamide|N-2-Pyridylsulfanilamide|N(1)-2-Pyridylsulfanilamide|N(1)-Pyridylsulfanilamide|Solfapiridina|Sulfapiridina|Sulfapyridin|Sulfapyridine|Sulfapyridinum|Sulphapyridine",GECHUMIMRBOMGK-UHFFFAOYSA-N
DrugBank:DB00892,Oxybuprocaine,Compound,DrugBank,APRD00817,99-43-4,AXQ0JYM303,4-Amino-3-butoxy-2-(diethylamino)ethyl ester benzoic acid|4-Amino-3-butoxy-benzoic acid 2-diethylamino-ethyl ester|4-Amino-3-n-butoxy-benzoesäure-diäthylaminoäthylester|Benoxinate|BNX|Butoxyaminobenzoyldiethylaminoethanol|Oxibuprocaina|Oxybucaine|Oxybuprocaine|Oxybuprocainum|Oxyriprocaine,CMHHMUWAYWTMGS-UHFFFAOYSA-N
DrugBank:DB00893,Iron Dextran,Compound,DrugBank,APRD01053,9004-66-4,95HR524N2M,Dextran iron|Iron dextran complex,
DrugBank:DB00894,Testolactone,Compound,DrugBank,APRD00640,968-93-4,6J9BLA949Q,"(4aS,4bR,10aR,10bS,12aS)-10a,12a-dimethyl-3,4,4a,5,6,10a,10b,11,12,12a-decahydro-2H-naphtho[2,1-f]chromene-2,8(4bH)-dione|1-dehydrotestololactone|1,2-didehydrotestololactone|13-hydroxy-3-oxo-13,17-secoandrosta-1,4-dien-17-oic acid δ-lactone|D-homo-17a-oxaandrosta-1,4-diene-3,17-dione|delta(1)-testololactone|Testolactona|Testolactonum|Testolattone|Δ1-testololactone",BPEWUONYVDABNZ-DZBHQSCQSA-N
DrugBank:DB00895,Benzylpenicilloyl polylysine,Compound,DrugBank,APRD00822,31855-75-1,76479814OY,Benzyl penicilloyl-polylysine|Benzylpenicilloyl G polylysine|Benzylpenicilloyl-polylysine,IMPVZRLKKKXMKQ-SGDOCVTFSA-N
DrugBank:DB00896,Rimexolone,Compound,DrugBank,APRD01220,49697-38-3,O7M2E4264D,Rimexolon|Rimexolona|Rimexolone,QTTRZHGPGKRAFB-OOKHYKNYSA-N
DrugBank:DB00897,Triazolam,Compound,DrugBank,APRD00313,28911-01-5,1HM943223R,Triazolam|Triazolamum,JOFWLTCLBGQGBO-UHFFFAOYSA-N
DrugBank:DB00898,Ethanol,Compound,DrugBank,APRD00738,64-17-5,3K9958V90M,"1-Hydroxyethane|Alcohol|Alcohol (ethyl)|Alcohol anhydrous|Alcohol denatured|Alcohol etílico|Alcohol, denatured|Alcool éthylique|Alkohol|Äthanol|Äthylalkohol|Dehydrated ethanol|etanol|éthanol|Ethyl Alcohol|Grain alcohol|Hydroxyethane|Methylcarbinol|Spiritus vini",LFQSCWFLJHTTHZ-UHFFFAOYSA-N
DrugBank:DB00899,Remifentanil,Compound,DrugBank,APRD01216,132875-61-7,P10582JYYK,Remifentanil|Remifentanilo|Remifentanyl,ZTVQQQVZCWLTDF-UHFFFAOYSA-N
DrugBank:DB00900,Didanosine,Compound,DrugBank,APRD00240|DB02392,69655-05-6,K3GDH6OH08,"2,3-Dideoxyinosine|9-((2R,5S)-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-1H-purin-6(9H)-one|9-((2R,5S)-5-Hydroxymethyl-tetrahydro-furan-2-yl)-1,9-dihydro-purin-6-one|9-((2S,5R)-5-Hydroxymethyl-tetrahydro-furan-2-yl)-9H-purin-6-ol|9-[(2R,5S)-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1,9-dihydro-6H-purin-6-one|ddI|ddIno|Didanosina|Didanosine|Didanosinum|Dideoxyinosine",BXZVVICBKDXVGW-NKWVEPMBSA-N
DrugBank:DB00901,Bitolterol,Compound,DrugBank,APRD00827,30392-40-6,9KY0QXD6LI,"4-(2-(tert-butylamino)-1-hydroxyethyl)-o-phenylene di-p-toluate|4-[2-(tert-butylamino)-1-hydroxyethyl]-o-phenylene di-p-toluate|bis(4-methylbenzoic acid) 4-[2-(tert-butylamino)-1-hydroxyethyl]-1,2-phenylene ester|Bitolterol|Bitoltérol|Bitolterolum",FZGVEKPRDOIXJY-UHFFFAOYSA-N
DrugBank:DB00902,Methdilazine,Compound,DrugBank,APRD00713,1982-37-2,4Q13LY9Z8X,Methdilazinum|Metodilazina,HTMIBDQKFHUPSX-UHFFFAOYSA-N
DrugBank:DB00903,Etacrynic acid,Compound,DrugBank,APRD00251,58-54-8,M5DP350VZV,"(2,3-Dichloro-4-(2-methylene-1-oxobutyl)phenoxy)acetic acid|Acide étacrynique|ácido etacrínico|Acidum etacrynicum|Etacrinic acid|Etacrynic acid|Ethacrynate|Ethacrynic acid|Methylenebutyrylphenoxyacetic acid",AVOLMBLBETYQHX-UHFFFAOYSA-N
DrugBank:DB00904,Ondansetron,Compound,DrugBank,APRD00481,99614-02-5,4AF302ESOS,Ondansetron,FELGMEQIXOGIFQ-UHFFFAOYSA-N
DrugBank:DB00905,Bimatoprost,Compound,DrugBank,APRD00826|DB06863,155206-00-1,QXS94885MZ,"(Z)-7-((1R,2R,3R,5S)-3,5-Dihydroxy-2-((1E,3S)-3-hydroxy-5-phenyl-1-pentenyl)cyclopentyl)-N-ethyl-5-heptenamide|Bimatoprost|Bimatoprostum",AQOKCDNYWBIDND-FTOWTWDKSA-N
DrugBank:DB00906,Tiagabine,Compound,DrugBank,APRD00344,115103-54-3,Z80I64HMNP,Tiagabina|Tiagabine|Tiagabinum,PBJUNZJWGZTSKL-MRXNPFEDSA-N
DrugBank:DB00907,Cocaine,Compound,DrugBank,APRD00080,50-36-2,I5Y540LHVR,"(-)-Cocaine|(−)-cocaine|[1R-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester|2-methyl-3β-hydroxy-1αH,5αH-tropane-2β-carboxylate benzoate (ester)|Benzoylmethylecgonine|beta-Cocain|Cocain|Cocaina|Cocainum|Kokain|L-Cocain|L-Cocaine|methyl [1R-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate|Methyl benzoylecgonine|Neurocaine",ZPUCINDJVBIVPJ-LJISPDSOSA-N
DrugBank:DB00908,Quinidine,Compound,DrugBank,APRD00136,56-54-2,ITX08688JL,"(+)-quinidine|(8R,9S)-Quinidine|(R)-(6-Methoxyquinolin-4-yl)((3S,4R,7S)-3-vinylquinuclidin-7-yl)methanol|(S)-(6-Methoxy-quinolin-4-yl)-((2R,5R)-5-vinyl-1-aza-bicyclo[2.2.2]oct-2-yl)-methanol|(S)-(6-Methoxyquinolin-4-yl)((2R,5R)-5-vinylquinuclidin-2-yl)methanol|6-methoxy-α-(5-vinyl-2-quinuclidinyl)-4-quinolinemethanol|beta-Quinine|Chinidin|Chinidinum|CIN-QUIN|Conchinin|Conquinine|Pitayine|Quinidina|α-(6-methoxy-4-quinolyl)-5-vinyl-2-quinuclidinemethanol|β-quinine",LOUPRKONTZGTKE-LHHVKLHASA-N
DrugBank:DB00909,Zonisamide,Compound,DrugBank,APRD00004,68291-97-4,459384H98V,"1,2-Benzisoxazole-3-methanesulfonamide|3-(Sulfamoylmethyl)-1,2-benzisoxazole|Benzo[d]isoxazol-3-yl-methanesulfonamide|Zonisamida|Zonisamide|Zonisamidum",UBQNRHZMVUUOMG-UHFFFAOYSA-N
DrugBank:DB00910,Paricalcitol,Compound,DrugBank,APRD01165,131918-61-1,6702D36OG5,"19-Nor-1alpha,25-dihydroxyvitamin D2|Paricalcitol",BPKAHTKRCLCHEA-UBFJEZKGSA-N
DrugBank:DB00911,Tinidazole,Compound,DrugBank,APRD01260,19387-91-8,033KF7V46H,1-(2-(Ethylsulfonyl)ethyl)-2-methyl-5-nitroimidazole|Timidazole|Tinidazol|Tinidazole|Tinidazolum,HJLSLZFTEKNLFI-UHFFFAOYSA-N
DrugBank:DB00912,Repaglinide,Compound,DrugBank,APRD00439,135062-02-1,668Z8C33LU,Repaglinida|Repaglinide|Repaglinidum,FAEKWTJYAYMJKF-QHCPKHFHSA-N
DrugBank:DB00913,Anileridine,Compound,DrugBank,APRD00741,144-14-9,71Q1A3O279,1-[2-(4-aminophenyl)ethyl]-4-phenyl-4-piperidinecarboxlic acid ethyl ester|Anileridina|Anileridine|Anileridinum|ethyl 1-(2-(4-aminophenyl)ethyl)-4-phenyl-4-piperidinecarboxylate|ethyl 1-(4-aminophenethyl)-4-phenylisonipecotate|ethyl 1-(p-aminophenethyl)-4-phenylisonipecotate|N-(β-(p-aminophenyl)ethyl)-4-phenyl-4-carbethoxypiperidine|N-β-(p-aminophenyl)ethylnormeperidine,LKYQLAWMNBFNJT-UHFFFAOYSA-N
DrugBank:DB00914,Phenformin,Compound,DrugBank,APRD00511,114-86-3,DD5K7529CE,Fenformin|Fenformina|Phenformin|Phenformine|Phenforminum|β-Phenethybiguanide,ICFJFFQQTFMIBG-UHFFFAOYSA-N
DrugBank:DB00915,Amantadine,Compound,DrugBank,APRD00787,768-94-5,BF4C9Z1J53,1-adamantanamine|1-adamantylamine|1-aminoadamantane|Amantadina|Amantadine|Amantadinum|Amantidine|Aminoadamantane,DKNWSYNQZKUICI-UHFFFAOYSA-N
DrugBank:DB00916,Metronidazole,Compound,DrugBank,APRD00631,443-48-1,140QMO216E,1-(2-hydroxy-1-ethyl)-2-methyl-5-nitroimidazole|1-(2-hydroxyethyl)-2-methyl-5-nitroimidazole|1-(β-ethylol)-2-methyl-5-nitro-3-azapyrrole|1-(β-hydroxyethyl)-2-methyl-5-nitroimidazole|1-(β-oxyethyl)-2-methyl-5-nitroimidazole|2-methyl-1-(2-hydroxyethyl)-5-nitroimidazole|2-methyl-3-(2-hydroxyethyl)-4-nitroimidazole|2-methyl-5-nitroimidazole-1-ethanol|Metronidazol|Métronidazole|Metronidazole|Metronidazolum,VAOCPAMSLUNLGC-UHFFFAOYSA-N
DrugBank:DB00917,Dinoprostone,Compound,DrugBank,APRD00927,363-24-6,K7Q1JQR04M,"(15S)-prostaglandin E2|(5Z,11α,13E,15S)-11,15-dihydroxy-9-oxoprosta-5,13-dien-1-oic acid|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate|(E,Z)-(1R,2R,3R)-7-(3-Hydroxy-2-((3S)-(3-hydroxy-1-octenyl))-5-oxocyclopentyl)-5-heptenoic acid|(Z)-7-((1R,2R,3R)-3-hydroxy-2-((S,E)-3-hydroxyoct-1-enyl)-5-oxocyclopentyl)hept-5-enoic acid|Dinoproston|Dinoprostona|Dinoprostone|Dinoprostone Prostaglandin E2|Dinoprostonum|PGE2|Prostaglandin E2",XEYBRNLFEZDVAW-ARSRFYASSA-N
DrugBank:DB00918,Almotriptan,Compound,DrugBank,APRD00169,154323-57-6,1O4XL5SN61,1-(((3-(2-(Dimethylamino)ethyl)indol-5-yl)methyl)sulfonyl)pyrrolidine|Almotriptan,WKEMJKQOLOHJLZ-UHFFFAOYSA-N
DrugBank:DB00919,Spectinomycin,Compound,DrugBank,APRD01232,1695-77-8,93AKI1U6QF,Actinospectacina|Espectinomicina|SCM|Spectinomicina|Spectinomycin|Spectinomycine|Spectinomycinum,UNFWWIHTNXNPBV-WXKVUWSESA-N
DrugBank:DB00920,Ketotifen,Compound,DrugBank,APRD01061,34580-13-7,X49220T18G,Ketotifen|Ketotifene|Ketotifeno|Ketotifenum,ZCVMWBYGMWKGHF-UHFFFAOYSA-N
DrugBank:DB00921,Buprenorphine,Compound,DrugBank,APRD00670,52485-79-7,40D3SCR4GZ,"(−)-buprenorphine|17-cyclopropylmethyl-4,5α-epoxy-7α-((S)-1-hydroxy-1,2,2-trimethylpropyl)-6-methoxy-6,14-endo-ethanomorphinan-3-ol|2-(N-cyclopropylmethyl-4,5α-epoxy-3-hydroxy-6-methoxy-6,14-endo-ethanomorphinan-6α-yl)-3,3-dimethyl-2-butanol|2-[3-cyclopropylmethyl-11-hydroxy-15-methoxy-(14R)-13-oxa-3-azahexacyclo[13.2.2.12,8.01,6.06,14.07,12]icosa-7,9,11-trien-16-yl]-3,3-dimethyl-2-butanol|21-cyclopropyl-7α-[(S)-1-hydroxy-1,2,2-trimethylpropyl]-6,14-endo-ethano-6,7,8,14-tetrahydrooripavine|Buprenophine|Buprenorfina|Buprenorphine|Buprenorphinum",RMRJXGBAOAMLHD-IHFGGWKQSA-N
DrugBank:DB00922,Levosimendan,Compound,DrugBank,APRD01296,141505-33-1,C6T4514L4E,Lévosimendan|Levosimendan|Levosimendán|Levosimendanum,WHXMKTBCFHIYNQ-SECBINFHSA-N
DrugBank:DB00923,Ceforanide,Compound,DrugBank,APRD00853,60925-61-3,8M1YF8951V,"(6R,7R)-7-[[2-[2-(aminomethyl)phenyl]acetyl]amino]-3-[[1-(carboxymethyl)tetrazol-5-yl]sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid|7-[O-(aminomethyl)phenylacetamido]-3-[[[1-(carboxymethyl)-1H-tetrazol-5-yl]thio]methyl]-3-cephem-4-carboxylic acid|7β-[2-(aminomethyl)phenyl]acetamido-3-{[1-(carboxymethyl)-1H-tetrazol-5-yl]sulfanyl}methyl-3,4-didehydrocepham-4-carboxylic acid|Ceforanide|Ceforanido|Ceforanidum",SLAYUXIURFNXPG-CRAIPNDOSA-N
