source_name	source_type	source_id	target_name	target_type	target_id	relation_type	resource
NCBIGENE:270	Gene	HGNC:468	ICI198615	Compound	iuphar.ligand:3358	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:270	Gene	HGNC:468	ZAFIRLUKAST	Compound	RXCUI:114970	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:317	Gene	HGNC:576	NALBUPHINE HYDROCHLORIDE	Compound	RXCUI:154985	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:317	Gene	HGNC:576	NALTRINDOLE	Compound	iuphar.ligand:1641	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:317	Gene	HGNC:576	[3H]DIPRENORPHINE	Compound	iuphar.ligand:1612	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:317	Gene	HGNC:576	METHYLNALTREXONE	Compound	RXCUI:29899	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1397	Gene	HGNC:2361	DH376	Compound	iuphar.ligand:10244	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2604	Gene	HGNC:2867	DSM705	Compound	iuphar.ligand:11554	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:216	Gene	HGNC:402	DOPAMINE	Compound	RXCUI:3628	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:218	Gene	HGNC:405	APOMORPHINE	Compound	RXCUI:1043	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:2358	Gene	HGNC:3827	COMPOUND 4G [PMID: 22595175]	Compound	iuphar.ligand:8626	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2358	Gene	HGNC:3827	ALVELESTAT	Compound	NCIT:C125714	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2654	Gene	HGNC:3527	EBI-2511	Compound	iuphar.ligand:9881	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1797	Gene	HGNC:2992	TIGOZERTINIB	Compound	iuphar.ligand:11948	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1797	Gene	HGNC:2992	MIFANERTINIB	Compound	iuphar.ligand:12380	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1797	Gene	HGNC:2992	LAPATINIB	Compound	RXCUI:480167	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1797	Gene	HGNC:2992	PIROTINIB	Compound	iuphar.ligand:12612	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:644	Gene	HGNC:1062	COMPOUND 2 [PMID: 18295483]	Compound	iuphar.ligand:3156	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1400	Gene	HGNC:2365	OL135	Compound	iuphar.ligand:5235	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2608	Gene	HGNC:3594	GSK2194069	Compound	iuphar.ligand:8605	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:226	Gene	HGNC:414	CATPB	Compound	iuphar.ligand:6487	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PRIM1	Gene	HGNC:9369	GEMCITABINE	Compound	RXCUI:12574	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:225	Gene	HGNC:66	MYRISTIC ACID	Compound	DrugBank:DB08231	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:226	Gene	HGNC:414	PROPIONIC ACID	Compound	RXCUI:34658	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:2024	Gene	HGNC:3697	COMPOUND 2C [PMID: 24900538]	Compound	iuphar.ligand:8138	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:227	Gene	HGNC:4499	PROPIONIC ACID	Compound	RXCUI:34658	DGIDB::AGONIST::Gene:Compound	DGIDB
CACNA1D	Gene	HGNC:1391	PREGABALIN	Compound	RXCUI:187832	DGIDB::MODULATOR::Gene:Compound	DGIDB
NCBIGENE:227	Gene	HGNC:4499	1-METHYLCYCLOPROPANECARBOXYLIC ACID	Compound	iuphar.ligand:6500	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:1808	Gene	HGNC:3014	COMPOUND 2C [PMID: 24900538]	Compound	iuphar.ligand:8138	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1808	Gene	HGNC:3014	LUCITANIB	Compound	NCIT:C95726	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2365	Gene	HGNC:3873	ARI-3099	Compound	iuphar.ligand:8563	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1808	Gene	HGNC:3014	PEMIGATINIB	Compound	RXCUI:2359268	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1810	Gene	HGNC:3017	TASURGRATINIB	Compound	iuphar.ligand:11414	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CACNA1C	Gene	HGNC:1390	PREGABALIN	Compound	RXCUI:187832	DGIDB::MODULATOR::Gene:Compound	DGIDB
NCBIGENE:2609	Gene	HGNC:4145	CYCLOHEXIMIDE	Compound	NCIT:C171712	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:3176	Gene	HGNC:5028	SLF	Compound	iuphar.ligand:11480	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1812	Gene	HGNC:3020	OSI-930	Compound	iuphar.ligand:9383	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1812	Gene	HGNC:3020	SITRAVATINIB	Compound	NCIT:C117734	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1807	Gene	HGNC:3013	DENFIVONTINIB	Compound	iuphar.ligand:8108	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1807	Gene	HGNC:3013	AKN-028	Compound	iuphar.ligand:7969	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1814	Gene	HGNC:3024	MK-2461	Compound	iuphar.ligand:7962	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CACNA1I	Gene	HGNC:1396	PREGABALIN	Compound	RXCUI:187832	DGIDB::MODULATOR::Gene:Compound	DGIDB
NCBIGENE:1807	Gene	HGNC:3013	JNJ-28312141	Compound	iuphar.ligand:5689	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:222	Gene	HGNC:411	DEOXYCHOLIC ACID	Compound	RXCUI:3194	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:223	Gene	HGNC:412	PYRAZOLONE, 1	Compound	iuphar.ligand:5831	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:223	Gene	HGNC:412	MMK-1	Compound	iuphar.ligand:6240	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:344	Gene	HGNC:609	CLOPROSTENOL	Compound	NCIT:C79571	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:223	Gene	HGNC:412	COMPOUND 1754-31 [PMID: 23788657]	Compound	iuphar.ligand:6263	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:223	Gene	HGNC:412	T-BOC-FLFLF	Compound	iuphar.ligand:1030	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:344	Gene	HGNC:609	TAFLUPROST	Compound	RXCUI:1244607	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:344	Gene	HGNC:609	CARBACYCLIN	Compound	iuphar.ligand:1893	DGIDB::AGONIST::Gene:Compound	DGIDB
CACNA1F	Gene	HGNC:1393	PREGABALIN	Compound	RXCUI:187832	DGIDB::MODULATOR::Gene:Compound	DGIDB
NCBIGENE:253	Gene	ENTREZ:253	[125I]FSH (HUMAN)	Compound	iuphar.ligand:3780	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:404	Gene	HGNC:4075	&ALPHA;3IA	Compound	iuphar.ligand:4094	DGIDB::MODULATOR::Gene:Compound	DGIDB
NCBIGENE:406	Gene	HGNC:701	GABOXADOL	Compound	NCIT:C72791	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:245	Gene	HGNC:432	M1153	Compound	iuphar.ligand:6104	DGIDB::AGONIST::Gene:Compound	DGIDB
SCN11A	Gene	HGNC:10583	BENOXINATE HYDROCHLORIDE	Compound	RXCUI:235398	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:929	Gene	HGNC:1628	TIAGABINE HYDROCHLORIDE	Compound	RXCUI:236875	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:445	Gene	HGNC:758	NBQX	Compound	iuphar.ligand:4264	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:447	Gene	HGNC:765	NBQX	Compound	iuphar.ligand:4264	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SCN9A	Gene	HGNC:10597	HEXYLCAINE HYDROCHLORIDE	Compound	RXCUI:1546032	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:451	Gene	HGNC:769	DOMOIC ACID	Compound	DrugBank:DB02852	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:457	Gene	HGNC:4586	MG2+	Compound	iuphar.ligand:708	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:256	Gene	HGNC:4421	GOSERELIN ACETATE	Compound	RXCUI:203146	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:936	Gene	HGNC:1647	ALX 1405	Compound	iuphar.ligand:4767	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:221	Gene	HGNC:410	FULVESTRANT	Compound	RXCUI:282357	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:256	Gene	HGNC:4421	T-98475	Compound	iuphar.ligand:1184	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:256	Gene	HGNC:4421	WAY-207024	Compound	iuphar.ligand:5582	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:256	Gene	HGNC:4421	CYCLORELIX	Compound	iuphar.ligand:1191	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2658	Gene	HGNC:4217	TRICHOSTATIN A	Compound	DrugBank:DB04297	DGIDB::INHIBITOR::Gene:Compound	DGIDB
ADRA1B	Gene	HGNC:278	DIPIVEFRIN HYDROCHLORIDE	Compound	RXCUI:203156	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:2617	Gene	HGNC:4162	DACINOSTAT	Compound	NCIT:C81158	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2660	Gene	HGNC:4223	CHR-3996	Compound	iuphar.ligand:8391	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2659	Gene	HGNC:14063	DACINOSTAT	Compound	NCIT:C81158	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2618	Gene	HGNC:4163	MARBOSTAT-100	Compound	iuphar.ligand:9891	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2619	Gene	HGNC:4165	APICIDIN	Compound	iuphar.ligand:7495	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2620	Gene	HGNC:4167	DACINOSTAT	Compound	NCIT:C81158	DGIDB::INHIBITOR::Gene:Compound	DGIDB
ADRA1A	Gene	HGNC:277	HYDROXYAMPHETAMINE HYDROBROMIDE	Compound	RXCUI:82066	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:2661	Gene	HGNC:4224	SCRIPTAID	Compound	iuphar.ligand:7505	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2619	Gene	HGNC:4165	SCRIPTAID	Compound	iuphar.ligand:7505	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:262	Gene	HGNC:457	ARIPIPRAZOLE LAUROXIL	Compound	RXCUI:1673265	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:262	Gene	HGNC:457	BILASTINE	Compound	NCIT:C73045	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:262	Gene	HGNC:457	(&PLUSMN;)-CIS-H2-PAT	Compound	iuphar.ligand:1206	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:262	Gene	HGNC:457	FLUSPIRILENE	Compound	RXCUI:4507	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:262	Gene	HGNC:457	RUPATADINE	Compound	NCIT:C73055	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:262	Gene	HGNC:457	CYPROHEPTADINE HYDROCHLORIDE	Compound	RXCUI:104592	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:262	Gene	HGNC:457	FEXOFENADINE HYDROCHLORIDE	Compound	RXCUI:236474	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:262	Gene	HGNC:457	DOTHIEPIN	Compound	RXCUI:3634	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:263	Gene	HGNC:460	UR-PG146	Compound	iuphar.ligand:1200	DGIDB::AGONIST::Gene:Compound	DGIDB
ADRB1	Gene	HGNC:285	HYDROXYAMPHETAMINE HYDROBROMIDE	Compound	RXCUI:82066	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:263	Gene	HGNC:460	PITOLISANT	Compound	RXCUI:2197878	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:3222	Gene	HGNC:5127	BI-3231	Compound	iuphar.ligand:12478	DGIDB::INHIBITOR::Gene:Compound	DGIDB
DRD4	Gene	HGNC:3025	LOXAPINE	Compound	RXCUI:6475	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:639	Gene	HGNC:9346	COMPOUND 41 [PMID: 17574411]	Compound	iuphar.ligand:3006	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:83	Gene	HGNC:155	SPHINGOSINE 1-PHOSPHATE	Compound	iuphar.ligand:911	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:102	Gene	HGNC:188	FUROSEMIDE	Compound	RXCUI:4603	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:120	Gene	HGNC:245	2-HYDROXY CAPRIC ACID	Compound	iuphar.ligand:5847	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:156	Gene	HGNC:289	CHLOROQUINE	Compound	RXCUI:2393	DGIDB::AGONIST::Gene:Compound	DGIDB
DRD4	Gene	HGNC:3025	LOXAPINE SUCCINATE	Compound	RXCUI:6476	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:3019	Gene	HGNC:27269	TRYPTANTHRIN 5I	Compound	iuphar.ligand:10126	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:157	Gene	HGNC:290	ERAS-5024	Compound	iuphar.ligand:12988	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:345	Gene	HGNC:610	CARBACYCLIN	Compound	iuphar.ligand:1893	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:668	Gene	HGNC:1092	COUMESTROL	Compound	iuphar.ligand:12437	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:2049	Gene	HGNC:3394	JAK INHIBITOR 17B	Compound	iuphar.ligand:10148	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2049	Gene	HGNC:3394	JAK INHIBITOR 20A	Compound	iuphar.ligand:10147	DGIDB::INHIBITOR::Gene:Compound	DGIDB
DRD4	Gene	HGNC:3025	ROTIGOTINE	Compound	RXCUI:616739	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:318	Gene	HGNC:8049	DYNORPHIN A-(1-8)	Compound	iuphar.ligand:1621	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:318	Gene	HGNC:8049	&BETA;-NEOENDORPHIN	Compound	iuphar.ligand:1644	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:318	Gene	HGNC:8049	BUTORPHANOL	Compound	RXCUI:1841	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:318	Gene	HGNC:8049	5'-GUANIDINONALTRINDOLE	Compound	iuphar.ligand:1669	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CACNA1I	Gene	HGNC:1396	ETHOSUXIMIDE	Compound	RXCUI:4135	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:1813	Gene	HGNC:3023	GSK2646264	Compound	iuphar.ligand:10108	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1813	Gene	HGNC:3023	LUCITANIB	Compound	NCIT:C95726	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1813	Gene	HGNC:3023	AZD-4547	Compound	DrugBank:DB12247	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1813	Gene	HGNC:3023	SITRAVATINIB	Compound	NCIT:C117734	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:266	Gene	HGNC:462	[125I]TYR45-KISSPEPTIN-15	Compound	iuphar.ligand:1280	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:1805	Gene	HGNC:3011	LABUXTINIB	Compound	iuphar.ligand:12870	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1805	Gene	HGNC:3011	AKN-028	Compound	iuphar.ligand:7969	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CACNA1G	Gene	HGNC:1394	ETHOSUXIMIDE	Compound	RXCUI:4135	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:520	Gene	HGNC:844	RUTHENIUM RED	Compound	iuphar.ligand:2432	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:437	Gene	HGNC:6266	NIP-142	Compound	iuphar.ligand:2408	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:386	Gene	HGNC:18866	TETRAMETHYLAMMONIUM	Compound	DrugBank:DB03095	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:572	Gene	HGNC:936	TERFENADINE	Compound	RXCUI:42330	DGIDB::BLOCKER::Gene:Compound	DGIDB
F2R	Gene	HGNC:3537	VORAPAXAR SULFATE	Compound	RXCUI:1537050	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:539	Gene	HGNC:850	&KAPPA;M-CONOTOXIN RIIIK	Compound	iuphar.ligand:11476	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:540	Gene	HGNC:870	HSTX1[R14A]	Compound	iuphar.ligand:9582	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:561	Gene	ENTREZ:561	AZETUKALNER	Compound	NCIT:C188540	DGIDB::ACTIVATOR::Gene:Compound	DGIDB
HTR2A	Gene	HGNC:5293	ARIPIPRAZOLE LAUROXIL	Compound	RXCUI:1673265	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:563	Gene	HGNC:910	XE991	Compound	iuphar.ligand:2596	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:552	Gene	HGNC:895	TETRAMETHYLAMMONIUM	Compound	DrugBank:DB03095	DGIDB::BLOCKER::Gene:Compound	DGIDB
NCBIGENE:561	Gene	ENTREZ:561	LINOPIRDINE	Compound	NCIT:C82306	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:564	Gene	HGNC:6299	(S)-N-[1-(3-MORPHOLIN-4-YL-PHENYL)-ETHYL]-3-PHENYL-ACRYLAMIDE	Compound	iuphar.ligand:2600	DGIDB::ACTIVATOR::Gene:Compound	DGIDB
NCBIGENE:1516	Gene	HGNC:6515	COMPOUND 35 [PMID: 20684608]	Compound	iuphar.ligand:8209	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2059	Gene	HGNC:3420	GNE-7915	Compound	iuphar.ligand:8073	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1516	Gene	HGNC:6515	TRULI	Compound	iuphar.ligand:12663	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2053	Gene	HGNC:3402	GSK2646264	Compound	iuphar.ligand:10108	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2054	Gene	HGNC:3403	COMPOUND 30 [PMID: 22902653]	Compound	iuphar.ligand:8118	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1391	Gene	HGNC:6719	EXAMPLE 36 [WO2016177845]	Compound	iuphar.ligand:9555	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1395	Gene	HGNC:2358	COMPOUND 1A [PMID: 25692029]	Compound	iuphar.ligand:9091	DGIDB::INHIBITOR::Gene:Compound	DGIDB
FLT4	Gene	HGNC:3767	CP-459632	Compound	CHEMBL:CHEMBL3545300	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2593	Gene	HGNC:4136	COMPOUND 41 [PMID: 15026062]	Compound	iuphar.ligand:6702	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:601	Gene	HGNC:997	22R-HYDROXYCHOLESTEROL	Compound	iuphar.ligand:2742	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:273	Gene	HGNC:471	KI16425	Compound	iuphar.ligand:2907	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:272	Gene	HGNC:470	VPC32179	Compound	iuphar.ligand:5450	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:274	Gene	HGNC:1052	AM966	Compound	iuphar.ligand:2905	DGIDB::INHIBITOR::Gene:Compound	DGIDB
JAK1	Gene	HGNC:6190	GLPG-0555	Compound	CHEMBL:CHEMBL3545249	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2669	Gene	HGNC:4234	NCL-1	Compound	iuphar.ligand:7024	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2060	Gene	HGNC:3419	PEXMETINIB	Compound	NCIT:C85481	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2675	Gene	HGNC:4244	ML324	Compound	iuphar.ligand:9584	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:285	Gene	HGNC:485	AGOUTI-RELATED PROTEIN	Compound	iuphar.ligand:1335	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:289	Gene	ENTREZ:289	COMPOUND 11S [PMID: 19433355]	Compound	iuphar.ligand:6215	DGIDB::MODULATOR::Gene:Compound	DGIDB
NCBIGENE:290	Gene	HGNC:500	(1S,3R)-ACPD	Compound	iuphar.ligand:1365	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:289	Gene	ENTREZ:289	COMPOUND 9A [PMID: 22266036]	Compound	iuphar.ligand:6356	DGIDB::MODULATOR::Gene:Compound	DGIDB
NCBIGENE:290	Gene	HGNC:500	DCG-IV	Compound	iuphar.ligand:1377	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:290	Gene	HGNC:500	4-MPPTS	Compound	iuphar.ligand:1402	DGIDB::MODULATOR::Gene:Compound	DGIDB
AURKC	Gene	HGNC:11391	CYC-116	Compound	CHEMBL:CHEMBL482967	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:292	Gene	HGNC:10991	(S)-3,4-DCPG	Compound	iuphar.ligand:1407	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:291	Gene	HGNC:10990	[3H]LY341495	Compound	iuphar.ligand:1399	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:2063	Gene	HGNC:7977	MEK1/2 INHIBITOR	Compound	iuphar.ligand:6008	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PLK1	Gene	HGNC:9077	GSK-461364A	Compound	iuphar.ligand:5684	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1497	Gene	HGNC:2518	COMPOUND 20 [PMID: 30998356]	Compound	iuphar.ligand:10371	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:13	Gene	HGNC:17	FURTRETHONIUM IODIDE	Compound	NCIT:C76041	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:14	Gene	HGNC:18	OXYBUTYNIN	Compound	RXCUI:32675	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:14	Gene	HGNC:18	[3H]QNB	Compound	iuphar.ligand:318	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:15	Gene	HGNC:19	XANOMELINE	Compound	NCIT:C152926	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:16	Gene	HGNC:20	P-F-HHSID	Compound	iuphar.ligand:308	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:16	Gene	HGNC:20	[3H]QNB	Compound	iuphar.ligand:318	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:16	Gene	HGNC:20	OTENZEPAD	Compound	iuphar.ligand:309	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:17	Gene	HGNC:22	BETHANECHOL	Compound	RXCUI:19257	DGIDB::AGONIST::Gene:Compound	DGIDB
FLT4	Gene	HGNC:3767	SULFATINIB	Compound	NCIT:C116066	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:17	Gene	HGNC:22	ACECLIDINE	Compound	NCIT:C81044	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:17	Gene	HGNC:22	XANOMELINE	Compound	NCIT:C152926	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:17	Gene	HGNC:22	DOTHIEPIN	Compound	RXCUI:3634	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:287	Gene	HGNC:493	EFPPEA	Compound	iuphar.ligand:7774	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:287	Gene	HGNC:493	ICOA-13	Compound	iuphar.ligand:11196	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:287	Gene	HGNC:493	GR 128107	Compound	iuphar.ligand:1348	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:319	Gene	HGNC:615	3F-MT-45	Compound	iuphar.ligand:10726	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:578	Gene	HGNC:949	AFT-II	Compound	iuphar.ligand:2613	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:970	Gene	HGNC:11937	HYDROCHLOROTHIAZIDE	Compound	RXCUI:5487	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:580	Gene	HGNC:952	AFT-II	Compound	iuphar.ligand:2613	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:581	Gene	HGNC:959	AM-6120	Compound	iuphar.ligand:10119	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:476	Gene	HGNC:799	PHTX-11	Compound	iuphar.ligand:8883	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:360	Gene	HGNC:636	SUBSTANCE P-OME	Compound	iuphar.ligand:2101	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:1770	Gene	HGNC:2953	CP-424,174	Compound	iuphar.ligand:11810	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:362	Gene	HGNC:638	N&#8242;,2-DIPHENYLQUINOLINE-4-CARBOHYDRAZIDE	Compound	iuphar.ligand:2129	DGIDB::INHIBITOR::Gene:Compound	DGIDB
