id,name,type,label,resource
NDF-RT:N0000158488,ABSORBINE JR LINIMENT,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000000008,Absorption,[PK],PharmacologicClass,NDF-RT
NDF-RT:N0000022619,ABSORPTION BASE,,PharmacologicClass,NDF-RT
NDF-RT:N0000000017,Absorption Half-Life,[PK],PharmacologicClass,NDF-RT
NDF-RT:N0000192994,AC133 Antigen,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000022434,ACACIA,,PharmacologicClass,NDF-RT
NDF-RT:N0000023231,ACACIA POWDER,,PharmacologicClass,NDF-RT
NDF-RT:N0000157691,ACACIA PWDR,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178495,ACAI,,PharmacologicClass,NDF-RT
NDF-RT:N0000181697,ACAI BERRY EXTRACT,,PharmacologicClass,NDF-RT
NDF-RT:N0000178551,ACAI CAP/TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000181698,"ACAI LIQUID,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000193717,ACALABRUTINIB,,PharmacologicClass,NDF-RT
NDF-RT:N0000193769,"ACALABRUTINIB 100MG CAP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000010953,Acalculous Cholecystitis,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000148859,ACAMPROSATE,,PharmacologicClass,NDF-RT
NDF-RT:N0000010555,acamprosate,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000164868,"ACAMPROSATE CA 333MG TAB,EC",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000003328,Acanthamoeba Keratitis,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000185623,Acanthocheilonemiasis,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000000278,Acantholysis,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000011094,Acanthoma,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000000279,Acanthosis Nigricans,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000148420,ACARBOSE,,PharmacologicClass,NDF-RT
NDF-RT:N0000165839,ACARBOSE 100MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000165842,"ACARBOSE 100MG TAB,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000165840,ACARBOSE 25MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000165838,ACARBOSE 50MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000165841,"ACARBOSE 50MG TAB,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000007005,Acarbose,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000004165,Acatalasia,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000003382,Accelerated Idioventricular Rhythm,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000182175,Accessory Atrioventricular Bundle,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000004150,Accessory Nerve Diseases,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000183379,Accessory Nerve Injuries,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000156210,ACCU-BLOC CUSTOM EPIDURAL ANESTHESIA,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000152333,ACCU-BLOC PERIFIX,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156209,ACCU-BLOC PERIFIX CONTINUOUS EPIDURAL ANESTHESIA,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000152332,ACCU-BLOC PERIFIX CUSTOM EPIDURAL ANESTHESIA,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000152456,ACCU-BLOC PLEXUFIX BRACHIAL PLEXUS ANESTHESIA KIT,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156222,ACCU-BLOC SPINOCAN CUSTOM SPINAL TRAY SSK,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000152458,ACCU-BLOC SPINOCAN CUSTOM SPINAL TRAY SSK S15,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156221,ACCU-BLOC SPINOCAN SPINAL TRAY S22B-K,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156220,ACCU-BLOC SPINOCAN SPINAL TRAY S25L-K,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156211,ACCU-BLOCK KIT,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000182624,ACCU-CHECK COMPACT BLUE (GLUCOSE) HI/NORM CONTROL SOLN,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000163975,ACCU-CHEK ACTIVE (GLUCOSE) HI/LO CONTROL SOLN,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000163622,ACCU-CHEK ACTIVE (GLUCOSE) TEST STRIP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000177349,ACCU-CHEK AVIVA (GLUCOSE) 1-2 CONTROL SOLN,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000177144,ACCU-CHEK AVIVA (GLUCOSE) METER,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000172125,ACCU-CHEK AVIVA (GLUCOSE) TEST STRIP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000184299,ACCU-CHEK AVIVA PLUS (GLUCOSE) TEST STRIP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161310,ACCU-CHEK COMFORT CURVE (GLUCOSE) HI/LO CONTROL SOLN,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161455,ACCU-CHEK COMFORT CURVE (GLUCOSE) HI/MED/LO CONTROL SOLN,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161311,ACCU-CHEK COMFORT CURVE (GLUCOSE) TEST STRIP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000162424,ACCU-CHEK COMFORT CURVE-H (GLUCOSE) HI/LO CONTROL SOLN,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161898,ACCU-CHEK COMFORT CURVE-H (GLUCOSE) TEST STRIP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000177348,ACCU-CHEK COMPACT (GLUCOSE) HI/LO CONTROL SOLN,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000177151,"ACCU-CHEK COMPACT (GLUCOSE) TEST DRUM,102",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000163780,"ACCU-CHEK COMPACT (GLUCOSE) TEST DRUM,17",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000177147,"ACCU-CHEK COMPACT (GLUCOSE) TEST DRUM,51",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000181501,ACCU-CHEK COMPACT PLUS (GLUCOSE) METER,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000190718,"ACCU-CHEK COMPACT PLUS (GLUCOSE) TEST DRUM,102",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000190721,"ACCU-CHEK COMPACT PLUS (GLUCOSE) TEST DRUM,17",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000190716,"ACCU-CHEK COMPACT PLUS (GLUCOSE) TEST DRUM,51",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000193319,ACCU-CHEK GUIDE (GLUCOSE) HIGH/LOW CONTROL SOLN,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000193311,ACCU-CHEK GUIDE (GLUCOSE) TEST STRIP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156490,ACCU-CHEK II CONTROL,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000189919,ACCU-CHEK INFORM II (GLUCOSE) TEST STRIP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161153,ACCU-CHEK INSTANT (GLUCOSE) CONTROL SOLN,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161151,ACCU-CHEK INSTANT (GLUCOSE) METER,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161154,ACCU-CHEK INSTANT (GLUCOSE) TEST STRIP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161152,ACCU-CHEK INSTANT DM (GLUCOSE) METER,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161803,ACCU-CHEK INSTANT PLUS (CHOLESTEROL) TEST STRIP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000186126,ACCU-CHEK ON CALL VIVID (GLUCOSE) TEST STRIP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161820,ACCU-CHEK SIMPLICITY (GLUCOSE) TEST STRIP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000186125,ACCU-CHEK SMARTVIEW (GLUCOSE) TEST STRIP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000163344,ACCU-CHEK VOICEMATE (GLUCOSE) SYSTEM KIT,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156212,ACCUGUIDE CENTRAL VENOUS CATHETER KIT C1409AK,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000152455,ACCUGUIDE CENTRAL VENOUS CATHETER KIT C1606AX,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156213,ACCUGUIDE CENTRAL VENOUS CATHETER KIT C1608MC,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156214,ACCUGUIDE CENTRAL VENOUS CATHETER KIT C2005AK,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000152457,ACCUGUIDE PERCUTANEOUS CATHETER INTRODUCER KIT,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178526,ACCUTREND (GLUCOSE) TEST STRIP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000147688,ACEBUTOLOL,,PharmacologicClass,NDF-RT
NDF-RT:N0000007333,Acebutolol,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000151524,ACEBUTOLOL HCL 200MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000151525,ACEBUTOLOL HCL 400MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000146404,ACEBUTOLOL HYDROCHLORIDE,,PharmacologicClass,NDF-RT
NDF-RT:N0000179521,Acebutolol Hydrochloride,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000166664,Acecainide,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000179026,acecarbromal,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000166472,Acedapsone,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000150461,ACEL-IMUNE INJ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000022823,ACEMANNAN,,PharmacologicClass,NDF-RT
NDF-RT:N0000179027,acemannan,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000167363,Acenaphthenes,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000167009,Acenocoumarol,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000167279,Acepromazine,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000008110,Acetaldehyde,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000166636,Acetals,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000023232,ACETAMIDE MEA,,PharmacologicClass,NDF-RT
NDF-RT:N0000008113,Acetamides,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000145898,ACETAMINOPHEN,,PharmacologicClass,NDF-RT
NDF-RT:N0000155176,"ACETAMINOPHEN 100MG/ML (SF) DROPS,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000177089,"ACETAMINOPHEN 100MG/ML (SF) SUSP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155166,"ACETAMINOPHEN 100MG/ML DROPS,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000182427,ACETAMINOPHEN 10MG/ML INJ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155162,"ACETAMINOPHEN 120MG SUPP,RTL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155170,ACETAMINOPHEN 120MG/5ML ELIXIR,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155177,"ACETAMINOPHEN 125MG SUPP,RTL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155173,"ACETAMINOPHEN 130MG/5ML SOLN,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155175,ACETAMINOPHEN 160MG SPRINKLE CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155167,ACETAMINOPHEN 160MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000165265,ACETAMINOPHEN 160MG TAB RAPID DISINTEGRATING,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155178,"ACETAMINOPHEN 160MG TAB,CHEW",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155180,ACETAMINOPHEN 160MG/5ML (ALC-F) LIQUID,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155181,ACETAMINOPHEN 160MG/5ML (ALC-F) SUSP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155182,ACETAMINOPHEN 160MG/5ML (SF & AF) LIQUID,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155160,ACETAMINOPHEN 160MG/5ML ELIXIR,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155169,ACETAMINOPHEN 160MG/5ML LIQUID,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000186709,"ACETAMINOPHEN 160MG/5ML SUSP,ORAL,5ML",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155172,"ACETAMINOPHEN 160MG/ML DROPS,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156880,ACETAMINOPHEN 200MG/PSEUDOEPHEDRINE 30MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156879,ACETAMINOPHEN 200MG/PSEUDOEPHEDRINE 30MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178266,ACETAMINOPHEN 250MG/ASPIRIN 250MG BUFFERED TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000164914,ACETAMINOPHEN 250MG/ASPIRIN 250MG/CAFFEINE 65MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191339,"ACETAMINOPHEN 250MG/BROMPHENIRAMINE 2MG TAB,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158146,ACETAMINOPHEN 250MG/DEXTROMETHORPHAN 7.5MG/5ML LIQUID,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154737,ACETAMINOPHEN 250MG/SALICYLAMIDE 250MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154736,ACETAMINOPHEN 250MG/SALICYLAMIDE 600MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000188199,ACETAMINOPHEN 300MG/BUTALBITAL 50MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000150800,ACETAMINOPHEN 300MG/CHLORZOXAZONE 250MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000150799,ACETAMINOPHEN 300MG/CHLORZOXAZONE 250MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000192107,ACETAMINOPHEN 325/CTM 2/DM 10/P-EPHRINE 5MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000192106,ACETAMINOPHEN 325/CTM 2/DM 15/P-EPHRINE 5MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000192765,ACETAMINOPHEN 325MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155164,"ACETAMINOPHEN 325MG SUPP,RTL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155159,ACETAMINOPHEN 325MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155183,"ACETAMINOPHEN 325MG TAB,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155161,ACETAMINOPHEN 325MG/10.15ML ELIXIR,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191386,"ACETAMINOPHEN 325MG/10.15ML SUSP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000162663,"ACETAMINOPHEN 325MG/12.5ML SOLN,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155171,ACETAMINOPHEN 325MG/5ML ELIXIR,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156615,ACETAMINOPHEN 325MG/ASPIRIN 325MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000192408,ACETAMINOPHEN 325MG/BUTALBITAL 25MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154629,ACETAMINOPHEN 325MG/BUTALBITAL 50MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154627,ACETAMINOPHEN 325MG/BUTALBITAL 50MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000157827,ACETAMINOPHEN 325MG/CHLORPHENIRAMINE 2MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000182618,ACETAMINOPHEN 325MG/DIPHENHYDRAMINE HCL 12.5 MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191336,ACETAMINOPHEN 325MG/DM 10MG/DIPHENHYDRAMINE 12.5MG/5ML LIQUID,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191460,"ACETAMINOPHEN 325MG/DM 10MG/PHENYLEPHRINE 5MG CAP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000192500,ACETAMINOPHEN 325MG/DM 10MG/PHENYLEPHRINE 5MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000190738,ACETAMINOPHEN 325MG/GUAIFENESIN 200MG/PHENYLEPHRINE 5MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156895,ACETAMINOPHEN 325MG/PAMABROM 25MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155623,ACETAMINOPHEN 325MG/PHENOBARBITAL 16MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191681,"ACETAMINOPHEN 325MG/PHENYLEPHRINE HCL 5MG CAP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000177272,ACETAMINOPHEN 325MG/PHENYLEPHRINE HCL 5MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156907,ACETAMINOPHEN 325MG/PHENYLPROPANOLAMINE 18MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156138,ACETAMINOPHEN 325MG/PHENYLTOLOXAMINE 30MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156881,ACETAMINOPHEN 325MG/PSEUDOEPHEDRINE 15MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156882,ACETAMINOPHEN 325MG/PSEUDOEPHEDRINE 30MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000157810,ACETAMINOPHEN 325MG/PYRILAMINE MALEATE 12.5MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191677,ACETAMINOPHEN 325MG/PYRILAMINE MALEATE 25MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000163505,ACETAMINOPHEN 325MG/TRAMADOL HCL 37.5MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000163506,"ACETAMINOPHEN 325MG/TRAMADOL HCL 37.5MG TAB,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000157812,ACETAMINOPHEN 400MG/PAMABROM 25MG/PYRILAMINE 15MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155158,ACETAMINOPHEN 500MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155155,ACETAMINOPHEN 500MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155184,"ACETAMINOPHEN 500MG TAB,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155168,ACETAMINOPHEN 500MG/15ML LIQUID,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000192664,"ACETAMINOPHEN 500MG/BROMPHENIRAMINE 1MG TAB,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158307,ACETAMINOPHEN 500MG/CA CARBONATE 250MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000190912,ACETAMINOPHEN 500MG/CAFFEINE 60MG/PYRILAMINE 15MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158124,ACETAMINOPHEN 500MG/CAFFEINE 65MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000183313,ACETAMINOPHEN 500MG/CTM 4MG/PSEUDOEPHEDRINE 60MG PKT,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000192697,"ACETAMINOPHEN 500MG/DEXBROMPHENIRAMINE 1MG TAB,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000192422,"ACETAMINOPHEN 500MG/DIPHENHYDRAMINE HCL 25MG CAP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158097,ACETAMINOPHEN 500MG/DIPHENHYDRAMINE HCL 25MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158098,ACETAMINOPHEN 500MG/DIPHENHYDRAMINE HCL 25MG/15ML LIQUID,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158096,ACETAMINOPHEN 500MG/DIPHENHYDRAMINE HCL 38MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178441,"ACETAMINOPHEN 500MG/DIPHENHYDRAMINE HCL 38MG/PKT POWDER,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000177270,ACETAMINOPHEN 500MG/DIPHENHYDRAMINE HCL 50MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000177721,ACETAMINOPHEN 500MG/DM 15MG/DOXYLAMINE 6.25MG/15ML LIQUID,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000183332,ACETAMINOPHEN 500MG/DM 15MG/PSEUDOEPHEDRINE 30MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000193762,ACETAMINOPHEN 500MG/DM 20MG/PHENYLEPHRINE 10MG/PKT,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000157813,ACETAMINOPHEN 500MG/PAMABROM 25MG/PYRILAMINE 15MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191450,ACETAMINOPHEN 500MG/PHENYLTOLOXAMINE 29MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156139,ACETAMINOPHEN 500MG/PHENYLTOLOXAMINE 30MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191449,ACETAMINOPHEN 500MG/PHENYLTOLOXAMINE 50MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191448,ACETAMINOPHEN 500MG/PHENYLTOLXAMINE 29MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156140,ACETAMINOPHEN 500MG/PHENYLTOLXAMINE 50MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156884,ACETAMINOPHEN 500MG/PSEUDOEPHEDRINE 30MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156883,ACETAMINOPHEN 500MG/PSEUDOEPHEDRINE 30MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155156,"ACETAMINOPHEN 600MG SUPP,RTL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155163,"ACETAMINOPHEN 650MG SUPP,RTL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155157,ACETAMINOPHEN 650MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161950,"ACETAMINOPHEN 650MG TAB,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000164270,"ACETAMINOPHEN 650MG/20.3ML (AF & SF) SOLN,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154628,ACETAMINOPHEN 650MG/BUTALBITAL 50MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000154630,ACETAMINOPHEN 650MG/BUTALBITAL 50MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000183319,ACETAMINOPHEN 650MG/CTM 4MG/DM 20MG/PSEUDOEPHED 60MG/PKT,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191853,ACETAMINOPHEN 650MG/DM 20MG/PHENYLEPHRINE 10MG/PKT,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191783,ACETAMINOPHEN 650MG/GUAIFENESIN 400MG/PHENYLEPHRINE 10/20ML LIQ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155174,ACETAMINOPHEN 80MG SPRINKLE CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000171947,"ACETAMINOPHEN 80MG SUPP,RTL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000190069,ACETAMINOPHEN 80MG TAB RAPID DISINTEGRATING,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000155165,"ACETAMINOPHEN 80MG TAB,CHEWABLE",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000190906,"ACETAMINOPHEN 80MG/2.5ML SUSP,ORAL,2.5ML",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156908,"ACETAMINOPHEN 80MG/PHENYLPROPANOLAMINE 3.125MG TAB,CHEW",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000158123,"ACETAMINOPHEN 81MG/PHENYLEPHRINE 1.25MG TAB,CHEW",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000007359,Acetaminophen,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000177915,Acetaminophen,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000155179,ACETAMINOPHEN PWDR,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000020664,ACETAMINOPHEN/ALUMINUM ACETATE/CHLORPHENIRAMINE/PHENYLPROPANOLAM,,PharmacologicClass,NDF-RT
NDF-RT:N0000021553,ACETAMINOPHEN/ALUMINUM HYDROXIDE/ASPIRIN/CAFFEINE/MAGNESIUM HYDR,,PharmacologicClass,NDF-RT
NDF-RT:N0000021208,ACETAMINOPHEN/ALUMINUM HYDROXIDE/ASPIRIN/SALICYLAMIDE,,PharmacologicClass,NDF-RT
NDF-RT:N0000021143,ACETAMINOPHEN/ASPIRIN,,PharmacologicClass,NDF-RT
NDF-RT:N0000021472,ACETAMINOPHEN/ASPIRIN/CAFFEINE,,PharmacologicClass,NDF-RT
